,dBm,distance
14047,-41,0.3262133667930925
14062,-41,0.3551752473448412
14077,-41,0.3551752473448412
14092,-41,0.37039052724942
14107,-41,0.37039052724942
14122,-41,0.3860099103307058
14137,-41,0.3860099103307058
14152,-41,0.3860099103307058
14167,-41,0.3860099103307058
14182,-41,0.4177974037087553
14197,-41,0.4177974037087553
14212,-41,0.4177974037087553
14227,-41,0.4177974037087553
14242,-41,0.4177974037087553
14257,-41,0.4177974037087553
14272,-41,0.4177974037087553
