,Unnamed: 0.1,Unnamed: 0,GPS_lat,GPS_long,Network_lat,Network_long,Time,Anchor_Number,Type,Registered,CID,LAC,MCC,MNC,dBm,level,spoofed,lat,lon
688,688,694,25.368101666666668,51.551068333333326,0.0,0.0,1561285844882,12,GSM,False,16572,120,427,2,-75,4,0.0,25.336533,51.532517
689,689,695,25.368101666666668,51.551068333333326,0.0,0.0,1561285844882,13,GSM,False,10681,120,427,2,-81,4,0.0,25.359568,51.564293
690,690,696,25.368065,51.551075,0.0,0.0,1561285845771,0,GSM,True,40283,9402,427,1,-17,4,0.0,25.369492,51.550598
691,691,697,25.368065,51.551075,0.0,0.0,1561285845771,1,GSM,False,40282,9402,427,1,-3,4,0.0,25.367661,51.550369
692,692,698,25.368065,51.551075,0.0,0.0,1561285845771,2,GSM,False,40281,9402,427,1,-39,4,0.0,25.368256,51.557053
693,693,699,25.368065,51.551075,0.0,0.0,1561285845771,3,GSM,False,29173,9402,427,1,-69,4,0.0,25.366287,51.551102
694,694,700,25.368065,51.551075,0.0,0.0,1561285845771,4,GSM,False,25642,9402,427,1,-79,4,0.0,25.368494,51.552817
695,695,701,25.368065,51.551075,0.0,0.0,1561285845771,5,GSM,False,22961,9401,427,1,-87,4,0.0,25.329208,51.529876
696,696,702,25.368065,51.551075,0.0,0.0,1561285845771,6,GSM,False,45953,9402,427,1,-89,4,0.0,25.365215,51.548592
697,697,703,25.368065,51.551075,0.0,0.0,1561285845771,7,GSM,True,17383,120,427,2,13,4,0.0,25.368232,51.550961
698,698,704,25.368065,51.551075,0.0,0.0,1561285845771,8,GSM,False,17382,120,427,2,-5,4,0.0,25.3502655,51.53068542
699,699,705,25.368065,51.551075,0.0,0.0,1561285845771,9,GSM,False,17381,120,427,2,-33,4,0.0,25.362966,51.554779
700,700,706,25.368065,51.551075,0.0,0.0,1561285845771,10,GSM,False,16573,120,427,2,-45,4,0.0,25.33103943,51.53343201
701,701,707,25.368065,51.551075,0.0,0.0,1561285845771,11,GSM,False,10022,120,427,2,-71,4,0.0,25.368139,51.546364
702,702,708,25.368065,51.551075,0.0,0.0,1561285845771,12,GSM,False,16572,120,427,2,-75,4,0.0,25.336533,51.532517
703,703,709,25.368065,51.551075,0.0,0.0,1561285845771,13,GSM,False,10681,120,427,2,-81,4,0.0,25.359568,51.564293
704,704,710,25.36803,51.551075,0.0,0.0,1561285846848,0,GSM,True,40283,9402,427,1,-17,4,0.0,25.369492,51.550598
705,705,711,25.36803,51.551075,0.0,0.0,1561285846848,1,GSM,False,40282,9402,427,1,-3,4,0.0,25.367661,51.550369
706,706,712,25.36803,51.551075,0.0,0.0,1561285846848,2,GSM,False,40281,9402,427,1,-39,4,0.0,25.368256,51.557053
707,707,713,25.36803,51.551075,0.0,0.0,1561285846848,3,GSM,False,29173,9402,427,1,-69,4,0.0,25.366287,51.551102
708,708,714,25.36803,51.551075,0.0,0.0,1561285846848,4,GSM,False,25642,9402,427,1,-79,4,0.0,25.368494,51.552817
709,709,715,25.36803,51.551075,0.0,0.0,1561285846848,5,GSM,False,22961,9401,427,1,-87,4,0.0,25.329208,51.529876
710,710,716,25.36803,51.551075,0.0,0.0,1561285846848,6,GSM,False,45953,9402,427,1,-89,4,0.0,25.365215,51.548592
711,711,717,25.36803,51.551075,0.0,0.0,1561285846848,7,GSM,True,17383,120,427,2,13,4,0.0,25.368232,51.550961
712,712,718,25.36803,51.551075,0.0,0.0,1561285846848,8,GSM,False,17382,120,427,2,-5,4,0.0,25.3502655,51.53068542
713,713,719,25.36803,51.551075,0.0,0.0,1561285846848,9,GSM,False,17381,120,427,2,-33,4,0.0,25.362966,51.554779
714,714,720,25.36803,51.551075,0.0,0.0,1561285846848,10,GSM,False,16573,120,427,2,-45,4,0.0,25.33103943,51.53343201
715,715,721,25.36803,51.551075,0.0,0.0,1561285846848,11,GSM,False,10022,120,427,2,-71,4,0.0,25.368139,51.546364
716,716,722,25.36803,51.551075,0.0,0.0,1561285846848,12,GSM,False,16572,120,427,2,-75,4,0.0,25.336533,51.532517
717,717,723,25.36803,51.551075,0.0,0.0,1561285846848,13,GSM,False,10681,120,427,2,-81,4,0.0,25.359568,51.564293
718,718,724,25.367988333333333,51.551091666666665,0.0,0.0,1561285847884,0,GSM,True,40283,9402,427,1,-17,4,0.0,25.369492,51.550598
719,719,725,25.367988333333333,51.551091666666665,0.0,0.0,1561285847884,1,GSM,False,40282,9402,427,1,-3,4,0.0,25.367661,51.550369
720,720,726,25.367988333333333,51.551091666666665,0.0,0.0,1561285847884,2,GSM,False,40281,9402,427,1,-39,4,0.0,25.368256,51.557053
721,721,727,25.367988333333333,51.551091666666665,0.0,0.0,1561285847884,3,GSM,False,29173,9402,427,1,-69,4,0.0,25.366287,51.551102
722,722,728,25.367988333333333,51.551091666666665,0.0,0.0,1561285847884,4,GSM,False,25642,9402,427,1,-79,4,0.0,25.368494,51.552817
723,723,729,25.367988333333333,51.551091666666665,0.0,0.0,1561285847884,5,GSM,False,22961,9401,427,1,-87,4,0.0,25.329208,51.529876
724,724,730,25.367988333333333,51.551091666666665,0.0,0.0,1561285847884,6,GSM,False,45953,9402,427,1,-89,4,0.0,25.365215,51.548592
725,725,731,25.367988333333333,51.551091666666665,0.0,0.0,1561285847884,7,GSM,True,17383,120,427,2,13,4,0.0,25.368232,51.550961
726,726,732,25.367988333333333,51.551091666666665,0.0,0.0,1561285847884,8,GSM,False,17382,120,427,2,-1,4,0.0,25.3502655,51.53068542
727,727,733,25.367988333333333,51.551091666666665,0.0,0.0,1561285847884,9,GSM,False,17381,120,427,2,-27,4,0.0,25.362966,51.554779
728,728,734,25.367988333333333,51.551091666666665,0.0,0.0,1561285847884,10,GSM,False,16573,120,427,2,-47,4,0.0,25.33103943,51.53343201
729,729,735,25.367988333333333,51.551091666666665,0.0,0.0,1561285847884,11,GSM,False,10022,120,427,2,-71,4,0.0,25.368139,51.546364
730,730,736,25.367988333333333,51.551091666666665,0.0,0.0,1561285847884,12,GSM,False,16572,120,427,2,-77,4,0.0,25.336533,51.532517
731,731,737,25.367988333333333,51.551091666666665,0.0,0.0,1561285847884,13,GSM,False,10681,120,427,2,-83,4,0.0,25.359568,51.564293
732,732,738,25.367925,51.55112,0.0,0.0,1561285848858,0,GSM,True,40283,9402,427,1,-17,4,0.0,25.369492,51.550598
733,733,739,25.367925,51.55112,0.0,0.0,1561285848858,1,GSM,False,40282,9402,427,1,-3,4,0.0,25.367661,51.550369
734,734,740,25.367925,51.55112,0.0,0.0,1561285848858,2,GSM,False,40281,9402,427,1,-39,4,0.0,25.368256,51.557053
735,735,741,25.367925,51.55112,0.0,0.0,1561285848858,3,GSM,False,29173,9402,427,1,-69,4,0.0,25.366287,51.551102
736,736,742,25.367925,51.55112,0.0,0.0,1561285848858,4,GSM,False,25642,9402,427,1,-79,4,0.0,25.368494,51.552817
737,737,743,25.367925,51.55112,0.0,0.0,1561285848858,5,GSM,False,22961,9401,427,1,-87,4,0.0,25.329208,51.529876
738,738,744,25.367925,51.55112,0.0,0.0,1561285848858,6,GSM,False,45953,9402,427,1,-89,4,0.0,25.365215,51.548592
739,739,745,25.367925,51.55112,0.0,0.0,1561285848858,7,GSM,True,17383,120,427,2,13,4,0.0,25.368232,51.550961
740,740,746,25.367925,51.55112,0.0,0.0,1561285848858,8,GSM,False,17382,120,427,2,-1,4,0.0,25.3502655,51.53068542
741,741,747,25.367925,51.55112,0.0,0.0,1561285848858,9,GSM,False,17381,120,427,2,-27,4,0.0,25.362966,51.554779
742,742,748,25.367925,51.55112,0.0,0.0,1561285848858,10,GSM,False,16573,120,427,2,-47,4,0.0,25.33103943,51.53343201
743,743,749,25.367925,51.55112,0.0,0.0,1561285848858,11,GSM,False,10022,120,427,2,-71,4,0.0,25.368139,51.546364
744,744,750,25.367925,51.55112,0.0,0.0,1561285848858,12,GSM,False,16572,120,427,2,-77,4,0.0,25.336533,51.532517
745,745,751,25.367925,51.55112,0.0,0.0,1561285848858,13,GSM,False,10681,120,427,2,-83,4,0.0,25.359568,51.564293
746,746,752,25.36787,51.55114666666667,0.0,0.0,1561285849752,0,GSM,True,40283,9402,427,1,-17,4,0.0,25.369492,51.550598
747,747,753,25.36787,51.55114666666667,0.0,0.0,1561285849752,1,GSM,False,40282,9402,427,1,-3,4,0.0,25.367661,51.550369
748,748,754,25.36787,51.55114666666667,0.0,0.0,1561285849752,2,GSM,False,40281,9402,427,1,-39,4,0.0,25.368256,51.557053
749,749,755,25.36787,51.55114666666667,0.0,0.0,1561285849752,3,GSM,False,29173,9402,427,1,-69,4,0.0,25.366287,51.551102
750,750,756,25.36787,51.55114666666667,0.0,0.0,1561285849752,4,GSM,False,25642,9402,427,1,-79,4,0.0,25.368494,51.552817
751,751,757,25.36787,51.55114666666667,0.0,0.0,1561285849752,5,GSM,False,22961,9401,427,1,-87,4,0.0,25.329208,51.529876
752,752,758,25.36787,51.55114666666667,0.0,0.0,1561285849752,6,GSM,False,45953,9402,427,1,-89,4,0.0,25.365215,51.548592
753,753,759,25.36787,51.55114666666667,0.0,0.0,1561285849752,7,GSM,True,17383,120,427,2,13,4,0.0,25.368232,51.550961
754,754,760,25.36787,51.55114666666667,0.0,0.0,1561285849752,8,GSM,False,17382,120,427,2,-1,4,0.0,25.3502655,51.53068542
755,755,761,25.36787,51.55114666666667,0.0,0.0,1561285849752,9,GSM,False,17381,120,427,2,-27,4,0.0,25.362966,51.554779
756,756,762,25.36787,51.55114666666667,0.0,0.0,1561285849752,10,GSM,False,16573,120,427,2,-47,4,0.0,25.33103943,51.53343201
757,757,763,25.36787,51.55114666666667,0.0,0.0,1561285849752,11,GSM,False,10022,120,427,2,-71,4,0.0,25.368139,51.546364
758,758,764,25.36787,51.55114666666667,0.0,0.0,1561285849752,12,GSM,False,16572,120,427,2,-77,4,0.0,25.336533,51.532517
759,759,765,25.36787,51.55114666666667,0.0,0.0,1561285849752,13,GSM,False,10681,120,427,2,-83,4,0.0,25.359568,51.564293
760,760,766,25.36782,51.55117166666667,0.0,0.0,1561285850830,0,GSM,True,40283,9402,427,1,-17,4,0.0,25.369492,51.550598
761,761,767,25.36782,51.55117166666667,0.0,0.0,1561285850830,1,GSM,False,40282,9402,427,1,-3,4,0.0,25.367661,51.550369
762,762,768,25.36782,51.55117166666667,0.0,0.0,1561285850830,2,GSM,False,40281,9402,427,1,-39,4,0.0,25.368256,51.557053
763,763,769,25.36782,51.55117166666667,0.0,0.0,1561285850830,3,GSM,False,29173,9402,427,1,-69,4,0.0,25.366287,51.551102
764,764,770,25.36782,51.55117166666667,0.0,0.0,1561285850830,4,GSM,False,25642,9402,427,1,-79,4,0.0,25.368494,51.552817
765,765,771,25.36782,51.55117166666667,0.0,0.0,1561285850830,5,GSM,False,22961,9401,427,1,-87,4,0.0,25.329208,51.529876
766,766,772,25.36782,51.55117166666667,0.0,0.0,1561285850830,6,GSM,False,45953,9402,427,1,-89,4,0.0,25.365215,51.548592
767,767,773,25.36782,51.55117166666667,0.0,0.0,1561285850830,7,GSM,True,17383,120,427,2,13,4,0.0,25.368232,51.550961
768,768,774,25.36782,51.55117166666667,0.0,0.0,1561285850830,8,GSM,False,17382,120,427,2,-1,4,0.0,25.3502655,51.53068542
769,769,775,25.36782,51.55117166666667,0.0,0.0,1561285850830,9,GSM,False,17381,120,427,2,-27,4,0.0,25.362966,51.554779
770,770,776,25.36782,51.55117166666667,0.0,0.0,1561285850830,10,GSM,False,16573,120,427,2,-47,4,0.0,25.33103943,51.53343201
771,771,777,25.36782,51.55117166666667,0.0,0.0,1561285850830,11,GSM,False,10022,120,427,2,-71,4,0.0,25.368139,51.546364
772,772,778,25.36782,51.55117166666667,0.0,0.0,1561285850830,12,GSM,False,16572,120,427,2,-77,4,0.0,25.336533,51.532517
773,773,779,25.36782,51.55117166666667,0.0,0.0,1561285850830,13,GSM,False,10681,120,427,2,-83,4,0.0,25.359568,51.564293
774,774,780,25.367781666666662,51.55119333333334,0.0,0.0,1561285851761,0,GSM,True,40283,9402,427,1,-17,4,0.0,25.369492,51.550598
775,775,781,25.367781666666662,51.55119333333334,0.0,0.0,1561285851761,1,GSM,False,40282,9402,427,1,-3,4,0.0,25.367661,51.550369
776,776,782,25.367781666666662,51.55119333333334,0.0,0.0,1561285851761,2,GSM,False,40281,9402,427,1,-39,4,0.0,25.368256,51.557053
777,777,783,25.367781666666662,51.55119333333334,0.0,0.0,1561285851761,3,GSM,False,29173,9402,427,1,-69,4,0.0,25.366287,51.551102
778,778,784,25.367781666666662,51.55119333333334,0.0,0.0,1561285851761,4,GSM,False,25642,9402,427,1,-79,4,0.0,25.368494,51.552817
779,779,785,25.367781666666662,51.55119333333334,0.0,0.0,1561285851761,5,GSM,False,22961,9401,427,1,-87,4,0.0,25.329208,51.529876
780,780,786,25.367781666666662,51.55119333333334,0.0,0.0,1561285851761,6,GSM,False,45953,9402,427,1,-89,4,0.0,25.365215,51.548592
781,781,787,25.367781666666662,51.55119333333334,0.0,0.0,1561285851761,7,GSM,True,17383,120,427,2,1,4,0.0,25.368232,51.550961
782,782,788,25.367781666666662,51.55119333333334,0.0,0.0,1561285851761,8,GSM,False,17382,120,427,2,-1,4,0.0,25.3502655,51.53068542
783,783,789,25.367781666666662,51.55119333333334,0.0,0.0,1561285851761,9,GSM,False,17381,120,427,2,-27,4,0.0,25.362966,51.554779
784,784,790,25.367781666666662,51.55119333333334,0.0,0.0,1561285851761,10,GSM,False,16573,120,427,2,-47,4,0.0,25.33103943,51.53343201
785,785,791,25.367781666666662,51.55119333333334,0.0,0.0,1561285851761,11,GSM,False,10022,120,427,2,-71,4,0.0,25.368139,51.546364
786,786,792,25.367781666666662,51.55119333333334,0.0,0.0,1561285851761,12,GSM,False,16572,120,427,2,-77,4,0.0,25.336533,51.532517
787,787,793,25.367781666666662,51.55119333333334,0.0,0.0,1561285851761,13,GSM,False,10681,120,427,2,-83,4,0.0,25.359568,51.564293
788,788,794,25.367751666666663,51.551215,0.0,0.0,1561285852828,0,GSM,True,40283,9402,427,1,-17,4,0.0,25.369492,51.550598
789,789,795,25.367751666666663,51.551215,0.0,0.0,1561285852828,1,GSM,False,40282,9402,427,1,-3,4,0.0,25.367661,51.550369
790,790,796,25.367751666666663,51.551215,0.0,0.0,1561285852828,2,GSM,False,40281,9402,427,1,-39,4,0.0,25.368256,51.557053
791,791,797,25.367751666666663,51.551215,0.0,0.0,1561285852828,3,GSM,False,29173,9402,427,1,-69,4,0.0,25.366287,51.551102
792,792,798,25.367751666666663,51.551215,0.0,0.0,1561285852828,4,GSM,False,25642,9402,427,1,-79,4,0.0,25.368494,51.552817
793,793,799,25.367751666666663,51.551215,0.0,0.0,1561285852828,5,GSM,False,22961,9401,427,1,-87,4,0.0,25.329208,51.529876
794,794,800,25.367751666666663,51.551215,0.0,0.0,1561285852828,6,GSM,False,45953,9402,427,1,-89,4,0.0,25.365215,51.548592
795,795,801,25.367751666666663,51.551215,0.0,0.0,1561285852828,7,GSM,True,17383,120,427,2,1,4,0.0,25.368232,51.550961
796,796,802,25.367751666666663,51.551215,0.0,0.0,1561285852828,8,GSM,False,17382,120,427,2,-1,4,0.0,25.3502655,51.53068542
797,797,803,25.367751666666663,51.551215,0.0,0.0,1561285852828,9,GSM,False,17381,120,427,2,-27,4,0.0,25.362966,51.554779
798,798,804,25.367751666666663,51.551215,0.0,0.0,1561285852828,10,GSM,False,16573,120,427,2,-47,4,0.0,25.33103943,51.53343201
799,799,805,25.367751666666663,51.551215,0.0,0.0,1561285852828,11,GSM,False,10022,120,427,2,-71,4,0.0,25.368139,51.546364
800,800,806,25.367751666666663,51.551215,0.0,0.0,1561285852828,12,GSM,False,16572,120,427,2,-77,4,0.0,25.336533,51.532517
801,801,807,25.367751666666663,51.551215,0.0,0.0,1561285852828,13,GSM,False,10681,120,427,2,-83,4,0.0,25.359568,51.564293
802,802,810,25.367715,51.55122833333333,0.0,0.0,1561285853839,0,GSM,True,40282,9402,427,1,7,4,0.0,25.367661,51.550369
803,803,811,25.367715,51.55122833333333,0.0,0.0,1561285853839,1,GSM,False,40281,9402,427,1,-39,4,0.0,25.368256,51.557053
804,804,812,25.367715,51.55122833333333,0.0,0.0,1561285853839,2,GSM,False,29173,9402,427,1,-75,4,0.0,25.366287,51.551102
805,805,813,25.367715,51.55122833333333,0.0,0.0,1561285853839,3,GSM,False,40721,9402,427,1,-89,4,0.0,25.370682,51.550003
806,806,814,25.367715,51.55122833333333,0.0,0.0,1561285853839,4,GSM,False,22961,9401,427,1,-93,3,0.0,25.329208,51.529876
807,807,815,25.367715,51.55122833333333,0.0,0.0,1561285853839,5,GSM,False,45953,9402,427,1,-97,3,0.0,25.365215,51.548592
808,808,816,25.367715,51.55122833333333,0.0,0.0,1561285853839,6,GSM,False,41631,9402,427,1,-99,2,0.0,25.371414,51.550186
809,809,817,25.367715,51.55122833333333,0.0,0.0,1561285853839,7,GSM,True,17383,120,427,2,1,4,0.0,25.368232,51.550961
810,810,818,25.367715,51.55122833333333,0.0,0.0,1561285853839,8,GSM,False,17382,120,427,2,-1,4,0.0,25.3502655,51.53068542
811,811,819,25.367715,51.55122833333333,0.0,0.0,1561285853839,9,GSM,False,17381,120,427,2,-27,4,0.0,25.362966,51.554779
812,812,820,25.367715,51.55122833333333,0.0,0.0,1561285853839,10,GSM,False,16573,120,427,2,-47,4,0.0,25.33103943,51.53343201
813,813,821,25.367715,51.55122833333333,0.0,0.0,1561285853839,11,GSM,False,10022,120,427,2,-71,4,0.0,25.368139,51.546364
814,814,822,25.367715,51.55122833333333,0.0,0.0,1561285853839,12,GSM,False,16572,120,427,2,-77,4,0.0,25.336533,51.532517
815,815,823,25.367715,51.55122833333333,0.0,0.0,1561285853839,13,GSM,False,10681,120,427,2,-83,4,0.0,25.359568,51.564293
816,816,824,25.367680000000004,51.55124333333333,0.0,0.0,1561285854917,0,GSM,True,40282,9402,427,1,7,4,0.0,25.367661,51.550369
817,817,825,25.367680000000004,51.55124333333333,0.0,0.0,1561285854917,1,GSM,False,40281,9402,427,1,-39,4,0.0,25.368256,51.557053
818,818,826,25.367680000000004,51.55124333333333,0.0,0.0,1561285854917,2,GSM,False,29173,9402,427,1,-75,4,0.0,25.366287,51.551102
819,819,827,25.367680000000004,51.55124333333333,0.0,0.0,1561285854917,3,GSM,False,40721,9402,427,1,-89,4,0.0,25.370682,51.550003
820,820,828,25.367680000000004,51.55124333333333,0.0,0.0,1561285854917,4,GSM,False,22961,9401,427,1,-93,3,0.0,25.329208,51.529876
821,821,829,25.367680000000004,51.55124333333333,0.0,0.0,1561285854917,5,GSM,False,45953,9402,427,1,-97,3,0.0,25.365215,51.548592
822,822,830,25.367680000000004,51.55124333333333,0.0,0.0,1561285854917,6,GSM,False,41631,9402,427,1,-99,2,0.0,25.371414,51.550186
823,823,831,25.367680000000004,51.55124333333333,0.0,0.0,1561285854917,7,GSM,True,17383,120,427,2,1,4,0.0,25.368232,51.550961
824,824,832,25.367680000000004,51.55124333333333,0.0,0.0,1561285854917,8,GSM,False,17382,120,427,2,-1,4,0.0,25.3502655,51.53068542
825,825,833,25.367680000000004,51.55124333333333,0.0,0.0,1561285854917,9,GSM,False,17381,120,427,2,-27,4,0.0,25.362966,51.554779
826,826,834,25.367680000000004,51.55124333333333,0.0,0.0,1561285854917,10,GSM,False,16573,120,427,2,-47,4,0.0,25.33103943,51.53343201
827,827,835,25.367680000000004,51.55124333333333,0.0,0.0,1561285854917,11,GSM,False,10022,120,427,2,-71,4,0.0,25.368139,51.546364
828,828,836,25.367680000000004,51.55124333333333,0.0,0.0,1561285854917,12,GSM,False,16572,120,427,2,-77,4,0.0,25.336533,51.532517
829,829,837,25.367680000000004,51.55124333333333,0.0,0.0,1561285854917,13,GSM,False,10681,120,427,2,-83,4,0.0,25.359568,51.564293
830,830,838,25.36764333333333,51.551253333333335,0.0,0.0,1561285855889,0,GSM,True,40282,9402,427,1,7,4,0.0,25.367661,51.550369
831,831,839,25.36764333333333,51.551253333333335,0.0,0.0,1561285855889,1,GSM,False,40281,9402,427,1,-39,4,0.0,25.368256,51.557053
832,832,840,25.36764333333333,51.551253333333335,0.0,0.0,1561285855889,2,GSM,False,29173,9402,427,1,-75,4,0.0,25.366287,51.551102
833,833,841,25.36764333333333,51.551253333333335,0.0,0.0,1561285855889,3,GSM,False,40721,9402,427,1,-89,4,0.0,25.370682,51.550003
834,834,842,25.36764333333333,51.551253333333335,0.0,0.0,1561285855889,4,GSM,False,22961,9401,427,1,-93,3,0.0,25.329208,51.529876
835,835,843,25.36764333333333,51.551253333333335,0.0,0.0,1561285855889,5,GSM,False,45953,9402,427,1,-97,3,0.0,25.365215,51.548592
836,836,844,25.36764333333333,51.551253333333335,0.0,0.0,1561285855889,6,GSM,False,41631,9402,427,1,-99,2,0.0,25.371414,51.550186
837,837,845,25.36764333333333,51.551253333333335,0.0,0.0,1561285855889,7,GSM,True,17383,120,427,2,-11,4,0.0,25.368232,51.550961
838,838,846,25.36764333333333,51.551253333333335,0.0,0.0,1561285855889,8,GSM,False,17382,120,427,2,3,4,0.0,25.3502655,51.53068542
839,839,847,25.36764333333333,51.551253333333335,0.0,0.0,1561285855889,9,GSM,False,17381,120,427,2,-25,4,0.0,25.362966,51.554779
840,840,848,25.36764333333333,51.551253333333335,0.0,0.0,1561285855889,10,GSM,False,16573,120,427,2,-53,4,0.0,25.33103943,51.53343201
841,841,849,25.36764333333333,51.551253333333335,0.0,0.0,1561285855889,11,GSM,False,10022,120,427,2,-73,4,0.0,25.368139,51.546364
842,842,850,25.36764333333333,51.551253333333335,0.0,0.0,1561285855889,12,GSM,False,16572,120,427,2,-75,4,0.0,25.336533,51.532517
843,843,851,25.36764333333333,51.551253333333335,0.0,0.0,1561285855889,13,GSM,False,10681,120,427,2,-81,4,0.0,25.359568,51.564293
