,Unnamed: 0.1,Unnamed: 0,GPS_lat,GPS_long,Network_lat,Network_long,Time,Anchor_Number,Type,Registered,CID,LAC,MCC,MNC,dBm,level,spoofed,lat,lon
0,0,0,25.36886833333333,51.55112333333333,0.0,0.0,1561285791859,0,GSM,True,40283,9402,427,1,-7,4,0.0,25.369492,51.550598
1,1,1,25.36886833333333,51.55112333333333,0.0,0.0,1561285791859,1,GSM,False,40282,9402,427,1,-23,4,0.0,25.367661,51.550369
2,2,2,25.36886833333333,51.55112333333333,0.0,0.0,1561285791859,2,GSM,False,40281,9402,427,1,-37,4,0.0,25.368256,51.557053
3,3,3,25.36886833333333,51.55112333333333,0.0,0.0,1561285791859,3,GSM,False,29173,9402,427,1,-67,4,0.0,25.366287,51.551102
4,4,4,25.36886833333333,51.55112333333333,0.0,0.0,1561285791859,4,GSM,False,25642,9402,427,1,-67,4,0.0,25.368494,51.552817
5,5,5,25.36886833333333,51.55112333333333,0.0,0.0,1561285791859,5,GSM,False,29171,9402,427,1,-77,4,0.0,25.365463,51.559982
6,6,6,25.36886833333333,51.55112333333333,0.0,0.0,1561285791859,6,GSM,False,49543,9402,427,1,-89,4,0.0,25.388344,51.551006
7,7,7,25.36886833333333,51.55112333333333,0.0,0.0,1561285791859,7,GSM,True,17383,120,427,2,11,4,0.0,25.368232,51.550961
8,8,8,25.36886833333333,51.55112333333333,0.0,0.0,1561285791859,8,GSM,False,17382,120,427,2,-3,4,0.0,25.3502655,51.53068542
9,9,9,25.36886833333333,51.55112333333333,0.0,0.0,1561285791859,9,GSM,False,16573,120,427,2,-35,4,0.0,25.33103943,51.53343201
10,10,10,25.36886833333333,51.55112333333333,0.0,0.0,1561285791859,10,GSM,False,17381,120,427,2,-37,4,0.0,25.362966,51.554779
11,11,11,25.36886833333333,51.55112333333333,0.0,0.0,1561285791859,11,GSM,False,10022,120,427,2,-71,4,0.0,25.368139,51.546364
12,12,12,25.368876666666665,51.55122333333334,0.0,0.0,1561285794838,0,GSM,True,40283,9402,427,1,-9,4,0.0,25.369492,51.550598
13,13,13,25.368876666666665,51.55122333333334,0.0,0.0,1561285794838,1,GSM,False,40282,9402,427,1,-25,4,0.0,25.367661,51.550369
14,14,14,25.368876666666665,51.55122333333334,0.0,0.0,1561285794838,2,GSM,False,40281,9402,427,1,-39,4,0.0,25.368256,51.557053
15,15,15,25.368876666666665,51.55122333333334,0.0,0.0,1561285794838,3,GSM,False,29173,9402,427,1,-67,4,0.0,25.366287,51.551102
16,16,16,25.368876666666665,51.55122333333334,0.0,0.0,1561285794838,4,GSM,False,25642,9402,427,1,-67,4,0.0,25.368494,51.552817
17,17,17,25.368876666666665,51.55122333333334,0.0,0.0,1561285794838,5,GSM,False,29171,9402,427,1,-77,4,0.0,25.365463,51.559982
18,18,18,25.368876666666665,51.55122333333334,0.0,0.0,1561285794838,6,GSM,False,49543,9402,427,1,-85,4,0.0,25.388344,51.551006
19,19,19,25.368876666666665,51.55122333333334,0.0,0.0,1561285794838,7,GSM,True,17383,120,427,2,11,4,0.0,25.368232,51.550961
20,20,20,25.368876666666665,51.55122333333334,0.0,0.0,1561285794838,8,GSM,False,17382,120,427,2,-3,4,0.0,25.3502655,51.53068542
21,21,21,25.368876666666665,51.55122333333334,0.0,0.0,1561285794838,9,GSM,False,16573,120,427,2,-35,4,0.0,25.33103943,51.53343201
22,22,22,25.368876666666665,51.55122333333334,0.0,0.0,1561285794838,10,GSM,False,17381,120,427,2,-37,4,0.0,25.362966,51.554779
23,23,23,25.368876666666665,51.55122333333334,0.0,0.0,1561285794838,11,GSM,False,10022,120,427,2,-69,4,0.0,25.368139,51.546364
24,24,24,25.36886833333333,51.551335,0.0,0.0,1561285795795,0,GSM,True,40283,9402,427,1,-9,4,0.0,25.369492,51.550598
25,25,25,25.36886833333333,51.551335,0.0,0.0,1561285795795,1,GSM,False,40282,9402,427,1,-25,4,0.0,25.367661,51.550369
26,26,26,25.36886833333333,51.551335,0.0,0.0,1561285795795,2,GSM,False,40281,9402,427,1,-39,4,0.0,25.368256,51.557053
27,27,27,25.36886833333333,51.551335,0.0,0.0,1561285795795,3,GSM,False,29173,9402,427,1,-67,4,0.0,25.366287,51.551102
28,28,28,25.36886833333333,51.551335,0.0,0.0,1561285795795,4,GSM,False,25642,9402,427,1,-67,4,0.0,25.368494,51.552817
29,29,29,25.36886833333333,51.551335,0.0,0.0,1561285795795,5,GSM,False,29171,9402,427,1,-77,4,0.0,25.365463,51.559982
30,30,30,25.36886833333333,51.551335,0.0,0.0,1561285795795,6,GSM,False,49543,9402,427,1,-85,4,0.0,25.388344,51.551006
31,31,31,25.36886833333333,51.551335,0.0,0.0,1561285795795,7,GSM,True,17383,120,427,2,11,4,0.0,25.368232,51.550961
32,32,32,25.36886833333333,51.551335,0.0,0.0,1561285795795,8,GSM,False,17382,120,427,2,-3,4,0.0,25.3502655,51.53068542
33,33,33,25.36886833333333,51.551335,0.0,0.0,1561285795795,9,GSM,False,16573,120,427,2,-35,4,0.0,25.33103943,51.53343201
34,34,34,25.36886833333333,51.551335,0.0,0.0,1561285795795,10,GSM,False,17381,120,427,2,-37,4,0.0,25.362966,51.554779
35,35,35,25.36886833333333,51.551335,0.0,0.0,1561285795795,11,GSM,False,10022,120,427,2,-69,4,0.0,25.368139,51.546364
36,36,36,25.368815,51.551541666666665,0.0,0.0,1561285796884,0,GSM,True,40283,9402,427,1,-9,4,0.0,25.369492,51.550598
37,37,37,25.368815,51.551541666666665,0.0,0.0,1561285796884,1,GSM,False,40282,9402,427,1,-25,4,0.0,25.367661,51.550369
38,38,38,25.368815,51.551541666666665,0.0,0.0,1561285796884,2,GSM,False,40281,9402,427,1,-39,4,0.0,25.368256,51.557053
39,39,39,25.368815,51.551541666666665,0.0,0.0,1561285796884,3,GSM,False,29173,9402,427,1,-67,4,0.0,25.366287,51.551102
40,40,40,25.368815,51.551541666666665,0.0,0.0,1561285796884,4,GSM,False,25642,9402,427,1,-67,4,0.0,25.368494,51.552817
41,41,41,25.368815,51.551541666666665,0.0,0.0,1561285796884,5,GSM,False,29171,9402,427,1,-77,4,0.0,25.365463,51.559982
42,42,42,25.368815,51.551541666666665,0.0,0.0,1561285796884,6,GSM,False,49543,9402,427,1,-85,4,0.0,25.388344,51.551006
43,43,43,25.368815,51.551541666666665,0.0,0.0,1561285796884,7,GSM,True,17383,120,427,2,11,4,0.0,25.368232,51.550961
44,44,44,25.368815,51.551541666666665,0.0,0.0,1561285796884,8,GSM,False,17382,120,427,2,-3,4,0.0,25.3502655,51.53068542
45,45,45,25.368815,51.551541666666665,0.0,0.0,1561285796884,9,GSM,False,16573,120,427,2,-35,4,0.0,25.33103943,51.53343201
46,46,46,25.368815,51.551541666666665,0.0,0.0,1561285796884,10,GSM,False,17381,120,427,2,-37,4,0.0,25.362966,51.554779
47,47,47,25.368815,51.551541666666665,0.0,0.0,1561285796884,11,GSM,False,10022,120,427,2,-69,4,0.0,25.368139,51.546364
48,48,48,25.36882666666667,51.551488333333324,0.0,0.0,1561285797844,0,GSM,True,40283,9402,427,1,-9,4,0.0,25.369492,51.550598
49,49,49,25.36882666666667,51.551488333333324,0.0,0.0,1561285797844,1,GSM,False,40282,9402,427,1,-25,4,0.0,25.367661,51.550369
50,50,50,25.36882666666667,51.551488333333324,0.0,0.0,1561285797844,2,GSM,False,40281,9402,427,1,-39,4,0.0,25.368256,51.557053
51,51,51,25.36882666666667,51.551488333333324,0.0,0.0,1561285797844,3,GSM,False,29173,9402,427,1,-67,4,0.0,25.366287,51.551102
52,52,52,25.36882666666667,51.551488333333324,0.0,0.0,1561285797844,4,GSM,False,25642,9402,427,1,-67,4,0.0,25.368494,51.552817
53,53,53,25.36882666666667,51.551488333333324,0.0,0.0,1561285797844,5,GSM,False,29171,9402,427,1,-77,4,0.0,25.365463,51.559982
54,54,54,25.36882666666667,51.551488333333324,0.0,0.0,1561285797844,6,GSM,False,49543,9402,427,1,-85,4,0.0,25.388344,51.551006
55,55,55,25.36882666666667,51.551488333333324,0.0,0.0,1561285797844,7,GSM,True,17383,120,427,2,11,4,0.0,25.368232,51.550961
56,56,56,25.36882666666667,51.551488333333324,0.0,0.0,1561285797844,8,GSM,False,17382,120,427,2,-3,4,0.0,25.3502655,51.53068542
57,57,57,25.36882666666667,51.551488333333324,0.0,0.0,1561285797844,9,GSM,False,16573,120,427,2,-35,4,0.0,25.33103943,51.53343201
58,58,58,25.36882666666667,51.551488333333324,0.0,0.0,1561285797844,10,GSM,False,17381,120,427,2,-37,4,0.0,25.362966,51.554779
59,59,59,25.36882666666667,51.551488333333324,0.0,0.0,1561285797844,11,GSM,False,10022,120,427,2,-69,4,0.0,25.368139,51.546364
60,60,60,25.36882,51.551455,0.0,0.0,1561285798854,0,GSM,True,40283,9402,427,1,-1,4,0.0,25.369492,51.550598
61,61,61,25.36882,51.551455,0.0,0.0,1561285798854,1,GSM,False,40282,9402,427,1,-29,4,0.0,25.367661,51.550369
62,62,62,25.36882,51.551455,0.0,0.0,1561285798854,2,GSM,False,40281,9402,427,1,-45,4,0.0,25.368256,51.557053
63,63,63,25.36882,51.551455,0.0,0.0,1561285798854,3,GSM,False,25642,9402,427,1,-73,4,0.0,25.368494,51.552817
64,64,64,25.36882,51.551455,0.0,0.0,1561285798854,4,GSM,False,29173,9402,427,1,-75,4,0.0,25.366287,51.551102
65,65,65,25.36882,51.551455,0.0,0.0,1561285798854,5,GSM,False,29171,9402,427,1,-79,4,0.0,25.365463,51.559982
66,66,66,25.36882,51.551455,0.0,0.0,1561285798854,6,GSM,False,49543,9402,427,1,-85,4,0.0,25.388344,51.551006
67,67,67,25.36882,51.551455,0.0,0.0,1561285798854,7,GSM,True,17383,120,427,2,13,4,0.0,25.368232,51.550961
