,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,GPS_lat,GPS_long,Network_lat,Network_long,Time,Anchor_Number,Type,Registered,CID,LAC,MCC,MNC,dBm,level,spoofed,lat,lon,e_lat,e_lon,difference
513,513,513,519,25.368485000000003,51.55116666666666,0.0,0.0,1561285832799,5,GSM,False,22961,9401,427,1,-87,4,0.0,25.329208,51.529876,25.367303136767866,51.55074226748481,0.13816188145696867
514,514,514,520,25.368485000000003,51.55116666666666,0.0,0.0,1561285832799,6,GSM,False,40721,9402,427,1,-87,4,0.0,25.370682,51.550003,25.367303136767866,51.55074226748481,0.13816188145696867
515,515,515,521,25.368485000000003,51.55116666666666,0.0,0.0,1561285832799,7,GSM,True,17383,120,427,2,11,4,0.0,25.368232,51.550961,25.367303136767866,51.55074226748481,0.13816188145696867
516,516,516,522,25.368485000000003,51.55116666666666,0.0,0.0,1561285832799,8,GSM,False,17382,120,427,2,-17,4,0.0,25.3502655,51.53068542,25.367303136767866,51.55074226748481,0.13816188145696867
517,517,517,523,25.368485000000003,51.55116666666666,0.0,0.0,1561285832799,9,GSM,False,16573,120,427,2,-39,4,0.0,25.33103943,51.53343201,25.367303136767866,51.55074226748481,0.13816188145696867
518,518,518,524,25.368485000000003,51.55116666666666,0.0,0.0,1561285832799,10,GSM,False,17381,120,427,2,-57,4,0.0,25.362966,51.554779,25.367303136767866,51.55074226748481,0.13816188145696867
519,519,519,525,25.368485000000003,51.55116666666666,0.0,0.0,1561285832799,11,GSM,False,16572,120,427,2,-71,4,0.0,25.336533,51.532517,25.367303136767866,51.55074226748481,0.13816188145696867
520,520,520,526,25.368485000000003,51.55116666666666,0.0,0.0,1561285832799,12,GSM,False,10022,120,427,2,-79,4,0.0,25.368139,51.546364,25.367303136767866,51.55074226748481,0.13816188145696867
521,521,521,527,25.368485000000003,51.55116666666666,0.0,0.0,1561285832799,13,GSM,False,10681,120,427,2,-81,4,0.0,25.359568,51.564293,25.367303136767866,51.55074226748481,0.13816188145696867
522,522,522,528,25.36845333333333,51.551155,0.0,0.0,1561285833770,0,GSM,True,40283,9402,427,1,1,4,0.0,25.369492,51.550598,25.36711879875129,51.55081872149922,0.15219126453513968
523,523,523,529,25.36845333333333,51.551155,0.0,0.0,1561285833770,1,GSM,False,40282,9402,427,1,-23,4,0.0,25.367661,51.550369,25.36711879875129,51.55081872149922,0.15219126453513968
524,524,524,530,25.36845333333333,51.551155,0.0,0.0,1561285833770,2,GSM,False,40281,9402,427,1,-49,4,0.0,25.368256,51.557053,25.36711879875129,51.55081872149922,0.15219126453513968
525,525,525,531,25.36845333333333,51.551155,0.0,0.0,1561285833770,3,GSM,False,25642,9402,427,1,-73,4,0.0,25.368494,51.552817,25.36711879875129,51.55081872149922,0.15219126453513968
526,526,526,532,25.36845333333333,51.551155,0.0,0.0,1561285833770,4,GSM,False,29173,9402,427,1,-85,4,0.0,25.366287,51.551102,25.36711879875129,51.55081872149922,0.15219126453513968
