,Unnamed: 0,GPS_lat,GPS_long,Network_lat,Network_long,Time,Anchor_Number,Type,Registered,CID,LAC,MCC,MNC,dBm,level,lat,lon
1344,1344,25.36683833333333,51.55063499999999,0.0,0.0,1561285891903,3,GSM,False,40281,9402,427,1,-61,4,25.368256,51.557053
1345,1345,25.36683833333333,51.55063499999999,0.0,0.0,1561285891903,4,GSM,False,29171,9402,427,1,-63,4,25.365463,51.559982
1346,1346,25.36683833333333,51.55063499999999,0.0,0.0,1561285891903,5,GSM,False,45953,9402,427,1,-69,4,25.365215,51.548592
1347,1347,25.36683833333333,51.55063499999999,0.0,0.0,1561285891903,6,GSM,False,45951,9402,427,1,-73,4,25.36399841,51.55677795
1348,1348,25.36683833333333,51.55063499999999,0.0,0.0,1561285891903,7,GSM,True,17382,120,427,2,-7,4,25.3502655,51.53068542
1349,1349,25.36683833333333,51.55063499999999,0.0,0.0,1561285891903,8,GSM,False,17383,120,427,2,-23,4,25.368232,51.550961
1350,1350,25.36683833333333,51.55063499999999,0.0,0.0,1561285891903,9,GSM,False,16573,120,427,2,-31,4,25.33103943,51.53343201
1351,1351,25.36683833333333,51.55063499999999,0.0,0.0,1561285891903,10,GSM,False,17381,120,427,2,-59,4,25.362966,51.554779
1352,1352,25.36683833333333,51.55063499999999,0.0,0.0,1561285891903,11,GSM,False,16572,120,427,2,-61,4,25.336533,51.532517
1353,1353,25.36683833333333,51.55063499999999,0.0,0.0,1561285891903,12,GSM,False,10683,120,427,2,-75,4,25.388536,51.55209
1354,1354,25.36683833333333,51.55063499999999,0.0,0.0,1561285891903,13,GSM,False,10682,120,427,2,-77,4,25.330765,51.533432
1355,1355,25.36683833333333,51.55063499999999,0.0,0.0,1561285892736,2,GSM,False,29172,9402,427,1,-37,4,25.366058,51.556091
1356,1356,25.36685166666667,51.55057166666667,0.0,0.0,1561285893069,0,GSM,True,40282,9402,427,1,-49,4,25.367661,51.550369
1357,1357,25.36685166666667,51.55057166666667,0.0,0.0,1561285893069,1,GSM,False,29173,9402,427,1,-23,4,25.366287,51.551102
1358,1358,25.36685166666667,51.55057166666667,0.0,0.0,1561285893069,2,GSM,False,29172,9402,427,1,-37,4,25.366058,51.556091
1359,1359,25.36685166666667,51.55057166666667,0.0,0.0,1561285893069,3,GSM,False,40283,9402,427,1,-53,4,25.369492,51.550598
1360,1360,25.36685166666667,51.55057166666667,0.0,0.0,1561285893069,4,GSM,False,29171,9402,427,1,-59,4,25.365463,51.559982
1361,1361,25.36685166666667,51.55057166666667,0.0,0.0,1561285893069,5,GSM,False,40281,9402,427,1,-61,4,25.368256,51.557053
1362,1362,25.36685166666667,51.55057166666667,0.0,0.0,1561285893069,6,GSM,False,45953,9402,427,1,-67,4,25.365215,51.548592
1363,1363,25.36685166666667,51.55057166666667,0.0,0.0,1561285893069,7,GSM,True,17382,120,427,2,-25,4,25.3502655,51.53068542
1364,1364,25.36685166666667,51.55057166666667,0.0,0.0,1561285893069,8,GSM,False,16573,120,427,2,-27,4,25.33103943,51.53343201
1365,1365,25.36685166666667,51.55057166666667,0.0,0.0,1561285893069,9,GSM,False,17383,120,427,2,-31,4,25.368232,51.550961
1366,1366,25.36685166666667,51.55057166666667,0.0,0.0,1561285893069,10,GSM,False,16572,120,427,2,-55,4,25.336533,51.532517
1367,1367,25.36685166666667,51.55057166666667,0.0,0.0,1561285893069,11,GSM,False,17381,120,427,2,-61,4,25.362966,51.554779
1368,1368,25.36685166666667,51.55057166666667,0.0,0.0,1561285893069,12,GSM,False,10683,120,427,2,-65,4,25.388536,51.55209
1369,1369,25.36685166666667,51.55057166666667,0.0,0.0,1561285893069,13,GSM,False,10682,120,427,2,-71,4,25.330765,51.533432
1370,1370,25.366865,51.55050166666667,0.0,0.0,1561285893938,0,GSM,True,40282,9402,427,1,-49,4,25.367661,51.550369
1371,1371,25.366865,51.55050166666667,0.0,0.0,1561285893938,1,GSM,False,29173,9402,427,1,-23,4,25.366287,51.551102
1372,1372,25.366865,51.55050166666667,0.0,0.0,1561285893938,2,GSM,False,29172,9402,427,1,-37,4,25.366058,51.556091
1373,1373,25.366865,51.55050166666667,0.0,0.0,1561285893938,3,GSM,False,40283,9402,427,1,-53,4,25.369492,51.550598
1374,1374,25.366865,51.55050166666667,0.0,0.0,1561285893938,4,GSM,False,29171,9402,427,1,-59,4,25.365463,51.559982
1375,1375,25.366865,51.55050166666667,0.0,0.0,1561285893938,5,GSM,False,40281,9402,427,1,-61,4,25.368256,51.557053
1376,1376,25.366865,51.55050166666667,0.0,0.0,1561285893938,6,GSM,False,45953,9402,427,1,-67,4,25.365215,51.548592
1377,1377,25.366865,51.55050166666667,0.0,0.0,1561285893938,7,GSM,True,17382,120,427,2,-25,4,25.3502655,51.53068542
1378,1378,25.366865,51.55050166666667,0.0,0.0,1561285893938,8,GSM,False,16573,120,427,2,-27,4,25.33103943,51.53343201
1379,1379,25.366865,51.55050166666667,0.0,0.0,1561285893938,9,GSM,False,17383,120,427,2,-31,4,25.368232,51.550961
1380,1380,25.366865,51.55050166666667,0.0,0.0,1561285893938,10,GSM,False,16572,120,427,2,-55,4,25.336533,51.532517
1381,1381,25.366865,51.55050166666667,0.0,0.0,1561285893938,11,GSM,False,17381,120,427,2,-61,4,25.362966,51.554779
1382,1382,25.366865,51.55050166666667,0.0,0.0,1561285893938,12,GSM,False,10683,120,427,2,-65,4,25.388536,51.55209
1383,1383,25.366865,51.55050166666667,0.0,0.0,1561285893938,13,GSM,False,10682,120,427,2,-71,4,25.330765,51.533432
1384,1384,25.366878333333336,51.550425,0.0,0.0,1561285894933,0,GSM,True,40282,9402,427,1,-49,4,25.367661,51.550369
1385,1385,25.366878333333336,51.550425,0.0,0.0,1561285894933,1,GSM,False,29173,9402,427,1,-23,4,25.366287,51.551102
1386,1386,25.366878333333336,51.550425,0.0,0.0,1561285894933,2,GSM,False,29172,9402,427,1,-37,4,25.366058,51.556091
1387,1387,25.366878333333336,51.550425,0.0,0.0,1561285894933,3,GSM,False,40283,9402,427,1,-53,4,25.369492,51.550598
1388,1388,25.366878333333336,51.550425,0.0,0.0,1561285894933,4,GSM,False,29171,9402,427,1,-59,4,25.365463,51.559982
1389,1389,25.366878333333336,51.550425,0.0,0.0,1561285894933,5,GSM,False,40281,9402,427,1,-61,4,25.368256,51.557053
1390,1390,25.366878333333336,51.550425,0.0,0.0,1561285894933,6,GSM,False,45953,9402,427,1,-67,4,25.365215,51.548592
1391,1391,25.366878333333336,51.550425,0.0,0.0,1561285894933,7,GSM,True,17382,120,427,2,-25,4,25.3502655,51.53068542
1392,1392,25.366878333333336,51.550425,0.0,0.0,1561285894933,8,GSM,False,16573,120,427,2,-27,4,25.33103943,51.53343201
1393,1393,25.366878333333336,51.550425,0.0,0.0,1561285894933,9,GSM,False,17383,120,427,2,-31,4,25.368232,51.550961
1394,1394,25.366878333333336,51.550425,0.0,0.0,1561285894933,10,GSM,False,16572,120,427,2,-55,4,25.336533,51.532517
1395,1395,25.366878333333336,51.550425,0.0,0.0,1561285894933,11,GSM,False,17381,120,427,2,-61,4,25.362966,51.554779
1396,1396,25.366878333333336,51.550425,0.0,0.0,1561285894933,12,GSM,False,10683,120,427,2,-65,4,25.388536,51.55209
1397,1397,25.366878333333336,51.550425,0.0,0.0,1561285894933,13,GSM,False,10682,120,427,2,-71,4,25.330765,51.533432
1398,1398,25.366895,51.55033666666667,0.0,0.0,1561285895849,0,GSM,True,40282,9402,427,1,-49,4,25.367661,51.550369
1399,1399,25.366895,51.55033666666667,0.0,0.0,1561285895849,1,GSM,False,29173,9402,427,1,-23,4,25.366287,51.551102
1400,1400,25.366895,51.55033666666667,0.0,0.0,1561285895849,2,GSM,False,29172,9402,427,1,-37,4,25.366058,51.556091
1401,1401,25.366895,51.55033666666667,0.0,0.0,1561285895849,3,GSM,False,40283,9402,427,1,-53,4,25.369492,51.550598
1402,1402,25.366895,51.55033666666667,0.0,0.0,1561285895849,4,GSM,False,29171,9402,427,1,-59,4,25.365463,51.559982
1403,1403,25.366895,51.55033666666667,0.0,0.0,1561285895849,5,GSM,False,40281,9402,427,1,-61,4,25.368256,51.557053
1404,1404,25.366895,51.55033666666667,0.0,0.0,1561285895849,6,GSM,False,45953,9402,427,1,-67,4,25.365215,51.548592
1405,1405,25.366895,51.55033666666667,0.0,0.0,1561285895849,7,GSM,True,17382,120,427,2,-25,4,25.3502655,51.53068542
1406,1406,25.366895,51.55033666666667,0.0,0.0,1561285895849,8,GSM,False,16573,120,427,2,-27,4,25.33103943,51.53343201
1407,1407,25.366895,51.55033666666667,0.0,0.0,1561285895849,9,GSM,False,17383,120,427,2,-31,4,25.368232,51.550961
1408,1408,25.366895,51.55033666666667,0.0,0.0,1561285895849,10,GSM,False,16572,120,427,2,-55,4,25.336533,51.532517
1409,1409,25.366895,51.55033666666667,0.0,0.0,1561285895849,11,GSM,False,17381,120,427,2,-61,4,25.362966,51.554779
1410,1410,25.366895,51.55033666666667,0.0,0.0,1561285895849,12,GSM,False,10683,120,427,2,-65,4,25.388536,51.55209
1411,1411,25.366895,51.55033666666667,0.0,0.0,1561285895849,13,GSM,False,10682,120,427,2,-71,4,25.330765,51.533432
1412,1412,25.366915,51.550245,0.0,0.0,1561285896957,0,GSM,True,40282,9402,427,1,-49,4,25.367661,51.550369
1413,1413,25.366915,51.550245,0.0,0.0,1561285896957,1,GSM,False,29173,9402,427,1,-23,4,25.366287,51.551102
1414,1414,25.366915,51.550245,0.0,0.0,1561285896957,2,GSM,False,29172,9402,427,1,-37,4,25.366058,51.556091
1415,1415,25.366915,51.550245,0.0,0.0,1561285896957,3,GSM,False,40283,9402,427,1,-53,4,25.369492,51.550598
1416,1416,25.366915,51.550245,0.0,0.0,1561285896957,4,GSM,False,29171,9402,427,1,-59,4,25.365463,51.559982
1417,1417,25.366915,51.550245,0.0,0.0,1561285896957,5,GSM,False,40281,9402,427,1,-61,4,25.368256,51.557053
1418,1418,25.366915,51.550245,0.0,0.0,1561285896957,6,GSM,False,45953,9402,427,1,-67,4,25.365215,51.548592
1419,1419,25.366915,51.550245,0.0,0.0,1561285896957,7,GSM,True,17382,120,427,2,-39,4,25.3502655,51.53068542
1420,1420,25.366915,51.550245,0.0,0.0,1561285896957,8,GSM,False,16573,120,427,2,-27,4,25.33103943,51.53343201
1421,1421,25.366915,51.550245,0.0,0.0,1561285896957,9,GSM,False,17383,120,427,2,-31,4,25.368232,51.550961
1422,1422,25.366915,51.550245,0.0,0.0,1561285896957,10,GSM,False,16572,120,427,2,-55,4,25.336533,51.532517
1423,1423,25.366915,51.550245,0.0,0.0,1561285896957,11,GSM,False,17381,120,427,2,-61,4,25.362966,51.554779
1424,1424,25.366915,51.550245,0.0,0.0,1561285896957,12,GSM,False,10683,120,427,2,-65,4,25.388536,51.55209
1425,1425,25.366915,51.550245,0.0,0.0,1561285896957,13,GSM,False,10682,120,427,2,-71,4,25.330765,51.533432
1426,1426,25.36692833333333,51.55015166666667,0.0,0.0,1561285897768,0,GSM,True,40282,9402,427,1,-49,4,25.367661,51.550369
1427,1427,25.36692833333333,51.55015166666667,0.0,0.0,1561285897768,1,GSM,False,29173,9402,427,1,-23,4,25.366287,51.551102
1428,1428,25.36692833333333,51.55015166666667,0.0,0.0,1561285897768,2,GSM,False,29172,9402,427,1,-37,4,25.366058,51.556091
1429,1429,25.36692833333333,51.55015166666667,0.0,0.0,1561285897768,3,GSM,False,40283,9402,427,1,-53,4,25.369492,51.550598
1430,1430,25.36692833333333,51.55015166666667,0.0,0.0,1561285897768,4,GSM,False,29171,9402,427,1,-59,4,25.365463,51.559982
1431,1431,25.36692833333333,51.55015166666667,0.0,0.0,1561285897768,5,GSM,False,40281,9402,427,1,-61,4,25.368256,51.557053
1432,1432,25.36692833333333,51.55015166666667,0.0,0.0,1561285897768,6,GSM,False,45953,9402,427,1,-67,4,25.365215,51.548592
1433,1433,25.36692833333333,51.55015166666667,0.0,0.0,1561285897768,7,GSM,True,17382,120,427,2,-39,4,25.3502655,51.53068542
1434,1434,25.36692833333333,51.55015166666667,0.0,0.0,1561285897768,8,GSM,False,16573,120,427,2,-27,4,25.33103943,51.53343201
1435,1435,25.36692833333333,51.55015166666667,0.0,0.0,1561285897768,9,GSM,False,17383,120,427,2,-31,4,25.368232,51.550961
1436,1436,25.36692833333333,51.55015166666667,0.0,0.0,1561285897768,10,GSM,False,16572,120,427,2,-55,4,25.336533,51.532517
1437,1437,25.36692833333333,51.55015166666667,0.0,0.0,1561285897768,11,GSM,False,17381,120,427,2,-61,4,25.362966,51.554779
1438,1438,25.36692833333333,51.55015166666667,0.0,0.0,1561285897768,12,GSM,False,10683,120,427,2,-65,4,25.388536,51.55209
1439,1439,25.36692833333333,51.55015166666667,0.0,0.0,1561285897768,13,GSM,False,10682,120,427,2,-71,4,25.330765,51.533432
1440,1440,25.366948333333333,51.55005500000001,0.0,0.0,1561285898827,0,GSM,True,40282,9402,427,1,-49,4,25.367661,51.550369
1441,1441,25.366948333333333,51.55005500000001,0.0,0.0,1561285898827,1,GSM,False,29173,9402,427,1,-23,4,25.366287,51.551102
1442,1442,25.366948333333333,51.55005500000001,0.0,0.0,1561285898827,2,GSM,False,29172,9402,427,1,-37,4,25.366058,51.556091
1443,1443,25.366948333333333,51.55005500000001,0.0,0.0,1561285898827,3,GSM,False,40283,9402,427,1,-53,4,25.369492,51.550598
1444,1444,25.366948333333333,51.55005500000001,0.0,0.0,1561285898827,4,GSM,False,29171,9402,427,1,-59,4,25.365463,51.559982
1445,1445,25.366948333333333,51.55005500000001,0.0,0.0,1561285898827,5,GSM,False,40281,9402,427,1,-61,4,25.368256,51.557053
1446,1446,25.366948333333333,51.55005500000001,0.0,0.0,1561285898827,6,GSM,False,45953,9402,427,1,-67,4,25.365215,51.548592
1447,1447,25.366948333333333,51.55005500000001,0.0,0.0,1561285898827,7,GSM,True,17382,120,427,2,-39,4,25.3502655,51.53068542
1448,1448,25.366948333333333,51.55005500000001,0.0,0.0,1561285898827,8,GSM,False,16573,120,427,2,-27,4,25.33103943,51.53343201
1449,1449,25.366948333333333,51.55005500000001,0.0,0.0,1561285898827,9,GSM,False,17383,120,427,2,-31,4,25.368232,51.550961
1450,1450,25.366948333333333,51.55005500000001,0.0,0.0,1561285898827,10,GSM,False,16572,120,427,2,-55,4,25.336533,51.532517
1451,1451,25.366948333333333,51.55005500000001,0.0,0.0,1561285898827,11,GSM,False,17381,120,427,2,-61,4,25.362966,51.554779
1452,1452,25.366948333333333,51.55005500000001,0.0,0.0,1561285898827,12,GSM,False,10683,120,427,2,-65,4,25.388536,51.55209
1453,1453,25.366948333333333,51.55005500000001,0.0,0.0,1561285898827,13,GSM,False,10682,120,427,2,-71,4,25.330765,51.533432
1454,1454,25.36697,51.54995833333334,0.0,0.0,1561285899762,0,GSM,True,40282,9402,427,1,-49,4,25.367661,51.550369
1455,1455,25.36697,51.54995833333334,0.0,0.0,1561285899762,1,GSM,False,29173,9402,427,1,-23,4,25.366287,51.551102
1456,1456,25.36697,51.54995833333334,0.0,0.0,1561285899762,2,GSM,False,29172,9402,427,1,-37,4,25.366058,51.556091
1457,1457,25.36697,51.54995833333334,0.0,0.0,1561285899762,3,GSM,False,40283,9402,427,1,-53,4,25.369492,51.550598
1458,1458,25.36697,51.54995833333334,0.0,0.0,1561285899762,4,GSM,False,29171,9402,427,1,-59,4,25.365463,51.559982
1459,1459,25.36697,51.54995833333334,0.0,0.0,1561285899762,5,GSM,False,40281,9402,427,1,-61,4,25.368256,51.557053
1460,1460,25.36697,51.54995833333334,0.0,0.0,1561285899762,6,GSM,False,45953,9402,427,1,-67,4,25.365215,51.548592
1461,1461,25.36697,51.54995833333334,0.0,0.0,1561285899762,7,GSM,True,17382,120,427,2,-39,4,25.3502655,51.53068542
1462,1462,25.36697,51.54995833333334,0.0,0.0,1561285899762,8,GSM,False,16573,120,427,2,-27,4,25.33103943,51.53343201
1463,1463,25.36697,51.54995833333334,0.0,0.0,1561285899762,9,GSM,False,17383,120,427,2,-31,4,25.368232,51.550961
1464,1464,25.36697,51.54995833333334,0.0,0.0,1561285899762,10,GSM,False,16572,120,427,2,-55,4,25.336533,51.532517
1465,1465,25.36697,51.54995833333334,0.0,0.0,1561285899762,11,GSM,False,17381,120,427,2,-61,4,25.362966,51.554779
1466,1466,25.36697,51.54995833333334,0.0,0.0,1561285899762,12,GSM,False,10683,120,427,2,-65,4,25.388536,51.55209
1467,1467,25.36697,51.54995833333334,0.0,0.0,1561285899762,13,GSM,False,10682,120,427,2,-71,4,25.330765,51.533432
1468,1468,25.36698666666667,51.54987333333334,0.0,0.0,1561285901050,0,GSM,True,40282,9402,427,1,-49,4,25.367661,51.550369
1469,1469,25.36698666666667,51.54987333333334,0.0,0.0,1561285901050,1,GSM,False,29173,9402,427,1,-23,4,25.366287,51.551102
1470,1470,25.36698666666667,51.54987333333334,0.0,0.0,1561285901050,2,GSM,False,29172,9402,427,1,-37,4,25.366058,51.556091
1471,1471,25.36698666666667,51.54987333333334,0.0,0.0,1561285901050,3,GSM,False,40283,9402,427,1,-53,4,25.369492,51.550598
1472,1472,25.36698666666667,51.54987333333334,0.0,0.0,1561285901050,4,GSM,False,29171,9402,427,1,-59,4,25.365463,51.559982
1473,1473,25.36698666666667,51.54987333333334,0.0,0.0,1561285901050,5,GSM,False,40281,9402,427,1,-61,4,25.368256,51.557053
1474,1474,25.36698666666667,51.54987333333334,0.0,0.0,1561285901050,6,GSM,False,45953,9402,427,1,-67,4,25.365215,51.548592
1475,1475,25.36698666666667,51.54987333333334,0.0,0.0,1561285901050,7,GSM,True,17382,120,427,2,-39,4,25.3502655,51.53068542
1476,1476,25.36698666666667,51.54987333333334,0.0,0.0,1561285901050,8,GSM,False,16573,120,427,2,-27,4,25.33103943,51.53343201
1477,1477,25.36698666666667,51.54987333333334,0.0,0.0,1561285901050,9,GSM,False,17383,120,427,2,-31,4,25.368232,51.550961
1478,1478,25.36698666666667,51.54987333333334,0.0,0.0,1561285901050,10,GSM,False,16572,120,427,2,-55,4,25.336533,51.532517
1479,1479,25.36698666666667,51.54987333333334,0.0,0.0,1561285901050,11,GSM,False,17381,120,427,2,-61,4,25.362966,51.554779
1480,1480,25.36698666666667,51.54987333333334,0.0,0.0,1561285901050,12,GSM,False,10683,120,427,2,-65,4,25.388536,51.55209
1481,1481,25.36698666666667,51.54987333333334,0.0,0.0,1561285901050,13,GSM,False,10682,120,427,2,-71,4,25.330765,51.533432
1482,1482,25.36699666666667,51.549815,0.0,0.0,1561285901945,0,GSM,True,40282,9402,427,1,-49,4,25.367661,51.550369
1483,1483,25.36699666666667,51.549815,0.0,0.0,1561285901945,1,GSM,False,29173,9402,427,1,-23,4,25.366287,51.551102
1484,1484,25.36699666666667,51.549815,0.0,0.0,1561285901945,2,GSM,False,29172,9402,427,1,-37,4,25.366058,51.556091
1485,1485,25.36699666666667,51.549815,0.0,0.0,1561285901945,3,GSM,False,40283,9402,427,1,-53,4,25.369492,51.550598
1486,1486,25.36699666666667,51.549815,0.0,0.0,1561285901945,4,GSM,False,29171,9402,427,1,-59,4,25.365463,51.559982
1487,1487,25.36699666666667,51.549815,0.0,0.0,1561285901945,5,GSM,False,40281,9402,427,1,-61,4,25.368256,51.557053
1488,1488,25.36699666666667,51.549815,0.0,0.0,1561285901945,6,GSM,False,45953,9402,427,1,-67,4,25.365215,51.548592
1489,1489,25.36699666666667,51.549815,0.0,0.0,1561285901945,7,GSM,True,17382,120,427,2,-39,4,25.3502655,51.53068542
1490,1490,25.36699666666667,51.549815,0.0,0.0,1561285901945,8,GSM,False,16573,120,427,2,-27,4,25.33103943,51.53343201
1491,1491,25.36699666666667,51.549815,0.0,0.0,1561285901945,9,GSM,False,17383,120,427,2,-31,4,25.368232,51.550961
1492,1492,25.36699666666667,51.549815,0.0,0.0,1561285901945,10,GSM,False,16572,120,427,2,-55,4,25.336533,51.532517
1493,1493,25.36699666666667,51.549815,0.0,0.0,1561285901945,11,GSM,False,17381,120,427,2,-61,4,25.362966,51.554779
1494,1494,25.36699666666667,51.549815,0.0,0.0,1561285901945,12,GSM,False,10683,120,427,2,-65,4,25.388536,51.55209
1495,1495,25.36699666666667,51.549815,0.0,0.0,1561285901945,13,GSM,False,10682,120,427,2,-71,4,25.330765,51.533432
1496,1496,25.367003333333333,51.54976666666666,0.0,0.0,1561285902898,0,GSM,True,40282,9402,427,1,-49,4,25.367661,51.550369
1497,1497,25.367003333333333,51.54976666666666,0.0,0.0,1561285902898,1,GSM,False,29173,9402,427,1,-23,4,25.366287,51.551102
1498,1498,25.367003333333333,51.54976666666666,0.0,0.0,1561285902898,2,GSM,False,29172,9402,427,1,-37,4,25.366058,51.556091
1499,1499,25.367003333333333,51.54976666666666,0.0,0.0,1561285902898,3,GSM,False,40283,9402,427,1,-53,4,25.369492,51.550598
1500,1500,25.367003333333333,51.54976666666666,0.0,0.0,1561285902898,4,GSM,False,29171,9402,427,1,-59,4,25.365463,51.559982
1501,1501,25.367003333333333,51.54976666666666,0.0,0.0,1561285902898,5,GSM,False,40281,9402,427,1,-61,4,25.368256,51.557053
1502,1502,25.367003333333333,51.54976666666666,0.0,0.0,1561285902898,6,GSM,False,45953,9402,427,1,-67,4,25.365215,51.548592
1503,1503,25.367003333333333,51.54976666666666,0.0,0.0,1561285902898,7,GSM,True,17382,120,427,2,-39,4,25.3502655,51.53068542
1504,1504,25.367003333333333,51.54976666666666,0.0,0.0,1561285902898,8,GSM,False,16573,120,427,2,-27,4,25.33103943,51.53343201
1505,1505,25.367003333333333,51.54976666666666,0.0,0.0,1561285902898,9,GSM,False,17383,120,427,2,-31,4,25.368232,51.550961
1506,1506,25.367003333333333,51.54976666666666,0.0,0.0,1561285902898,10,GSM,False,16572,120,427,2,-55,4,25.336533,51.532517
1507,1507,25.367003333333333,51.54976666666666,0.0,0.0,1561285902898,11,GSM,False,17381,120,427,2,-61,4,25.362966,51.554779
1508,1508,25.367003333333333,51.54976666666666,0.0,0.0,1561285902898,12,GSM,False,10683,120,427,2,-65,4,25.388536,51.55209
1509,1509,25.367003333333333,51.54976666666666,0.0,0.0,1561285902898,13,GSM,False,10682,120,427,2,-71,4,25.330765,51.533432
1510,1510,25.367003333333333,51.54976666666666,0.0,0.0,1561285903157,4,GSM,False,40721,9402,427,1,-65,4,25.370682,51.550003
1511,1511,25.367003333333333,51.54976666666666,0.0,0.0,1561285903157,6,GSM,False,41631,9402,427,1,-67,4,25.371414,51.550186
1512,1512,25.367021666666663,51.54971999999999,0.0,0.0,1561285903902,0,GSM,True,29173,9402,427,1,-49,4,25.366287,51.551102
1513,1513,25.367021666666663,51.54971999999999,0.0,0.0,1561285903902,1,GSM,False,40283,9402,427,1,-53,4,25.369492,51.550598
1514,1514,25.367021666666663,51.54971999999999,0.0,0.0,1561285903902,2,GSM,False,29172,9402,427,1,-61,4,25.366058,51.556091
1515,1515,25.367021666666663,51.54971999999999,0.0,0.0,1561285903902,3,GSM,False,40281,9402,427,1,-65,4,25.368256,51.557053
1516,1516,25.367021666666663,51.54971999999999,0.0,0.0,1561285903902,4,GSM,False,40721,9402,427,1,-65,4,25.370682,51.550003
1517,1517,25.367021666666663,51.54971999999999,0.0,0.0,1561285903902,5,GSM,False,29171,9402,427,1,-67,4,25.365463,51.559982
1518,1518,25.367021666666663,51.54971999999999,0.0,0.0,1561285903902,6,GSM,False,41631,9402,427,1,-67,4,25.371414,51.550186
1519,1519,25.367021666666663,51.54971999999999,0.0,0.0,1561285903902,7,GSM,True,17382,120,427,2,-39,4,25.3502655,51.53068542
1520,1520,25.367021666666663,51.54971999999999,0.0,0.0,1561285903902,8,GSM,False,16573,120,427,2,-27,4,25.33103943,51.53343201
1521,1521,25.367021666666663,51.54971999999999,0.0,0.0,1561285903902,9,GSM,False,17383,120,427,2,-31,4,25.368232,51.550961
1522,1522,25.367021666666663,51.54971999999999,0.0,0.0,1561285903902,10,GSM,False,16572,120,427,2,-55,4,25.336533,51.532517
1523,1523,25.367021666666663,51.54971999999999,0.0,0.0,1561285903902,11,GSM,False,17381,120,427,2,-61,4,25.362966,51.554779
1524,1524,25.367021666666663,51.54971999999999,0.0,0.0,1561285903902,12,GSM,False,10683,120,427,2,-65,4,25.388536,51.55209
1525,1525,25.367021666666663,51.54971999999999,0.0,0.0,1561285903902,13,GSM,False,10682,120,427,2,-71,4,25.330765,51.533432
1526,1526,25.367025,51.54967,0.0,0.0,1561285904814,0,GSM,True,29173,9402,427,1,-49,4,25.366287,51.551102
1527,1527,25.367025,51.54967,0.0,0.0,1561285904814,1,GSM,False,40283,9402,427,1,-53,4,25.369492,51.550598
1528,1528,25.367025,51.54967,0.0,0.0,1561285904814,2,GSM,False,29172,9402,427,1,-61,4,25.366058,51.556091
1529,1529,25.367025,51.54967,0.0,0.0,1561285904814,3,GSM,False,40281,9402,427,1,-65,4,25.368256,51.557053
1530,1530,25.367025,51.54967,0.0,0.0,1561285904814,4,GSM,False,40721,9402,427,1,-65,4,25.370682,51.550003
1531,1531,25.367025,51.54967,0.0,0.0,1561285904814,5,GSM,False,29171,9402,427,1,-67,4,25.365463,51.559982
1532,1532,25.367025,51.54967,0.0,0.0,1561285904814,6,GSM,False,41631,9402,427,1,-67,4,25.371414,51.550186
1533,1533,25.367025,51.54967,0.0,0.0,1561285904814,7,GSM,True,17382,120,427,2,-39,4,25.3502655,51.53068542
1534,1534,25.367025,51.54967,0.0,0.0,1561285904814,8,GSM,False,16573,120,427,2,-27,4,25.33103943,51.53343201
1535,1535,25.367025,51.54967,0.0,0.0,1561285904814,9,GSM,False,17383,120,427,2,-31,4,25.368232,51.550961
1536,1536,25.367025,51.54967,0.0,0.0,1561285904814,10,GSM,False,16572,120,427,2,-55,4,25.336533,51.532517
1537,1537,25.367025,51.54967,0.0,0.0,1561285904814,11,GSM,False,17381,120,427,2,-61,4,25.362966,51.554779
1538,1538,25.367025,51.54967,0.0,0.0,1561285904814,12,GSM,False,10683,120,427,2,-65,4,25.388536,51.55209
1539,1539,25.367025,51.54967,0.0,0.0,1561285904814,13,GSM,False,10682,120,427,2,-71,4,25.330765,51.533432
1540,1540,25.367025,51.54967,0.0,0.0,1561285905180,12,GSM,False,10022,120,427,2,-61,4,25.368139,51.546364
1541,1541,25.36702833333333,51.54961333333334,0.0,0.0,1561285905982,0,GSM,True,29173,9402,427,1,-49,4,25.366287,51.551102
1542,1542,25.36702833333333,51.54961333333334,0.0,0.0,1561285905982,1,GSM,False,40283,9402,427,1,-53,4,25.369492,51.550598
1543,1543,25.36702833333333,51.54961333333334,0.0,0.0,1561285905982,2,GSM,False,29172,9402,427,1,-61,4,25.366058,51.556091
1544,1544,25.36702833333333,51.54961333333334,0.0,0.0,1561285905982,3,GSM,False,40281,9402,427,1,-65,4,25.368256,51.557053
1545,1545,25.36702833333333,51.54961333333334,0.0,0.0,1561285905982,4,GSM,False,40721,9402,427,1,-65,4,25.370682,51.550003
1546,1546,25.36702833333333,51.54961333333334,0.0,0.0,1561285905982,5,GSM,False,29171,9402,427,1,-67,4,25.365463,51.559982
1547,1547,25.36702833333333,51.54961333333334,0.0,0.0,1561285905982,6,GSM,False,41631,9402,427,1,-67,4,25.371414,51.550186
1548,1548,25.36702833333333,51.54961333333334,0.0,0.0,1561285905982,7,GSM,True,16573,120,427,2,-41,4,25.33103943,51.53343201
1549,1549,25.36702833333333,51.54961333333334,0.0,0.0,1561285905982,8,GSM,False,17383,120,427,2,-55,4,25.368232,51.550961
1550,1550,25.36702833333333,51.54961333333334,0.0,0.0,1561285905982,9,GSM,False,17381,120,427,2,-55,4,25.362966,51.554779
