GPS_lat,GPS_long,Network_lat,Network_long,Time,Anchor_Number,Type,Registered,CID,LAC,MCC,MNC,dBm,level
25.348865,51.45639333333334,25.3259783,51.5022437,1560461285785,0,GSM,true,10303,120,427,2,11,4
25.348865,51.45639333333334,25.3259783,51.5022437,1560461285785,1,GSM,false,10301,120,427,2,3,4
25.348865,51.45639333333334,25.3259783,51.5022437,1560461285785,2,GSM,false,15761,120,427,2,-19,4
25.348865,51.45639333333334,25.3259783,51.5022437,1560461285785,3,GSM,false,15282,120,427,2,-39,4
25.348865,51.45639333333334,25.3259783,51.5022437,1560461285785,4,GSM,false,15281,120,427,2,-47,4
25.348865,51.45639333333334,25.3259783,51.5022437,1560461285785,5,GSM,false,10463,120,427,2,-47,4
25.348865,51.45639333333334,25.3259783,51.5022437,1560461285785,6,GSM,false,10653,120,427,2,-53,4
25.348865,51.45639333333334,25.3259783,51.5022437,1560461285785,7,GSM,true,21601,9301,427,1,-13,4
25.348865,51.45639333333334,25.3259783,51.5022437,1560461285785,8,GSM,false,21603,9301,427,1,-23,4
25.348865,51.45639333333334,25.3259783,51.5022437,1560461285785,9,GSM,false,25881,9301,427,1,-27,4
25.348865,51.45639333333334,25.3259783,51.5022437,1560461285785,10,GSM,false,25882,9301,427,1,-33,4
25.348865,51.45639333333334,25.3259783,51.5022437,1560461285785,11,GSM,false,48482,9601,427,1,-41,4
25.348865,51.45639333333334,25.3259783,51.5022437,1560461285785,12,GSM,false,23471,9301,427,1,-45,4
25.348865,51.45639333333334,25.3259783,51.5022437,1560461286029,0,GSM,true,10303,120,427,2,11,4
25.348865,51.45639333333334,25.3259783,51.5022437,1560461286029,1,GSM,false,10301,120,427,2,3,4
25.348865,51.45639333333334,25.3259783,51.5022437,1560461286029,2,GSM,false,15761,120,427,2,-19,4
25.348865,51.45639333333334,25.3259783,51.5022437,1560461286029,3,GSM,false,15282,120,427,2,-39,4
25.348865,51.45639333333334,25.3259783,51.5022437,1560461286029,4,GSM,false,15281,120,427,2,-47,4
25.348865,51.45639333333334,25.3259783,51.5022437,1560461286029,5,GSM,false,10463,120,427,2,-47,4
25.348865,51.45639333333334,25.3259783,51.5022437,1560461286029,6,GSM,false,10653,120,427,2,-53,4
25.348865,51.45639333333334,25.3259783,51.5022437,1560461286029,7,GSM,true,21601,9301,427,1,-13,4
25.348865,51.45639333333334,25.3259783,51.5022437,1560461286029,8,GSM,false,21603,9301,427,1,-23,4
25.348865,51.45639333333334,25.3259783,51.5022437,1560461286029,9,GSM,false,25881,9301,427,1,-27,4
25.348865,51.45639333333334,25.3259783,51.5022437,1560461286029,10,GSM,false,25882,9301,427,1,-33,4
25.348865,51.45639333333334,25.3259783,51.5022437,1560461286029,11,GSM,false,48482,9601,427,1,-41,4
25.348865,51.45639333333334,25.3259783,51.5022437,1560461286029,12,GSM,false,23471,9301,427,1,-45,4
25.348865,51.45639333333334,25.3259783,51.5022437,1560461286211,0,GSM,true,10303,120,427,2,11,4
25.348865,51.45639333333334,25.3259783,51.5022437,1560461286211,1,GSM,false,10301,120,427,2,3,4
25.348865,51.45639333333334,25.3259783,51.5022437,1560461286211,2,GSM,false,15761,120,427,2,-19,4
25.348865,51.45639333333334,25.3259783,51.5022437,1560461286211,3,GSM,false,15282,120,427,2,-39,4
25.348865,51.45639333333334,25.3259783,51.5022437,1560461286211,4,GSM,false,15281,120,427,2,-47,4
25.348865,51.45639333333334,25.3259783,51.5022437,1560461286211,5,GSM,false,10463,120,427,2,-47,4
25.348865,51.45639333333334,25.3259783,51.5022437,1560461286211,6,GSM,false,10653,120,427,2,-53,4
25.348865,51.45639333333334,25.3259783,51.5022437,1560461286211,7,GSM,true,21601,9301,427,1,-13,4
25.348865,51.45639333333334,25.3259783,51.5022437,1560461286211,8,GSM,false,21603,9301,427,1,-23,4
25.348865,51.45639333333334,25.3259783,51.5022437,1560461286211,9,GSM,false,25881,9301,427,1,-27,4
25.348865,51.45639333333334,25.3259783,51.5022437,1560461286211,10,GSM,false,25882,9301,427,1,-33,4
25.348865,51.45639333333334,25.3259783,51.5022437,1560461286211,11,GSM,false,48482,9601,427,1,-41,4
25.348865,51.45639333333334,25.3259783,51.5022437,1560461286211,12,GSM,false,23471,9301,427,1,-45,4
25.348865,51.45639333333334,25.3259783,51.5022437,1560461286380,0,GSM,true,10303,120,427,2,11,4
25.348865,51.45639333333334,25.3259783,51.5022437,1560461286380,1,GSM,false,10301,120,427,2,3,4
25.348865,51.45639333333334,25.3259783,51.5022437,1560461286380,2,GSM,false,15761,120,427,2,-19,4
25.348865,51.45639333333334,25.3259783,51.5022437,1560461286380,3,GSM,false,15282,120,427,2,-39,4
25.348865,51.45639333333334,25.3259783,51.5022437,1560461286380,4,GSM,false,15281,120,427,2,-47,4
25.348865,51.45639333333334,25.3259783,51.5022437,1560461286380,5,GSM,false,10463,120,427,2,-47,4
25.348865,51.45639333333334,25.3259783,51.5022437,1560461286380,6,GSM,false,10653,120,427,2,-53,4
25.348865,51.45639333333334,25.3259783,51.5022437,1560461286380,7,GSM,true,21601,9301,427,1,-13,4
25.348865,51.45639333333334,25.3259783,51.5022437,1560461286380,8,GSM,false,21603,9301,427,1,-23,4
25.348865,51.45639333333334,25.3259783,51.5022437,1560461286380,9,GSM,false,25881,9301,427,1,-27,4
25.348865,51.45639333333334,25.3259783,51.5022437,1560461286380,10,GSM,false,25882,9301,427,1,-33,4
25.348865,51.45639333333334,25.3259783,51.5022437,1560461286380,11,GSM,false,48482,9601,427,1,-41,4
25.348865,51.45639333333334,25.3259783,51.5022437,1560461286380,12,GSM,false,23471,9301,427,1,-45,4
25.348866666666662,51.456388333333344,25.3259783,51.5022437,1560461286577,0,GSM,true,10303,120,427,2,11,4
25.348866666666662,51.456388333333344,25.3259783,51.5022437,1560461286577,1,GSM,false,10301,120,427,2,3,4
25.348866666666662,51.456388333333344,25.3259783,51.5022437,1560461286577,2,GSM,false,15761,120,427,2,-19,4
25.348866666666662,51.456388333333344,25.3259783,51.5022437,1560461286577,3,GSM,false,15282,120,427,2,-39,4
25.348866666666662,51.456388333333344,25.3259783,51.5022437,1560461286577,4,GSM,false,15281,120,427,2,-47,4
25.348866666666662,51.456388333333344,25.3259783,51.5022437,1560461286577,5,GSM,false,10463,120,427,2,-47,4
25.348866666666662,51.456388333333344,25.3259783,51.5022437,1560461286577,6,GSM,false,10653,120,427,2,-53,4
