BSSID,Lat,Long
58:2a:f7:75:ff:3c,25.32118988,51.4885788
58:2a:f7:74:a5:ec,25.32212448,51.48669434
4c:5e:0c:12:01:56,25.32205963,51.48678207
40:9b:cd:3d:d9:d0,25.32256317,51.48495483
7e:d2:94:57:e6:f7,25.32290077,51.48246765
58:2a:f7:bc:4a:c0,25.32228279,51.4756813
1a:91:82:a3:2b:77,25.32029343,51.45647049
ae:57:75:36:c8:73,25.319767,51.49163437
b0:00:b4:60:df:41,25.31821823,51.43179703
70:10:5c:83:57:65,25.3194561,51.43663788
70:10:5c:b8:13:93,25.31983376,51.43699265
70:10:5c:83:57:63,25.31963158,51.43626785
70:10:5c:b8:13:92,25.31971741,51.43649292
70:10:5c:b8:13:90,25.31951332,51.4369545
70:10:5c:b8:13:96,25.31944275,51.43667984
70:10:5c:b8:13:95,25.31954193,51.43715286
70:10:5c:b8:13:91,25.31961632,51.43756104
ce:21:19:8b:10:0c,25.31894684,51.49629211
14:91:82:a3:2b:77,25.3202858,51.45620728
50:01:d9:16:50:30,25.32028198,51.46602631
58:2a:f7:f6:8e:6c,25.32250595,51.47655106
9a:3b:ad:a7:24:f6,25.32280922,51.48324966
18:d2:76:7a:0d:f4,25.32287979,51.48283005
d0:6f:82:90:2d:1c,25.3227787,51.48366165
70:7b:e8:1e:af:d4,25.32264709,51.48450089
90:67:1c:3d:2c:f8,25.32155418,51.48781586
d0:6f:82:8d:8f:60,25.31867981,51.49423981
14:9d:09:6a:42:24,25.31888199,51.49420547
de:f7:56:5b:5b:08,25.31801224,51.49603271
14:9d:09:22:f0:60,25.32073593,51.4979248
04:b1:67:16:a5:ae,25.32061577,51.49858856
b0:be:76:3c:94:1a,25.32125473,51.50112152
64:66:b3:6b:7c:1e,25.32130623,51.50107574
0a:18:d6:8f:14:c8,25.32178688,51.5009346
18:a6:f7:39:c4:8c,25.31995392,51.50111771
50:c7:bf:4e:59:4c,25.31927299,51.50111771
f6:a3:3d:af:35:d6,25.31657791,51.49993134
88:bf:e4:20:fd:1a,25.31755447,51.49745178
36:8b:75:44:f2:a8,25.31802559,51.49636459
d0:16:b4:84:e0:44,25.31871033,51.49477005
d0:6f:82:91:1e:84,25.31878281,51.49467468
8e:f5:a3:d7:2f:38,25.32013321,51.49147034
92:3b:ad:a7:66:23,25.31989479,51.4916153
96:3b:ad:a7:66:23,25.31985664,51.49141312
3c:05:18:ba:71:8c,25.32128334,51.48878098
d8:84:66:51:7c:48,25.32008553,51.49087143
e4:fb:5d:00:79:38,25.32116699,51.48865891
08:23:b2:29:b8:f0,25.32171822,51.48775101
58:2a:f7:95:21:d4,25.3226738,51.48428726
c0:4a:00:3d:82:d4,25.32292747,51.4821167
32:79:fd:10:d6:97,25.32290077,51.47914505
0c:9d:92:cd:f7:90,25.32228851,51.47562027
b0:4e:26:ab:af:e7,25.32191277,51.47363663
bc:75:74:ec:0f:49,25.32208824,51.47370148
f4:39:09:9b:fe:0b,25.32222748,51.47366714
14:a5:1a:06:77:64,25.32272911,51.47343445
d0:6f:82:91:51:7c,25.32260704,51.47348785
0c:80:63:46:a8:d0,25.32266426,51.47346115
84:47:65:31:1f:90,25.32322311,51.47324371
92:3b:ad:a7:07:dc,25.32322311,51.47324371
0c:80:63:ab:ef:e6,25.32361412,51.47309875
b4:75:0e:e2:15:ae,25.32355499,51.47312164
b0:b9:8a:a5:9d:87,25.32388115,51.47299957
f4:91:1e:33:ba:43,25.32458115,51.47281265
f4:91:1e:33:ba:1d,25.32459259,51.47281647
d0:6f:82:8c:9d:c8,25.32470894,51.47278595
0c:b5:27:db:74:cd,25.32459259,51.47281647
18:a6:f7:92:5c:f2,25.32498741,51.47268677
88:44:77:09:45:c6,25.32470131,51.47277451
ac:84:c6:b6:53:5e,25.32489967,51.47271347
e4:fb:5d:68:49:c4,25.32489967,51.47271347
e4:fb:5d:00:89:58,25.32506752,51.47266006
10:62:eb:2b:2e:ca,25.32531929,51.47258759
88:44:77:8c:a2:bc,25.32485771,51.47272873
92:3b:ad:a8:d1:36,25.3254528,51.47253418
50:c7:bf:12:d7:3a,25.32527924,51.47260284
7e:d2:94:57:be:61,25.3251667,51.47264099
b0:38:29:17:e5:6d,25.32527924,51.47260284
82:ce:b9:03:08:00,25.32527924,51.47260284
92:3b:ad:a7:ad:4a,25.32537651,51.47257614
84:47:65:f1:8c:a4,25.32561302,51.47252655
80:1f:02:e7:f2:8d,25.32629585,51.47225571
b4:75:0e:cc:af:73,25.32627296,51.47227097
c4:07:2f:e6:07:20,25.32637596,51.47223282
10:62:eb:0c:45:e4,25.32697296,51.47203827
44:c3:46:82:8f:cc,25.32659531,51.4721489
48:f8:b3:b7:ab:82,25.32678795,51.47208023
d8:0d:17:85:75:4c,25.32709694,51.47199631
b0:4e:26:9f:8d:15,25.32709694,51.47199631
6c:50:4d:3f:87:d1,25.32658958,51.47216797
a0:ab:1b:7d:aa:e6,25.32796288,51.47172928
70:8a:09:bc:43:b2,25.32775116,51.47180176
1a:59:c0:40:3a:1a,25.32730103,51.47193146
14:a5:1a:07:02:28,25.32780647,51.47177887
24:09:95:44:05:60,25.32853317,51.47153091
14:a5:1a:05:f2:94,25.32828522,51.47160721
d8:0d:17:a9:ec:f5,25.32876396,51.47146606
28:3b:82:64:4d:b7,25.32878304,51.47145844
da:9c:67:00:ba:66,25.32874107,51.47148514
24:f5:a2:b6:1d:f9,25.32874107,51.47148514
7c:76:68:c4:1d:42,25.33042908,51.47125626
24:fb:65:1d:12:a9,25.32887459,51.47140884
2c:fd:ab:72:74:bd,25.32728004,51.47194672
9c:3d:cf:04:31:f7,25.32897186,51.47136688
84:47:65:2f:e6:dc,25.32907486,51.47133636
14:9d:09:2c:e9:d4,25.32902908,51.47134399
1a:59:c0:40:e8:72,25.32902908,51.47134399
1a:59:c0:43:b8:1c,25.32923698,51.47129059
0c:b5:27:db:73:c4,25.32946014,51.47121811
34:2e:b6:dd:04:d2,25.32912827,51.47131729
d8:0d:17:04:93:c2,25.33016396,51.47100067
58:2a:f7:f7:83:58,25.33048439,51.4709053
24:09:95:46:67:3c,25.33110046,51.47068024
92:3b:ad:a6:e0:0e,25.33089828,51.47075272
4c:b1:6c:09:95:99,25.33084869,51.4707756
de:04:c0:48:fd:bc,25.33116531,51.47065735
4c:b1:6c:09:ac:37,25.33141136,51.47058487
20:aa:4b:ef:04:a8,25.33190918,51.47091675
4c:b1:6c:0c:f2:ee,25.33190727,51.47085953
48:f8:b3:0f:a4:e7,25.33190346,51.4708786
14:a5:1a:16:3a:08,25.33191681,51.47091675
7c:11:cb:e1:80:cc,25.33191681,51.4709549
00:6f:64:59:17:d5,25.33189011,51.47097397
14:a5:1a:03:c9:f0,25.33297348,51.47078323
14:9d:09:21:e1:dc,25.33198929,51.47095871
26:f7:e4:c9:12:29,25.33209419,51.47109604
b4:75:0e:4f:6a:80,25.32098389,51.50078583
d0:65:ca:1f:6e:b5,25.3209095,51.50089645
c0:56:27:92:92:aa,25.3214817,51.50108719
f4:63:1f:76:64:93,25.32159805,51.50115204
ec:1a:59:b6:23:2f,25.32198143,51.50071335
30:b5:c2:40:0d:59,25.32180977,51.50073242
14:9d:09:22:b0:1c,25.32254601,51.50020218
08:76:ff:3a:dc:80,25.32237625,51.49993515
9c:3d:cf:05:4a:8a,25.32250023,51.50006866
88:44:77:8d:36:c8,25.32343674,51.50082779
0a:18:d6:8f:13:9a,25.32273865,51.5001564
34:fc:b9:8d:a9:84,25.32521057,51.50231552
34:fc:b9:8d:b4:c3,25.32465172,51.5018158
34:fc:b9:8d:b3:e3,25.32554054,51.50269318
34:fc:b9:8d:9e:63,25.32566833,51.50273514
34:fc:b9:8d:9e:64,25.32579803,51.50287628
34:fc:b9:8d:97:e3,25.32573891,51.50282669
34:fc:b9:8d:9f:03,25.32574654,51.50279999
34:fc:b9:8d:9f:04,25.32591057,51.50293732
34:fc:b9:8d:97:e4,25.32564735,51.50272369
00:0c:42:6c:93:ab,25.27487946,51.48790741
c4:07:2f:5f:16:f8,25.32717133,51.50412369
14:9d:09:2d:11:f8,25.32740974,51.50440598
54:e6:fc:af:31:88,25.32845688,51.50446701
a8:ca:7b:9d:47:1e,25.32777214,51.5047226
4c:5e:0c:11:92:ff,25.32858276,51.50535202
60:38:e0:f8:9f:32,25.330019,51.50548553
30:b5:c2:b7:f0:22,25.3291893,51.50542831
50:c7:bf:db:fa:94,25.33037758,51.5059433
14:a5:1a:17:89:18,25.33050156,51.50596619
90:67:1c:a7:1e:b4,25.33073807,51.50601959
1c:5f:2b:57:98:8f,25.33128357,51.506073
24:09:95:5e:13:00,25.33357239,51.50611115
58:2a:f7:f7:d0:34,25.33349419,51.50611115
d4:ca:6d:13:50:02,25.29258347,51.52865601
60:e3:27:48:f1:c1,25.3342762,51.50610733
18:0f:76:c5:78:49,25.33564186,51.50610352
c4:07:2f:d3:31:a8,25.33646011,51.50672531
c4:07:2f:e7:11:88,25.33606529,51.50610733
c4:07:2f:8e:7f:c0,25.33633804,51.50609207
00:62:ec:b4:6b:31,25.33690834,51.5064621
18:a6:f7:39:c4:29,25.34493065,51.5055809
7a:dc:f9:0c:0e:54,25.34498978,51.50572205
58:2a:f7:dc:29:68,25.34540176,51.50545502
00:9c:02:cd:81:e0,25.35260201,51.49868393
b8:c7:5d:0c:4d:99,25.35337639,51.49780655
08:bd:43:36:ed:ef,25.22598457,51.5579567
54:e6:fc:af:35:f6,25.33307266,51.48631668
3c:08:f6:ff:91:43,25.35565567,51.46803284
3c:08:f6:ff:91:42,25.35563278,51.46795273
b8:38:61:01:55:e2,25.35565758,51.46808624
b8:38:61:01:55:e3,25.35538101,51.46731949
f8:e9:03:d3:5b:99,25.34954834,51.45556641
8c:34:fd:95:15:82,25.24111176,51.45711899
4c:1f:cc:70:da:08,25.34817696,51.46947861
d4:8c:b5:be:ba:73,25.34832954,51.46878433
3c:a8:2a:d9:88:8a,25.30264091,51.50671387
60:38:e0:f8:9f:b2,25.33509827,51.48308182
00:0c:42:6c:8d:bf,25.32668686,51.52718353
10:62:eb:7c:1e:08,25.33504677,51.48007965
4c:5e:0c:11:3a:50,25.33537865,51.48268127
cc:96:a0:95:c9:73,25.31279755,51.5164299
d2:40:d0:34:ea:30,25.33209419,51.47109604
6c:19:8f:ff:fa:54,25.33209419,51.47109604
d0:6f:82:8a:77:7c,25.33197403,51.47101974
7c:11:cb:e0:d0:88,25.33209419,51.47109604
94:0e:6b:92:49:ee,25.29915237,51.47454834
b0:4e:26:44:9b:16,25.33174896,51.47064209
10:44:00:19:fa:71,25.33199883,51.47105026
58:ef:68:ab:68:3f,25.3485527,51.45669556
b0:be:76:cf:92:1b,25.34878159,51.45819473
58:2a:f7:f7:8b:10,25.34940529,51.45623398
2e:33:61:99:d1:6b,25.34929657,51.45629883
10:62:eb:2b:0a:d3,25.34860802,51.45703888
10:da:43:5c:6a:92,25.34889412,51.45642853
10:62:eb:2b:0a:d4,25.34823608,51.45685196
8e:83:e1:a2:62:ec,25.3491745,51.4564743
7a:40:4e:c4:a9:b9,25.34889412,51.45642853
58:ef:68:23:d8:fb,25.3489933,51.45658493
4c:5e:0c:b0:5f:33,25.34857941,51.45716476
f4:8e:92:c4:4b:8e,25.34831047,51.45696259
b0:be:76:93:8b:74,25.3482914,51.45721436
a0:ab:1b:96:66:cc,25.34876633,51.45875931
3c:52:82:a6:62:56,25.34828758,51.45727539
c0:56:27:eb:ec:da,25.3483181,51.45739746
44:c3:46:31:70:fc,25.34850502,51.45804214
92:3b:ad:a8:4b:fb,25.34848404,51.45797729
a0:ab:1b:96:66:5a,25.34859085,51.45826721
60:e3:27:bd:11:83,25.34858131,51.45825195
b0:52:16:72:ac:b5,25.34864998,51.45843887
18:d2:76:6c:fd:24,25.34864998,51.45843124
70:4f:57:55:fa:3a,25.34891891,51.45915222
14:a5:1a:15:df:b4,25.3488903,51.45904541
cc:b2:55:d5:09:65,25.34917641,51.45988083
e4:0e:ee:b8:fe:a0,25.34906387,51.45950317
94:10:3e:7e:17:33,25.34897232,51.45927811
d0:6f:82:91:16:98,25.34915733,51.46000671
70:4f:57:25:c5:84,25.34930801,51.46053696
50:01:d9:16:ac:18,25.34924698,51.46062851
1a:59:c0:40:f5:51,25.34908867,51.45997238
14:91:82:52:d7:38,25.3492527,51.46061707
f4:91:1e:09:64:11,25.34925079,51.4609108
20:aa:4b:90:e3:f3,25.35001183,51.46213913
30:23:03:5a:d8:4e,25.35009956,51.46240997
d0:6f:82:8b:0b:70,25.35025024,51.4628067
d0:6f:82:91:4d:ac,25.35050774,51.46356201
0c:80:63:a4:af:07,25.35051918,51.46363831
20:aa:4b:e6:3c:85,25.35072327,51.46427155
24:09:95:5e:07:2c,25.35071182,51.46421432
20:aa:4b:64:f4:12,25.35084152,51.46459961
d0:6f:82:8e:56:cc,25.35091591,51.46484756
7c:11:cb:e5:3b:38,25.35100937,51.46519089
d2:40:d0:34:c7:26,25.35110474,51.46550751
92:3b:ad:a7:e8:32,25.35044861,51.4663887
d4:6e:0e:c9:41:18,25.35069656,51.46616364
d0:65:ca:8d:ff:9a,25.34802628,51.46734238
62:98:ad:9a:4c:1c,25.34776115,51.46751022
8e:f5:a3:a6:d8:b1,25.34788704,51.46743011
24:09:95:45:f0:30,25.34815025,51.46763611
ec:1a:59:b6:e7:09,25.34775543,51.46812439
58:ef:68:b3:a0:25,25.34797096,51.46895981
82:f3:a3:fb:85:b4,25.34794807,51.4688797
10:da:43:5c:0f:e6,25.34810257,51.4695015
90:67:1c:a7:1c:5c,25.34825706,51.47014999
90:67:1c:40:02:8c,25.34807205,51.46944046
50:6a:03:8e:95:85,25.34841919,51.47086716
0c:80:63:f3:8b:a0,25.34874153,51.47210312
c4:12:f5:72:e0:fe,25.34908104,51.47677231
d0:17:c2:ea:ce:a0,25.34901047,51.47774124
