BSSID,Lat,Long
58:2a:f7:db:ec:2c,25.34903145,51.47763062
8e:f5:a3:a3:71:60,25.3469944,51.47906113
72:81:eb:32:6f:06,25.34819603,51.4787941
40:31:3c:e6:b3:e2,25.34782982,51.47888184
70:4f:57:1c:8c:ab,25.34729195,51.47901535
58:2a:f7:db:e8:74,25.34762001,51.47893524
02:08:22:6e:0e:96,25.34583664,51.479496
a8:f7:e0:32:f7:6b,25.34509468,51.47977829
84:47:65:31:2e:1c,25.34281921,51.48054504
10:da:43:5c:46:1e,25.34515953,51.47975159
10:da:43:5c:0c:c6,25.34428406,51.48007584
50:6a:03:8e:dd:48,25.34402657,51.4801445
50:6a:03:8e:c5:86,25.34305954,51.48049164
7a:e6:ba:2b:a5:28,25.33876991,51.48180771
8c:fe:74:01:18:f8,25.3388195,51.48179245
88:36:5f:d9:3a:3f,25.33796501,51.48189545
10:da:43:5c:60:62,25.33848381,51.48185349
3c:37:86:ac:7f:4c,25.33582687,51.48189926
10:da:43:5c:62:11,25.33586311,51.48190689
d0:65:ca:8d:e9:1e,25.33521843,51.48194885
ea:1e:e7:52:a0:0c,25.33479881,51.48196411
52:6a:03:8e:8a:50,25.33374596,51.48195648
50:6a:03:8e:8a:50,25.33378029,51.48195648
b4:fb:e4:14:1e:7a,25.33255959,51.48068237
98:fc:11:b2:69:b7,25.33285332,51.48181152
b4:fb:e4:14:1a:bd,25.3324585,51.48044968
20:aa:4b:f1:13:70,25.33171082,51.47742081
54:89:98:ce:05:e8,25.33168602,51.47733688
2c:4d:54:20:a1:70,25.33157349,51.47685242
4c:4e:35:56:e9:71,25.33146858,51.47649384
b4:75:0e:5f:59:c3,25.33156586,51.47681427
90:67:1c:a7:b3:a4,25.33172035,51.47610855
70:8a:09:80:be:6c,25.33234406,51.47581863
c4:07:2f:e7:6d:e8,25.33220863,51.47587585
7c:11:cb:e4:40:d4,25.33218575,51.4753685
1a:59:c0:3f:f8:02,25.33213043,51.47510529
e4:fb:5d:67:cb:cc,25.33218193,51.47525406
18:d2:76:7a:3f:dc,25.33210564,51.4750061
a0:ab:1b:bd:5f:47,25.33201218,51.47478867
90:67:1c:3e:a8:a8,25.33185768,51.47423553
14:9d:09:22:5d:04,25.33199501,51.47465897
44:c3:46:83:5e:0c,25.33192825,51.4744873
92:3b:ad:a6:d6:f9,25.33193779,51.47448349
ac:84:c6:78:d5:1e,25.33189392,51.47432709
08:86:3b:af:85:94,25.33183289,51.4741478
24:fb:65:1d:0f:1b,25.33187485,51.47429276
58:d5:6e:de:79:ec,25.33196449,51.4745636
90:67:1c:41:4b:28,25.33173561,51.4738121
b0:be:76:bd:98:0f,25.33181763,51.47409058
84:16:f9:a3:00:f8,25.33167076,51.47357941
c4:07:2f:5f:1d:d0,25.33164597,51.47348785
40:9b:cd:29:4e:c0,25.3317337,51.47380066
c4:e9:84:84:c3:9c,25.33201981,51.47293091
1a:59:c0:3f:c5:99,25.33208847,51.47285461
b0:4e:26:7a:d7:e5,25.33172989,51.47302628
d2:40:d0:34:95:e1,25.33218193,51.47237015
7c:11:cb:e6:66:0c,25.33207321,51.47292709
24:09:95:44:cd:90,25.33232117,51.47283173
14:a5:1a:06:4a:14,25.3322525,51.47223663
84:47:65:30:55:9c,25.33223915,51.47218704
34:79:16:3f:28:46,25.33220291,51.47205734
d0:16:b4:84:e3:a4,25.33209229,51.47163773
60:e3:27:d1:4b:20,25.33212662,51.47179031
14:5f:94:89:b3:3a,25.3320446,51.47128677
bc:3d:85:65:41:3b,25.33208656,51.47156143
dc:90:88:70:67:81,25.33202362,51.47106934
0a:c5:e1:9c:d0:eb,25.33205414,51.47099304
7a:88:6d:1f:37:8e,25.33205414,51.47099304
8c:34:fd:aa:a2:6d,25.33205414,51.47099304
d0:16:b4:84:e1:f2,25.33205414,51.47099304
c0:d3:c0:26:b5:f7,25.33205414,51.47099304
f4:60:e2:b8:9b:0e,25.33205414,51.47099304
3c:f7:a4:1c:a9:a7,25.3275547,51.49214172
b2:6e:bf:68:bb:ea,25.32086563,51.50053406
3c:37:86:ac:8b:5e,25.32531738,51.50234985
1a:59:c0:40:f6:37,25.3273735,51.50432205
48:f0:7b:d9:27:4c,25.32820511,51.50502014
24:1f:a0:a8:27:a5,25.33618927,51.50611496
d0:16:b4:84:e1:0e,25.33767128,51.50613022
c0:56:27:65:24:2e,25.33779907,51.50612259
7c:11:cb:df:fd:80,25.33856392,51.50612259
c4:07:2f:e7:8e:3c,25.34024239,51.50612259
14:91:82:8b:90:96,25.34107018,51.50609207
a2:56:f3:85:c0:1f,25.34185028,51.50611496
7e:03:5e:c4:f2:a2,25.35085678,51.50072479
00:26:b4:98:79:12,25.34765816,51.50415802
e4:fb:5d:66:88:5c,25.34771919,51.50416565
7c:11:cb:e4:75:c4,25.34815598,51.50367355
88:44:77:4c:da:67,25.35001183,51.50163651
fa:e9:4e:23:5e:de,25.35046196,51.50115204
3e:2e:ff:a7:e4:87,25.35021591,51.50141525
24:f5:a2:b0:2f:fb,25.35111046,51.50046158
26:f5:a2:b0:2f:fd,25.35111046,51.50046158
a6:6c:f1:cd:ad:99,25.35132408,51.50022507
f4:91:1e:33:95:8b,25.35121727,51.50035095
84:47:65:f2:6f:fc,25.35249138,51.49894333
d0:6f:82:8c:48:08,25.35225677,51.49919891
b2:ca:68:83:a2:93,25.35423851,51.49724579
58:2a:f7:f5:fa:dc,25.35352707,51.49783707
58:2a:f7:f5:fa:dd,25.35367584,51.49768066
a4:2b:b0:eb:89:8a,25.35375595,51.49760437
00:1a:e3:75:a9:00,25.35556221,51.49610901
50:c7:bf:c8:42:40,25.35513306,51.49629211
d8:9b:3b:67:e2:17,25.35810661,51.49068069
f4:09:d8:97:25:3c,25.35811996,51.48876572
70:e4:22:b5:1c:25,25.35813332,51.48140717
70:e4:22:b5:1c:21,25.35813332,51.48139954
f4:63:1f:1c:54:fa,25.35813332,51.48026276
fe:2a:9c:7b:46:64,25.35816956,51.47938156
1c:8e:5c:b2:72:fc,25.35823822,51.47799683
ee:2c:e2:2f:3f:f4,25.35824203,51.47794342
d0:16:b4:81:60:0b,25.35742569,51.47352982
4c:5e:0c:13:4b:e9,25.35678864,51.47154999
dc:90:88:9f:c5:5d,25.35716248,51.47272873
08:bd:43:36:eb:96,25.35546112,51.46728516
8c:34:fd:d6:c8:11,25.35548782,51.46735764
a0:ab:1b:cd:e2:97,25.35495186,51.46568298
58:ef:68:23:4b:3f,25.34929276,51.45635223
14:cc:20:54:a4:7c,25.3490963,51.45660019
b4:75:0e:4c:a1:10,25.34910774,51.45656586
4c:5e:0c:b4:c2:43,25.34921074,51.4565773
80:26:89:1a:be:35,25.34920502,51.45656204
3c:08:f6:d4:9a:7d,25.34909439,51.45660019
ec:08:6b:af:0e:f3,25.35045815,51.45579147
00:81:c4:e6:f6:90,NaN,NaN
70:3a:cb:12:fb:26,NaN,NaN
70:3a:cb:0e:6c:a2,NaN,NaN
d6:40:d0:34:c7:26,NaN,NaN
96:3b:ad:a7:e8:32,NaN,NaN
50:c7:bf:07:23:73,NaN,NaN
0c:80:63:9e:64:e2,NaN,NaN
b6:fb:e4:14:1a:bd,NaN,NaN
1e:59:c0:3f:f8:02,NaN,NaN
96:3b:ad:a6:d6:f9,NaN,NaN
1e:59:c0:3f:c5:99,NaN,NaN
d6:40:d0:34:ea:30,NaN,NaN
d6:40:d0:34:95:e1,NaN,NaN
72:bc:96:ad:d4:38,NaN,NaN
c4:12:f5:77:72:00,25.35429764,51.46376801
fa:e9:4e:65:28:07,25.35416222,51.46331406
50:01:d9:14:ac:a8,25.35296249,51.45949173
92:3b:ad:a8:bd:1d,25.35280228,51.45898438
f2:d2:b0:5d:4e:3f,25.35156822,51.45486069
a6:d9:31:b9:94:51,25.35081482,51.45524979
f4:8e:92:c4:43:d6,25.34964561,51.45614624
8c:3b:ad:00:03:63,25.35010529,51.45559692
c0:56:27:91:16:0b,25.34999657,51.45583344
82:05:28:f7:6a:5c,25.34986115,51.45598602
14:9d:09:2d:0b:08,25.34945107,51.45620728
34:68:95:19:83:d6,25.34947205,51.45619965
94:10:3e:7d:7b:79,25.34937286,51.45627594
3e:2e:ff:a7:1a:62,25.34936714,51.45631027
88:44:77:8d:c3:cc,25.34934616,51.45628738
dc:72:9b:64:cb:a4,25.34928703,51.45639038
54:39:df:7c:86:6c,25.3490963,51.45654678
30:74:96:b5:4d:c0,25.34911156,51.45663071
36:8b:75:44:e1:26,25.34906006,51.45650101
50:c7:bf:c2:af:14,25.34919357,51.4566803
7c:11:cb:e4:33:44,25.34918594,51.45662308
60:38:e0:39:cc:d2,25.34916115,51.45660019
18:a6:f7:68:d2:08,25.34927368,51.45664215
d0:6f:82:91:75:a0,25.34921646,51.45661545
f4:8e:92:c5:5a:f3,25.34929848,51.45663071
d8:c4:e9:aa:8f:1c,25.34918785,51.45666504
50:c7:bf:6c:af:bb,25.34938622,51.45646667
a2:b0:3d:6a:d6:9b,25.34934425,51.45660782
22:db:70:bf:aa:25,25.34934425,51.45660782
54:b8:02:47:43:a2,25.3493309,51.45658875
1e:59:c0:40:f6:37,NaN,NaN
82:d2:94:57:c5:be,NaN,NaN
1a:91:82:8b:90:96,NaN,NaN
96:3b:ad:a8:1a:f5,NaN,NaN
58:ac:78:21:6e:f4,NaN,NaN
80:e0:1d:98:56:11,NaN,NaN
80:e0:1d:98:56:12,NaN,NaN
80:e0:1d:98:56:10,NaN,NaN
7c:11:cb:e0:d3:dc,25.31923103,51.50112915
f4:63:1f:0e:a9:6b,25.31755447,51.49745178
1e:59:c0:43:ca:64,NaN,NaN
08:bd:43:34:8a:b3,NaN,NaN
80:4e:70:9b:c6:3c,NaN,NaN
b0:00:b4:60:db:a1,NaN,NaN
20:37:06:c6:98:80,NaN,NaN
00:25:9c:8f:dc:3f,25.32833672,51.42506027
02:be:f5:08:19:65,25.32880974,51.42505646
00:e1:6d:0a:99:c0,25.32833672,51.42506027
b4:e9:b0:ef:ad:30,25.32833672,51.42506027
20:bb:c0:a9:62:01,25.32864189,51.42526245
b4:e9:b0:ef:ad:31,25.32848358,51.42527008
00:e1:6d:0a:99:c1,25.32862091,51.4251976
00:3a:98:58:bd:d0,25.32470512,51.42340469
00:3a:9a:9a:9b:a0,25.32431602,51.4230957
f8:1d:78:e7:08:3c,25.32419586,51.42326736
f4:30:b9:2c:b3:9b,25.32436752,51.42339325
00:3a:9a:9a:ac:f0,25.32466888,51.42336655
00:3a:99:68:86:50,25.32447624,51.42321014
c4:9f:4c:c4:4e:a8,25.32442665,51.42333984
00:1a:a2:db:66:f0,25.31989288,51.42288971
d0:7a:b5:cd:28:24,25.31560326,51.4210701
56:27:58:23:34:9f,25.31552505,51.4211998
d0:31:69:9e:39:cb,25.31552505,51.4211998
ac:5a:14:95:07:9a,25.32096672,51.4227066
86:98:66:0b:22:43,25.31117439,51.39408875
1c:8e:5c:b1:e8:8c,25.31365585,51.41884232
a0:28:ed:6a:d6:1b,25.3123951,51.4154892
10:da:43:5b:f6:0e,25.31186485,51.38873672
10:da:43:5b:fb:83,25.3117981,51.38904572
b0:be:76:4d:69:de,25.31294441,51.38275146
50:6a:03:8e:b7:56,25.3318367,51.36468887
b0:4e:26:b0:42:8e,25.32702065,51.38056183
08:bd:43:36:d9:de,25.32575226,51.38467789
10:da:43:5c:46:fa,25.32296562,51.39377213
14:a5:1a:13:89:c0,25.3242569,51.38946533
b0:be:76:84:a1:bb,25.32288742,51.39400101
10:da:43:5b:f5:8a,25.32232857,51.39577103
00:3a:98:1f:12:b0,25.32134628,51.39913559
f4:f2:6d:7a:70:81,25.321064,51.40001297
1c:b7:2c:74:a1:88,25.3200798,51.40331268
d0:6f:82:8e:be:80,25.31999016,51.4035759
da:c4:6a:d1:96:9c,25.31947899,51.40539551
12:8e:e0:77:ed:c4,25.31966972,51.4058609
d2:40:d0:35:c6:30,25.32728577,51.41115189
d6:40:d0:35:c6:30,25.3272934,51.41170502
1a:91:82:96:53:76,25.3272934,51.41170502
00:1a:a2:db:54:80,25.32673073,51.41671371
00:1a:a2:db:67:30,25.32647896,51.41682434
f4:f2:6d:99:35:8e,25.32740402,51.41772842
00:71:cc:2c:0a:00,25.3289566,51.41983414
b0:4e:26:12:38:e0,25.3288269,51.41975021
58:2a:f7:dc:9a:30,25.33099174,51.42127609
00:22:3f:a5:79:5c,25.33075523,51.42115402
24:f5:a2:ab:7b:e6,25.33152199,51.42180634
e8:93:09:7c:18:8b,NaN,NaN
c4:07:2f:d3:2c:ac,NaN,NaN
d2:f8:8c:87:33:93,NaN,NaN
26:f5:a2:a8:7b:e6,25.33154869,51.42167664
58:d5:6e:e4:67:50,25.33098984,51.42108917
e4:fb:5d:67:40:88,25.33119011,51.42240143
fa:da:0c:7b:a1:e9,25.3311348,51.42250824
24:09:95:46:2c:58,25.33112335,51.42251205
c4:07:2f:8d:88:30,25.33105087,51.42258835
b0:4e:26:45:11:23,25.33089256,51.42293167
02:71:cc:26:c8:b5,25.33053207,51.42376709
48:ba:4e:73:26:37,25.33073997,51.42331314
d0:6f:82:90:7a:a4,25.33062935,51.42354965
ec:08:6b:6a:29:32,25.33085632,51.42308044
36:23:03:12:bf:9f,25.33062935,51.42354965
c4:07:2f:d3:32:40,25.33051682,51.42383194
30:23:03:12:bf:9f,25.33068657,51.42342758
54:b8:0a:36:63:7f,25.3293705,51.42517471
54:b8:0a:36:63:7e,25.32952881,51.42502213
14:9d:09:22:5e:c4,25.33037758,51.42420959
8e:f5:a3:a6:d7:87,25.3301754,51.42460632
50:06:04:7a:6f:91,25.32937241,51.42538834
50:06:04:7a:8f:41,25.32929039,51.42533112
50:06:04:7a:6f:90,25.32946777,51.42558289
d2:40:d0:33:d3:4d,25.33034706,51.42601395
18:d2:76:7a:11:2c,25.33057785,51.42617035
d4:a1:48:f7:79:c2,25.33086586,51.42636108
e4:a7:c5:dc:28:d8,25.33086586,51.42636108
b4:75:0e:4b:fa:96,25.33210754,51.42713547
58:ef:68:00:c3:78,25.33391762,51.42819595
d8:0d:17:04:80:b6,25.33436394,51.42845154
ac:f1:df:c9:cb:0c,25.33526802,51.42903137
4a:95:07:e8:1d:bf,25.33573151,51.4292984
30:b5:c2:8f:af:fd,25.33724785,51.43022156
8c:34:fd:9f:ec:7d,25.34313965,51.44353104
32:cd:a7:97:b7:ac,25.34008408,51.43188095
00:1d:70:9c:08:89,25.34304237,51.44018555
00:1d:70:9c:08:88,25.34311867,51.44042206
d2:40:d0:34:4e:a1,25.34439659,51.44403839
c8:d9:d2:5e:c7:57,25.34670258,51.44526672
ac:84:c6:41:8e:36,25.34715652,51.44475937
92:3b:ad:a7:6f:47,25.34726524,51.44467545
14:a5:1a:16:1b:c0,25.34749794,51.44441986
f4:f2:6d:eb:56:bb,25.34769249,51.44419098
d2:40:d0:38:60:6c,25.34852409,51.44332886
b0:5a:da:24:b7:4c,25.34830093,51.44348526
d0:6f:82:90:7a:58,25.34911156,51.44257736
14:a5:1a:15:79:5c,25.34980965,51.44187546
86:25:19:03:ea:bb,25.35237885,51.43912888
84:47:65:f2:de:58,25.3561554,51.43868637
14:a5:1a:14:7d:fc,25.35633087,51.43872452
72:05:28:f7:a5:6c,25.35761833,51.43871689
b0:4e:26:7f:53:4e,25.35808372,51.43859863
98:fc:11:b6:7f:22,25.35777664,51.43870926
14:a5:1a:17:2c:cc,25.35887337,51.43842697
f4:f2:6d:81:9e:f6,25.35952187,51.43811798
b4:75:0e:33:69:c1,25.35962868,51.43803787
58:2a:f7:db:84:90,25.35962868,51.43803787
0c:8f:ff:78:cb:07,25.35977173,51.43798447
a0:ab:1b:87:52:b8,25.36077309,51.43755341
b0:4e:26:aa:32:1a,25.3612442,51.43730927
94:10:3e:19:59:fc,25.26635742,51.55253983
da:40:d0:38:2d:31,25.36224556,51.43686676
d6:40:d0:38:2d:31,25.36265755,51.43675995
b4:75:0e:38:63:1c,25.36331749,51.43647003
50:c7:bf:fa:47:20,25.36380196,51.43619156
84:47:65:f3:36:20,25.36501694,51.43585205
40:b0:76:c0:5d:71,25.36616325,51.4357338
40:b0:76:c0:5d:70,25.36616325,51.4357338
18:a6:f7:8b:ca:40,25.36728859,51.43556976
c4:04:15:06:9a:da,25.36930275,51.43508911
b0:be:76:51:6e:1d,25.37140656,51.43427277
30:b5:c2:92:98:8d,25.37185287,51.43397903
58:2a:f7:dc:5c:78,25.37190247,51.43393326
00:0f:00:79:0f:cc,25.37194824,51.43384171
84:16:f9:9a:ce:35,25.37461281,51.43223953
a4:2b:b0:21:1a:9d,25.37469482,51.43216705
14:a5:1a:06:c1:b4,25.3752079,51.43187332
d4:6e:0e:c9:34:04,25.37578201,51.43304825
b0:be:76:0b:55:83,25.37585258,51.43320084
3c:cd:5d:d4:b7:bc,25.37697411,51.43567657
f4:91:1e:1a:3c:9a,25.37746239,51.43672562
6c:3b:6b:f7:f5:0b,25.38308907,51.44886017
4c:5e:0c:12:09:6d,25.38765526,51.45954514
4c:5e:0c:10:f5:5f,25.38927841,51.46305847
b2:ca:68:65:e9:b0,25.38994217,51.46500397
de:f7:56:11:9b:d6,25.37805557,51.46984863
4c:5e:0c:11:93:bf,25.38913536,51.46466064
3a:53:9c:2a:3f:4e,25.38922691,51.46557236
d4:ca:6d:14:ba:da,25.3846035,51.46730804
58:d5:6e:41:55:e1,25.38194656,51.46831894
6c:3b:6b:f7:ed:b9,25.38251877,51.46808624
0c:80:63:14:22:40,25.38090134,51.46870804
7e:03:5e:c4:9d:88,25.37784958,51.46990967
d2:40:d0:35:ef:5c,25.37920761,51.47336578
90:94:97:46:e6:40,25.37854958,51.47175598
90:94:97:46:e6:41,25.37924576,51.47314072
2c:59:e5:f0:94:da,25.37929153,51.47347641
b0:be:76:51:0c:ab,25.37996864,51.47453308
2a:74:02:3e:7c:7e,25.38217926,51.47825241
f4:ec:38:e9:66:d0,25.38366318,51.48069
8c:3b:ad:00:06:92,25.39022636,51.49562836
6c:3b:6b:f7:d0:0e,25.3877449,51.49919891
6c:3b:6b:f7:cb:7f,25.38851166,51.49888992
40:e3:d6:17:ef:00,25.38261414,51.52491379
96:3b:ad:a8:b7:1e,25.38383484,51.52649307
92:3b:ad:a7:a8:72,25.38368797,51.52600098
92:3b:ad:a7:57:dc,25.38430595,51.52548599
96:3b:ad:a7:57:dc,25.38519287,51.52516174
74:60:fa:41:d0:00,25.38602066,51.52494812
d0:6f:82:8e:fa:c0,25.38620186,51.52482605
84:ad:58:bf:e1:c9,25.38636589,51.52479935
70:4f:57:48:88:b7,25.38709068,51.52457809
84:47:65:31:5b:e8,25.38728523,51.52537918
84:47:65:31:f4:f0,25.38620567,51.52482605
a4:91:b1:79:89:7c,25.3861599,51.52488327
7c:11:cb:e6:8a:48,25.38766479,51.52499771
84:47:65:f1:74:3c,25.38768959,51.52565384
02:08:22:94:c5:fb,49.14962387,13.101861
1c:8e:5c:fb:b1:27,25.39566994,51.52176666
96:3b:ad:a8:5d:ad,25.38766289,51.52518463
60:38:e0:c5:fd:c3,25.38380432,51.52599335
f0:0f:ec:c0:fd:10,25.38418961,51.52613449
40:e3:d6:17:f3:e2,25.38055229,51.52137756
a8:58:40:cc:ca:00,25.38015938,51.52153778
40:e3:d6:17:f3:e1,25.38081932,51.52162933
40:e3:d6:17:f3:e0,25.38098717,51.52220917
40:e3:d6:17:f9:e0,25.38116074,51.52186203
8c:3b:ad:00:11:14,25.37441635,51.52393723
40:e3:d6:17:f2:62,25.37546158,51.52288055
40:e3:d6:17:f2:61,25.37395477,51.52310181
40:e3:d6:17:f1:c2,25.3741436,51.52312851
40:e3:d6:17:f1:c0,25.37288475,51.52325439
40:e3:d6:17:f1:c1,25.37371254,51.52323914
a4:71:74:36:a4:b2,25.37221718,51.53135681
d4:ca:6d:13:50:22,25.37225533,51.53186035
28:3b:82:2a:d7:e4,25.37151718,51.5362854
cc:16:7e:f8:13:11,25.37255669,51.53846741
cc:16:7e:f8:13:10,25.37265015,51.53945923
82:d2:94:ae:2c:e7,25.37319756,51.53972626
86:d2:94:ae:2c:e7,25.37304688,51.53978348
58:2a:f7:74:9f:48,25.37318993,51.53982925
1a:59:c0:43:c7:5d,25.37258148,51.53883743
58:2a:f7:94:3b:c0,25.37371635,51.54045868
10:da:43:ab:2a:a2,25.37365341,51.54040527
44:c3:46:83:08:e4,25.37436104,51.54187775
7e:d2:94:57:fb:24,25.3745594,51.5422554
d4:ca:6d:12:f3:95,25.30458641,51.51770401
26:05:88:02:e2:e0,25.37462807,51.54266357
24:05:88:02:e2:e0,25.37464333,51.5426712
00:62:ec:7a:68:c1,25.37480354,51.54402924
00:62:ec:7a:68:c0,25.37470245,51.54449844
00:f6:63:0d:b6:01,25.374506,51.54636765
00:f6:63:0d:b6:00,25.37426949,51.5463829
14:91:82:7c:fc:91,NaN,NaN
b4:75:0e:4b:fa:1e,NaN,NaN
d6:40:d0:33:d3:4d,NaN,NaN
b2:84:c6:41:8e:36,NaN,NaN
d6:40:d0:38:60:6c,NaN,NaN
b0:05:94:02:83:17,NaN,NaN
f2:98:9d:74:71:7e,NaN,NaN
7c:11:cb:e3:95:28,NaN,NaN
d6:40:d0:36:a5:be,NaN,NaN
c0:56:27:a4:c3:9a,NaN,NaN
90:67:1c:a7:bb:f0,NaN,NaN
b0:4e:26:de:78:33,NaN,NaN
ac:84:c6:b1:ec:f9,NaN,NaN
84:47:65:f3:2e:e8,NaN,NaN
96:3b:ad:a7:b0:e7,NaN,NaN
14:a5:1a:06:2d:2c,NaN,NaN
c4:07:2f:d2:b4:f4,NaN,NaN
fa:8f:ca:6c:18:ad,NaN,NaN
a4:91:b1:6f:03:06,NaN,NaN
cc:16:7e:c2:eb:20,25.36694717,51.55220032
d2:40:d0:36:b2:61,25.36538124,51.54801178
10:13:31:c1:c2:3d,25.36585426,51.54858017
d0:6f:82:8c:08:90,25.36572075,51.54811478
5e:ef:68:74:b9:7d,25.36437225,51.55258942
02:62:eb:92:09:95,25.3642025,51.55234146
c4:14:3c:68:02:d0,25.36438942,51.55199051
3c:0e:23:88:20:90,25.36444664,51.55173492
3c:0e:23:73:f6:50,25.36441422,51.55183792
d2:40:d0:36:a4:33,25.36483383,51.5487709
d0:6f:82:8e:4e:e0,25.36542702,51.5486145
14:91:82:fb:9f:77,25.3637619,51.55014038
74:a0:2f:fd:ae:a8,25.36368752,51.54980469
74:a0:2f:fd:ae:a2,25.36365891,51.54998398
74:a0:2f:fd:ae:a1,25.36365891,51.54998398
1e:59:c0:40:f4:84,25.36516953,51.54748535
74:a0:2f:f1:0c:31,25.3637352,51.5497818
74:a0:2f:f1:0c:33,25.36373329,51.54978943
74:a0:2f:f1:0c:37,25.36373329,51.54978943
74:a0:2f:f1:0c:38,25.3637352,51.54978561
74:a0:2f:f1:0c:32,25.36373329,51.54978943
84:47:65:31:49:5c,25.36503792,51.54742432
74:a0:2f:f1:0c:34,25.36373329,51.54978561
74:a0:2f:f1:0c:35,25.3637352,51.54978561
1a:59:c0:40:f4:84,25.36434746,51.54847336
1e:59:c0:41:04:92,25.36419868,51.54885101
58:2a:f7:bd:a5:ec,25.36378098,51.54962158
44:c3:46:83:51:8c,25.36581612,51.54816818
a4:91:b1:79:8f:e0,25.3643837,51.54825974
b6:39:56:96:ef:20,25.36526871,51.54899216
50:01:d9:17:90:20,25.36403275,51.54870224
90:72:40:12:28:0c,25.36450195,51.54827499
d6:40:d0:36:a4:33,25.36585426,51.54807281
d0:6f:82:8a:53:74,25.36388588,51.54788589
58:ef:68:00:57:ba,25.36411476,51.54912949
d0:6f:82:8d:c9:ac,25.36434746,51.54833603
88:44:77:8c:87:c8,25.36511993,51.54857254
b4:75:0e:81:5a:d0,25.3642025,51.54860687
d0:6f:82:90:e4:04,25.3644104,51.54761505
70:8a:09:81:11:b8,25.36367416,51.54773331
c0:56:27:eb:d1:d7,25.36378288,51.5478096
c0:56:27:eb:d3:33,25.36359215,51.54764938
e4:fb:5d:68:4a:d8,25.36468315,51.54695511
58:ef:68:23:99:49,25.36344719,51.54756927
44:c3:46:32:a9:18,25.3637104,51.54547882
80:26:89:3c:f4:80,25.3629055,51.54676819
50:c7:bf:b0:4e:fb,25.36280632,51.54610443
58:ef:68:b2:e8:46,25.36281013,51.54591751
50:c7:bf:b0:58:97,25.36281204,51.54588699
00:3a:99:7a:e4:00,25.36296654,51.54523087
00:3a:99:7a:e4:01,25.36304855,51.54509735
02:11:32:93:3f:d3,25.36353493,51.54475403
58:2a:f7:93:ad:78,25.36343765,51.54466629
c8:d7:19:d4:bc:96,25.36343193,51.54455948
92:3b:ad:a8:54:b1,25.364048,51.54509735
d2:40:d0:34:69:04,25.3631134,51.54498291
00:f6:63:c4:d4:a0,25.36360168,51.54444885
76:9e:af:6d:bf:77,25.36453819,51.54631042
cc:16:7e:b2:a6:b1,25.36414719,51.54536819
cc:16:7e:b2:a6:b0,25.36403656,51.54503632
92:3b:ad:a7:16:d7,25.3642025,51.54562759
96:3b:ad:a7:16:d7,25.36284637,51.54576492
14:9d:09:22:9b:04,25.36353493,51.54474258
2c:33:11:cf:ad:70,25.36406898,51.54524231
7c:11:cb:e6:d4:1c,25.36437416,51.54607391
cc:16:7e:ca:13:31,25.3646965,51.54659653
7c:11:cb:e4:12:d8,25.36420059,51.54562378
14:a5:1a:15:62:68,25.364151,51.54549026
7e:d2:94:57:e2:a6,25.36413574,51.54550934
90:67:1c:3d:6f:c4,25.36373329,51.54545593
d0:6f:82:8a:7a:50,25.36291504,51.54522324
cc:16:7e:ca:13:30,25.36465836,51.54659271
7e:d2:94:57:d0:a4,25.36447525,51.54638672
84:47:65:30:af:8c,25.36422539,51.54566574
92:3b:ad:a8:aa:f3,25.36442184,51.54621506
14:9d:09:23:19:18,25.36437988,51.54685211
d2:40:d0:38:34:3e,25.36465836,51.54657364
d2:40:d0:34:5b:e4,25.36455917,51.54664993
82:d2:94:57:d0:a4,25.36513138,51.54747009
a4:91:b1:7a:e1:84,25.36446381,51.54632187
d0:6f:82:8e:d7:e4,25.36433029,51.54720688
d6:40:d0:38:34:3e,25.36465836,51.54657364
60:38:e0:ca:a2:f1,25.36450386,51.54769135
bc:75:74:eb:e3:55,25.36473274,51.54682159
52:6a:03:8e:cc:29,25.36474037,51.54682159
50:6a:03:8e:cc:29,25.36473846,51.54682159
92:3b:ad:a7:f0:52,25.36473465,51.54703903
92:3b:ad:a8:17:da,25.3645134,51.54726028
cc:16:7e:e5:2a:a0,25.36619186,51.54706955
e4:fb:5d:68:3b:84,25.36426163,51.54674911
d0:6f:82:8b:c4:00,25.36509514,51.54838943
b8:bc:1b:cb:3f:6b,25.37068176,51.55062103
a4:91:b1:79:b5:fe,25.36398506,51.54931641
44:c3:46:83:13:58,25.36475945,51.54708481
84:47:65:31:c6:5c,25.3656559,51.54829407
dc:08:56:1b:13:41,25.36554337,51.54846954
14:a5:1a:13:7b:18,25.36473465,51.5480957
00:80:5a:49:c5:9a,25.36515236,51.54766083
e4:fb:5d:67:ff:c0,25.36420631,51.54840088
18:d2:76:79:ed:88,25.3653717,51.54893875
50:01:d9:17:7f:3c,25.36553574,51.54847717
5c:c3:07:2d:47:30,25.36846733,51.55137634
9c:97:26:a5:63:eb,25.36594009,51.54835129
26:4c:e3:23:76:04,25.36572075,51.54815292
f4:bf:80:c1:87:79,25.36538124,51.54893494
66:70:33:42:d4:bb,25.28360748,51.4838028
cc:16:7e:ca:13:21,25.36554909,51.54859543
ea:3c:85:30:88:f6,25.36553192,51.54825974
cc:16:7e:ca:13:20,25.36556053,51.54854202
f2:98:9d:9c:5f:f8,25.36554909,51.54831314
58:2a:f7:bd:ac:78,25.36554909,51.54831314
c4:07:2f:d2:9c:d4,25.36606598,51.54845047
