radio,mcc,net,area,cell,unit,lon,lat,range,samples,changeable,created,updated,averageSignal
UMTS,427,1,4104,2918880,0,51.52519226,25.35713196,1000,1,1,1458889321,1426932644,0
UMTS,427,1,4104,2917177,0,51.50047302,25.91468811,1000,1,1,1458889320,1436352206,0
UMTS,427,1,4104,2917436,0,51.52656555,25.33653259,1000,5,1,1458889320,1482277239,0
UMTS,427,1,4104,2917626,0,51.413956,25.433578,1000,3,1,1458889320,1492009458,0
UMTS,427,1,4104,2918455,0,51.49360657,25.3502655,1000,1,1,1458889321,1436969442,0
UMTS,427,1,4104,2917439,0,51.522945,25.343149,1000,11,1,1458889320,1471194908,0
UMTS,427,1,4104,2918653,0,51.49772644,25.3653717,1000,1,1,1458889321,1454185375,0
UMTS,427,1,4104,2917437,0,51.50871277,25.35163879,1000,1,1,1458889320,1438753015,0
UMTS,427,1,4104,2918650,0,51.49909973,25.3653717,1000,1,1,1458889321,1445486959,0
UMTS,427,1,4104,2918876,0,51.525879,25.359879,1000,2,1,1458889321,1482842024,0
UMTS,427,1,4104,2917182,0,51.50047302,25.91468811,1000,1,1,1458889320,1436907503,0
UMTS,427,1,4104,2918878,0,51.52519226,25.36125183,1000,2,1,1458889321,1470523307,0
UMTS,427,1,4104,2917183,0,51.50184631,25.91468811,1000,1,1,1458889320,1436352686,0
UMTS,427,1,4104,2917180,0,51.50047302,25.91468811,1000,1,1,1458889320,1437055711,0
UMTS,427,1,4104,2918562,0,51.47438049,25.59745789,1000,1,1,1458889321,1423063183,0
UMTS,427,1,4104,2917648,0,51.49223328,25.35438538,1000,1,1,1458889320,1442234898,0
UMTS,427,1,4104,2918872,0,51.42082214,25.41893005,1000,1,1,1458889321,1443523637,0
UMTS,427,1,4104,2917206,0,51.47987366,25.34614563,1000,1,1,1458889320,1442234898,0
UMTS,427,1,4104,2922849,0,51.50047302,25.45463562,1000,1,1,1458889321,1442594327,0
UMTS,427,1,4104,2922888,0,51.52519226,25.38322449,1000,2,1,1458889321,1492171705,0
UMTS,427,1,4104,2922620,0,51.56089783,25.86662292,1000,1,1,1458889321,1418301476,0
UMTS,427,1,4104,2919295,0,51.47026062,25.35438538,1000,1,1,1458889321,1442551933,0
UMTS,427,1,4104,2922757,0,51.543732,25.360565,1000,2,1,1458889321,1484578669,0
UMTS,427,1,4104,2922726,0,51.51695251,25.38047791,1000,1,1,1458889321,1441430444,0
UMTS,427,1,4104,2922826,0,51.557256,25.368895,1000,4,1,1458889321,1494491479,0
UMTS,427,1,4104,2922730,0,51.5196991,25.38734436,1000,1,1,1458889321,1441430453,0
UMTS,427,1,4104,2919299,0,51.46614075,25.35163879,1000,1,1,1458889321,1442551933,0
UMTS,427,1,4104,2922959,0,51.49086,25.40451,1000,2,1,1458889321,1469500626,0
UMTS,427,1,4104,2919296,0,51.46614075,25.35301208,1000,1,1,1458889321,1442551933,0
UMTS,427,1,4104,2935146,0,51.40708923,25.60020447,1000,1,1,1458889322,1430158220,0
UMTS,427,1,4104,2923258,0,51.5045929,25.34339905,1000,1,1,1458889321,1431219895,0
UMTS,427,1,4104,2934507,0,51.46614075,25.33241272,1000,1,1,1458889322,1408433799,0
UMTS,427,1,4104,2923406,0,51.505461,25.370093,1000,2,1,1458889321,1492540200,0
UMTS,427,1,4104,2934505,0,51.46888733,25.33378601,1000,1,1,1458889322,1408433799,0
UMTS,427,1,4104,2923435,0,51.53617859,25.37223816,1000,4,1,1458889322,1472306968,0
UMTS,427,1,4104,2935767,0,51.49360657,25.37498474,1000,1,1,1458889322,1448587782,0
UMTS,427,1,4104,2934687,0,51.51832581,25.33103943,1000,1,1,1458889322,1428404351,0
UMTS,427,1,4104,2923328,0,51.45240784,25.76087952,1000,1,1,1458889321,1444484410,0
UMTS,427,1,4104,2923497,0,51.52381897,25.38871765,1000,1,1,1458889322,1447579400,0
UMTS,427,1,4104,2923408,0,51.51283264,25.37910461,1000,1,1,1458889321,1442234800,0
UMTS,427,1,4104,2940085,0,51.466827,25.445023,1448,2,1,1458889323,1485351774,0
UMTS,427,1,4104,2940395,0,51.418426,25.490362,4016,13,1,1458889323,1493806382,0
UMTS,427,1,4104,2938825,0,51.402512,25.475235,1000,3,1,1458889323,1486547378,0
UMTS,427,1,4104,2938645,0,51.5032196,25.36399841,1000,1,1,1458889323,1439417236,0
UMTS,427,1,4104,2938996,0,51.43455505,25.39283752,1000,1,1,1458889323,1429817784,0
UMTS,427,1,4104,2939617,0,51.46064758,25.37498474,1000,1,1,1458889323,1442723589,0
UMTS,427,1,4104,2937167,0,51.49360657,25.90782166,1000,1,1,1458889322,1435018286,0
UMTS,427,1,4104,2940305,0,51.54853821,25.3653717,1000,1,1,1458889323,1442747293,0
UMTS,427,1,4104,2938876,0,51.52793884,25.35850525,1000,1,1,1458889323,1425345549,0
UMTS,427,1,4104,2937697,0,51.42494202,25.41069031,1000,1,1,1458889322,1429484796,0
UMTS,427,1,4104,2939506,0,51.63642883,25.88996887,1000,1,1,1458889323,1422711268,0
UMTS,427,1,4104,2944431,0,51.5196991,25.43266296,1000,1,1,1458889324,1453194041,0
UMTS,427,1,4104,2943870,0,51.550329,25.369228,1000,4,1,1458889323,1494081277,0
UMTS,427,1,4104,2941275,0,51.46202087,25.37361145,1000,1,1,1458889323,1442723589,0
UMTS,427,1,4104,2942935,0,51.51008606,25.39421082,1000,1,1,1458889323,1448983624,0
UMTS,427,1,4104,2942886,0,51.53892517,25.37223816,1000,1,1,1458889323,1450924771,0
UMTS,427,1,4104,2941425,0,51.48399353,25.58372498,1000,1,1,1458889323,1423125457,0
UMTS,427,1,4104,2941357,0,51.5032196,25.34202576,1000,1,1,1458889323,1424917553,0
UMTS,427,1,4104,2942888,0,51.52519226,25.37223816,1000,5,1,1458889323,1483345135,0
UMTS,427,1,4104,2941215,0,51.54853821,25.37086487,1000,1,1,1458889323,1426845948,0
UMTS,427,1,4104,2943406,0,51.50733948,25.37498474,1000,1,1,1458889323,1457467027,0
UMTS,427,1,4104,2942826,0,51.55952454,25.36811829,1000,1,1,1458889323,1451226980,0
UMTS,427,1,4104,2943515,0,51.51832581,25.71418762,1000,1,1,1458889323,1441280336,0
UMTS,427,1,4104,2943396,0,51.522102,25.364342,1000,4,1,1458889323,1472282776,0
UMTS,427,1,4104,2944406,0,51.420135,25.530167,1000,2,1,1458889324,1469612607,0
UMTS,427,1,3103,2194422,0,51.518936,25.274277,1000,9,1,1458889313,1492124397,0
UMTS,427,1,3103,2194669,0,51.53892517,25.26924133,1000,9,1,1458889313,1491820113,0
UMTS,427,1,3103,2194764,0,51.47644,25.252762,1000,2,1,1458889314,1475324069,0
UMTS,427,1,3103,2194983,0,51.577377,25.229416,1000,3,1,1458889314,1467000015,0
UMTS,427,1,3103,2194675,0,51.539612,25.269241,1000,4,1,1458889313,1483576965,0
UMTS,427,1,3103,2194981,0,51.563301,25.238686,1260,4,1,1458889314,1469716349,0
UMTS,427,1,3103,2194741,0,51.583099,25.26123,1000,6,1,1458889313,1488867688,0
UMTS,427,1,3103,2195987,0,51.54167175,25.27061462,1000,1,1,1458889314,1430282118,0
UMTS,427,1,3103,2195910,0,51.53617859,25.27748108,1000,4,1,1458889314,1492285447,0
UMTS,427,1,3103,2194763,0,51.47987366,25.24589539,1000,1,1,1458889314,1453468842,0
UMTS,427,1,3103,2195912,0,51.53617859,25.27885437,1000,6,1,1458889314,1489054411,0
UMTS,427,1,3103,2195095,0,51.483078,25.272446,1000,3,1,1458889314,1467950802,0
UMTS,427,1,3103,2195826,0,51.530685,25.265579,1000,3,1,1458889314,1481637971,0
UMTS,427,1,3103,2195093,0,51.47987366,25.27198792,1000,4,1,1458889314,1492124399,0
UMTS,427,1,3103,2195986,0,51.54167175,25.27061462,1000,1,1,1458889314,1432873578,0
UMTS,427,1,3103,2195904,0,51.53343201,25.27198792,1000,5,1,1458889314,1492124397,0
UMTS,427,1,3103,2195089,0,51.483994,25.274048,1000,2,1,1458889314,1485331150,0
UMTS,427,1,3103,2195185,0,51.49085999,25.2596283,1000,2,1,1458889314,1467329193,0
UMTS,427,1,3103,2194676,0,51.53892517,25.26786804,1000,11,1,1458889313,1483625019,0
UMTS,427,1,3103,2194746,0,51.58699,25.249557,1000,3,1,1458889314,1470751732,0
UMTS,427,1,3103,2196694,0,51.560623,25.227768,1000,5,1,1458889314,1489750696,0
UMTS,427,1,3103,2196550,0,51.5196991,25.26237488,1000,1,1,1458889314,1444808180,0
UMTS,427,1,3103,2196549,0,51.526051,25.262375,1000,8,1,1458889314,1476969706,0
UMTS,427,1,3103,2196556,0,51.52107239,25.26237488,1000,1,1,1458889314,1425670057,0
UMTS,427,1,3103,2196555,0,51.524211,25.263748,1000,7,1,1458889314,1474535490,0
UMTS,427,1,3103,2196535,0,51.54579163,25.25550842,1000,1,1,1458889314,1455433197,0
UMTS,427,1,3103,2196632,0,51.527481,25.273361,1000,3,1,1458889314,1478573719,0
UMTS,427,1,3103,2196015,0,51.48124695,25.26512146,1000,1,1,1458889314,1456063844,0
UMTS,427,1,3103,2196585,0,51.509743,25.270958,1000,8,1,1458889314,1469929732,0
UMTS,427,1,3103,2197077,0,51.507928,25.253939,1000,7,1,1458889315,1484749281,0
UMTS,427,1,3103,2197072,0,51.510635,25.255234,1000,5,1,1458889315,1490082995,0
UMTS,427,1,3103,2197795,0,51.51283264,25.27336121,1000,1,1,1458889315,1437387633,0
UMTS,427,1,3103,2197444,0,51.556091,25.242462,1000,2,1,1458889315,1486027330,0
UMTS,427,1,3103,2198160,0,51.53892517,25.26512146,1000,2,1,1458889315,1468234669,0
UMTS,427,1,3103,2198043,0,51.5032196,25.28160095,1000,3,1,1458889315,1488090953,0
UMTS,427,1,3103,2197602,0,51.543045,25.277756,1000,5,1,1458889315,1461271999,0
UMTS,427,1,3103,2198209,0,51.55432,25.251691,1000,9,1,1458889315,1494689233,0
UMTS,427,1,3103,2197172,0,51.57188416,25.27885437,1000,1,1,1458889315,1440980681,0
UMTS,427,1,3103,2197113,0,51.52519226,25.26237488,1000,1,1,1458889315,1443080776,0
UMTS,427,1,3103,2197897,0,51.523819,25.252566,1000,7,1,1458889315,1476969706,0
UMTS,427,1,3103,2198210,0,51.55265808,25.25138855,1000,1,1,1458889315,1455633785,0
UMTS,427,1,3103,2197385,0,51.47712708,25.26374817,1000,1,1,1458889315,1457853263,0
UMTS,427,1,3103,2198165,0,51.53892517,25.26649475,1000,4,1,1458889315,1468234669,0
UMTS,427,1,3103,2197166,0,51.51283264,25.27885437,1000,1,1,1458889315,1447670663,0
UMTS,427,1,3103,2197679,0,51.48948669,25.25688171,1000,1,1,1458889315,1442469542,0
UMTS,427,1,3103,2198040,0,51.50184631,25.28160095,1000,3,1,1458889315,1464391446,0
UMTS,427,1,3103,2197605,0,51.54304504,25.27885437,1000,1,1,1458889315,1447503242,0
UMTS,427,1,3103,2213259,0,51.496811,25.280685,1000,3,1,1458889316,1464391446,0
UMTS,427,1,3103,2199461,0,51.51557922,25.27748108,1000,1,1,1458889315,1452063930,0
UMTS,427,1,3103,2202267,0,51.579208,25.226669,1000,3,1,1458889316,1464859520,0
UMTS,427,1,3103,2212880,0,51.51283264,25.26374817,1000,1,1,1458889316,1457202632,0
UMTS,427,1,3103,2201319,0,51.55265808,25.26649475,1000,1,1,1458889315,1458213201,0
UMTS,427,1,3103,2202253,0,51.5196991,25.26786804,1000,1,1,1458889316,1445224960,0
UMTS,427,1,3103,2198496,0,51.51420593,25.25413513,1000,5,1,1458889315,1475205733,0
UMTS,427,1,3103,2202263,0,51.587906,25.221176,1000,3,1,1458889316,1473075784,0
UMTS,427,1,3103,2201980,0,51.53068542,25.26237488,1000,1,1,1458889315,1441805264,0
UMTS,427,1,3103,2200522,0,51.550598,25.258255,1000,2,1,1458889315,1461002458,0
UMTS,427,1,3103,2215910,0,51.538239,25.277481,1000,2,1,1458889316,1477066026,0
UMTS,427,1,3103,2214981,0,51.56913757,25.22941589,1000,1,1,1458889316,1453682094,0
UMTS,427,1,3103,2215901,0,51.534119,25.271988,1000,2,1,1458889316,1484974591,0
UMTS,427,1,3103,2217111,0,51.525192,25.264925,1000,7,1,1458889316,1490708282,0
UMTS,427,1,3103,2217440,0,51.53755188,25.24589539,1000,1,1,1458889317,1450406382,0
UMTS,427,1,3103,2213710,0,51.554581,25.262375,1000,5,1,1458889316,1481577473,0
UMTS,427,1,3103,2215039,0,51.558609,25.234452,1484,3,1,1458889316,1483904303,0
UMTS,427,1,3103,2217109,0,51.525192,25.264435,1000,2,1,1458889316,1490663155,0
UMTS,427,1,3103,2213530,0,51.51145935,25.258255,1000,1,1,1458889316,1437883145,0
UMTS,427,1,3103,2214410,0,51.55128479,25.25001526,1000,1,1,1458889316,1427806479,0
UMTS,427,1,3103,2214409,0,51.549811,25.255609,1000,41,1,1458889316,1491958000,0
UMTS,427,1,3103,2213859,0,51.52519226,25.26786804,1000,1,1,1458889316,1435593901,0
UMTS,427,1,3103,2220521,0,51.52656555,25.258255,1000,1,1,1458889317,1424754951,0
UMTS,427,1,3103,2219739,0,51.67762756,25.26786804,1000,1,1,1458889317,1427549751,0
UMTS,427,1,3103,2219720,0,51.53755188,25.25550842,1000,7,1,1458889317,1492124399,0
UMTS,427,1,3103,2218210,0,51.54853821,25.25276184,1000,1,1,1458889317,1451432811,0
UMTS,427,1,3103,2219130,0,51.548538,25.277481,1000,2,1,1458889317,1486642587,0
UMTS,427,1,3103,2223006,0,51.5032196,25.28297424,1000,1,1,1458889317,1443803285,0
UMTS,427,1,3103,2219000,0,51.49909973,25.28160095,1000,1,1,1458889317,1451527191,0
UMTS,427,1,3103,2219001,0,51.50047302,25.28434753,1000,1,1,1458889317,1451491486,0
UMTS,427,1,3103,2217671,0,51.52656555,25.27061462,1000,1,1,1458889317,1446892544,0
UMTS,427,1,3103,2219239,0,51.526566,25.271645,1000,4,1,1458889317,1483890965,0
UMTS,427,1,3103,2219140,0,51.60209656,25.27198792,1000,1,1,1458889317,1450058997,0
UMTS,427,1,3103,2220520,0,51.528625,25.253449,1000,2,1,1458889317,1478781279,0
UMTS,427,1,3103,2219740,0,51.63917542,25.29121399,1000,1,1,1458889317,1427549751,0
UMTS,427,1,3103,2222849,0,51.548557,25.267238,1000,3,1,1458889317,1505850569,0
UMTS,427,1,3103,2219721,0,51.533089,25.255165,1000,4,1,1458889317,1489913647,0
UMTS,427,1,3103,2222854,0,51.54438,25.264446,1000,8,1,1458889317,1505704759,0
UMTS,427,1,3103,2220540,0,51.50871277,25.26786804,1000,1,1,1458889317,1453429888,0
UMTS,427,1,3103,2223430,0,51.604843,25.2491,1000,6,1,1458889318,1484052811,0
UMTS,427,1,3103,2223421,0,51.589737,25.275421,1000,4,1,1458889318,1488867688,0
UMTS,427,1,3103,2223342,0,51.608688,25.268143,1000,5,1,1458889318,1471307009,0
UMTS,427,1,3103,2223727,0,51.53205872,25.25413513,1000,3,1,1458889318,1467538269,0
UMTS,427,1,3103,2223743,0,51.63505554,25.28709412,1000,1,1,1458889318,1449568242,0
UMTS,427,1,3103,2223146,0,51.606674,25.278168,1000,6,1,1458889317,1471307009,0
UMTS,427,1,3103,2223303,0,51.6103363,25.24864197,1000,2,1,1458889317,1477880463,0
UMTS,427,1,3103,2223720,0,51.521063,25.25863,1681,6,1,1458889318,1505876779,0
UMTS,427,1,3103,2223314,0,51.55677795,25.2596283,1000,5,1,1458889318,1492124399,0
UMTS,427,1,3103,2223426,0,51.59111023,25.27198792,1000,1,1,1458889318,1432861948,0
UMTS,427,1,3103,2223561,0,51.572729,25.277904,1000,13,1,1458889318,1483054094,0
UMTS,427,1,3103,2223343,0,51.609993,25.261688,1000,4,1,1458889318,1491974852,0
UMTS,427,1,3103,2223172,0,51.53205872,25.27061462,1000,1,1,1458889317,1454168407,0
UMTS,427,1,3103,2223171,0,51.53068542,25.27061462,1000,2,1,1458889317,1481637971,0
UMTS,427,1,3103,2223310,0,51.56089783,25.25688171,1000,3,1,1458889317,1492124399,0
UMTS,427,1,3103,2923396,0,51.52244568,25.3653717,1000,1,1,1458889318,1435482169,0
UMTS,427,1,3103,2914907,0,51.52656555,25.37635803,1000,1,1,1458889318,1435482169,0
UMTS,427,1,3103,2225211,0,51.61582947,25.258255,1000,1,1,1458889318,1448693950,0
UMTS,427,1,3103,3663531,0,51.48124695,25.28709412,1000,1,1,1458889318,1433512913,0
UMTS,427,1,3103,4336185,0,51.50596619,25.28434753,1000,1,1,1458889318,1456823480,0
UMTS,427,1,4104,2893786,0,51.41532898,25.70457458,1000,2,1,1458889318,1478685535,0
UMTS,427,1,3103,3665237,0,51.47438049,25.27610779,1000,2,1,1458889318,1467329205,0
UMTS,427,1,3103,2224619,0,51.47712708,25.26512146,1000,2,1,1458889318,1467703971,0
UMTS,427,1,4104,24431,0,51.37413025,25.72242737,1000,1,1,1458889318,1437647170,0
UMTS,427,1,3103,4364454,0,51.57518,25.273361,1000,5,1,1458889318,1474999524,0
UMTS,427,1,4104,2893727,0,51.458588,25.568619,1000,2,1,1458889318,1487579146,0
UMTS,427,1,3103,2224545,0,51.52656555,25.2747345,1000,1,1,1458889318,1453876057,0
UMTS,427,1,3103,2224546,0,51.52107239,25.27061462,1000,1,1,1458889318,1452854425,0
UMTS,427,1,4104,2894120,0,51.522556,25.362943,1018,2,1,1458889319,1492540200,0
UMTS,427,1,4104,2897809,0,51.54441833,25.37498474,1000,2,1,1458889319,1471803221,0
UMTS,427,1,4104,2894155,0,51.50733948,25.35163879,1000,1,1,1458889319,1451692589,0
UMTS,427,1,4104,2894375,0,51.52244568,25.39421082,1000,1,1,1458889319,1454876401,0
UMTS,427,1,4104,2913985,0,51.460707,25.405377,1000,2,1,1458889319,1494154497,0
UMTS,427,1,4104,2899120,0,51.521072,25.357524,1000,7,1,1458889319,1491131355,0
UMTS,427,1,4104,2902586,0,51.38511658,25.47935486,1000,1,1,1458889319,1435490807,0
UMTS,427,1,4104,2915681,0,51.43867493,25.38597107,1000,1,1,1458889320,1445969970,0
UMTS,427,1,4104,2914640,0,51.51832581,25.93254089,1000,7,1,1458889319,1471859604,0
UMTS,427,1,4104,2914651,0,51.47575378,25.38047791,1000,1,1,1458889319,1447579405,0
UMTS,427,1,4104,2914565,0,51.48262,25.359421,1000,3,1,1458889319,1462438919,0
UMTS,427,1,4104,2914685,0,51.52107239,25.34614563,1000,1,1,1458889319,1446731326,0
UMTS,427,1,4104,2914916,0,51.48536682,25.33653259,1000,1,1,1458889319,1442234898,0
UMTS,427,1,4104,2915765,0,51.50116,25.379105,1000,2,1,1458889320,1469500626,0
UMTS,427,1,4104,2914890,0,51.47438049,25.3653717,1000,1,1,1458889319,1442551933,0
UMTS,427,1,4104,2915766,0,51.49772644,25.37361145,1000,1,1,1458889320,1450924820,0
UMTS,427,1,4104,2915018,0,51.530991,25.350113,1000,18,1,1394203872,1465366536,0
UMTS,427,1,4104,2914528,0,51.49223328,25.37773132,1000,1,1,1458889319,1457336599,0
UMTS,427,1,4104,2914907,0,51.52381897,25.37635803,1000,3,1,1458889319,1492171705,0
UMTS,427,1,4104,2914909,0,51.526413,25.370865,1000,9,1,1458889319,1492124397,0
UMTS,427,1,4104,2916513,0,51.40846252,25.49171448,1000,1,1,1458889320,1443523637,0
UMTS,427,1,4104,2916508,0,51.408463,25.471802,1000,2,1,1458889320,1475895417,0
UMTS,427,1,4104,2916512,0,51.405029,25.470429,1000,2,1,1396291641,1430158221,0
UMTS,427,1,4104,2915920,0,51.54441833,25.87486267,1000,1,1,1458889320,1444575908,0
UMTS,427,1,4104,2916857,0,51.52519226,25.38597107,1000,1,1,1458889320,1441162782,0
UMTS,427,1,4104,2917166,0,51.50596619,25.89271545,1000,1,1,1458889320,1431078257,0
UMTS,427,1,4104,2916281,0,51.43043518,25.40107727,1000,1,1,1458889320,1452350944,0
UMTS,427,1,4104,2915919,0,51.5499115,25.86799622,1000,1,1,1458889320,1447724483,0
UMTS,427,1,4104,2916511,0,51.40708923,25.47798157,1000,1,1,1458889320,1443523637,0
UMTS,427,1,4104,2916505,0,51.40846252,25.47386169,1000,1,1,1458889320,1443523637,0
UMTS,427,1,4104,2916282,0,51.429661,25.391752,1000,3,1,1458889320,1492540200,0
UMTS,427,1,4104,2915925,0,51.38786316,25.6716156,1000,1,1,1458889320,1430893346,0
UMTS,427,1,4104,2915916,0,51.51832581,25.82130432,1000,1,1,1458889320,1436751340,0
UMTS,427,1,4104,2916185,0,51.48536682,25.57548523,1000,1,1,1458889320,1423063186,0
UMTS,427,1,4104,2916859,0,51.53068542,25.38047791,1000,2,1,1458889320,1492243922,0
UMTS,427,1,4104,2916169,0,51.45927429,25.57136536,1000,1,1,1458889320,1436907517,0
UMTS,427,1,4104,2916275,0,51.43054,25.400115,1000,2,1,1458889320,1506099155,0
UMTS,427,1,4104,2916503,0,51.5032196,25.34751892,1000,1,1,1458889320,1454185375,0
UMTS,427,1,4104,2916565,0,51.51557922,25.35163879,1000,1,1,1458889320,1454185375,0
UMTS,427,1,4104,2918825,0,51.3974762,25.46836853,1000,1,1,1458889321,1442146312,0
UMTS,427,1,4104,2917766,0,51.44691467,25.54115295,1000,1,1,1458889320,1434817373,0
UMTS,427,1,4104,2918477,0,51.45927429,25.39970398,1000,1,1,1458889321,1430148488,0
UMTS,427,1,4104,2918635,0,51.52244568,25.40245056,1000,1,1,1458889321,1448983708,0
UMTS,427,1,4104,2917440,0,51.51008606,25.35163879,1000,1,1,1458889320,1435257264,0
UMTS,427,1,4104,2918639,0,51.51695251,25.39970398,1000,1,1,1458889321,1443714518,0
UMTS,427,1,4104,2917442,0,51.521988,25.344543,1000,6,1,1458889320,1470453107,0
UMTS,427,1,4104,2917646,0,51.48536682,25.34614563,1000,1,1,1458889320,1442723589,0
UMTS,427,1,4104,2922758,0,51.55952454,25.36399841,1000,1,1,1458889321,1453377297,0
UMTS,427,1,4104,2919148,0,51.42906189,25.95039368,1000,1,1,1458889321,1424420726,0
UMTS,427,1,4104,2920317,0,51.55128479,25.37086487,1000,1,1,1458889321,1455361991,0
UMTS,427,1,4104,2922976,0,51.51557922,25.35987854,1000,1,1,1458889321,1452758594,0
UMTS,427,1,4104,2919218,0,51.532745,25.84671,1000,2,1,1458889321,1471644205,0
UMTS,427,1,4104,2919221,0,51.53343201,25.84739685,1000,1,1,1458889321,1436665346,0
UMTS,427,1,4104,2922893,0,51.53068542,25.37223816,1000,7,1,1458889321,1472097473,0
UMTS,427,1,4104,2919215,0,51.53343201,25.84739685,1000,1,1,1458889321,1430158221,0
UMTS,427,1,4104,2922829,0,51.55403137,25.36811829,1000,1,1,1458889321,1448190237,0
UMTS,427,1,4104,2919511,0,51.65290833,25.89683533,1000,1,1,1458889321,1418651322,0
UMTS,427,1,4104,2922755,0,51.55952454,25.36811829,1000,1,1,1458889321,1452599671,0
UMTS,427,1,4104,2922978,0,51.51557922,25.36399841,1000,2,1,1458889321,1491131355,0
UMTS,427,1,4104,2919029,0,51.4881134,25.37498474,1000,4,1,1458889321,1465697357,0
UMTS,427,1,4104,2920320,0,51.56089783,25.36811829,1000,1,1,1458889321,1447425118,0
UMTS,427,1,4104,2919297,0,51.46476746,25.35438538,1000,1,1,1458889321,1442551933,0
UMTS,427,1,4104,2922728,0,51.52244568,25.3818512,1000,1,1,1458889321,1448983697,0
UMTS,427,1,4104,2922958,0,51.49085999,25.40519714,1000,1,1,1458889321,1423063335,0
UMTS,427,1,4104,2935765,0,51.500473,25.379791,1000,2,1,1458889322,1469500626,0
UMTS,427,1,4104,2923440,0,51.53205872,25.37086487,1000,2,1,1458889322,1470024287,0
UMTS,427,1,4104,2933936,0,51.34941101,25.85289001,1000,1,1,1458889322,1445096194,0
UMTS,427,1,4104,2923260,0,51.5348053,25.3653717,1000,1,1,1458889321,1408433849,0
UMTS,427,1,4104,2923443,0,51.532255,25.371846,1000,7,1,1458889322,1472097473,0
UMTS,427,1,4104,2923413,0,51.50596619,25.37773132,1000,1,1,1458889322,1446738922,0
UMTS,427,1,4104,2935676,0,51.43730164,25.38047791,1000,1,1,1458889322,1447579414,0
UMTS,427,1,4104,2934646,0,51.47163391,25.37361145,1000,1,1,1458889322,1441794887,0
UMTS,427,1,4104,2934645,0,51.47026062,25.37773132,1000,1,1,1458889322,1438814943,0
UMTS,427,1,4104,2934887,0,51.4730072,25.36811829,1000,1,1,1458889322,1448961328,0
UMTS,427,1,4104,2923410,0,51.50184631,25.37635803,1000,1,1,1458889321,1446738922,0
UMTS,427,1,4104,2923402,0,51.52107239,25.36399841,1000,13,1,1458889321,1490927275,0
UMTS,427,1,4104,2934506,0,51.46476746,25.33103943,1000,1,1,1458889322,1408433799,0
UMTS,427,1,4104,2937435,0,51.521072,25.356789,1000,4,1,1458889322,1482589975,0
UMTS,427,1,4104,2938646,0,51.50047302,25.35987854,1000,1,1,1458889323,1451912092,0
UMTS,427,1,4104,2940476,0,51.49909973,25.38871765,1000,2,1,1458889323,1469500626,0
UMTS,427,1,4104,2938797,0,51.42082214,25.701828,1000,1,1,1458889323,1439493502,0
UMTS,427,1,4104,2939839,0,51.35215759,25.8089447,1000,1,1,1458889323,1436182801,0
UMTS,427,1,4104,2936730,0,51.55815125,25.85838318,1000,1,1,1458889322,1418301476,0
UMTS,427,1,4104,2937396,0,51.43180847,25.5493927,1000,1,1,1458889322,1444373202,0
UMTS,427,1,4104,2936435,0,51.4730072,25.57136536,1000,1,1,1458889322,1423063183,0
UMTS,427,1,4104,2935996,0,51.46614075,25.34751892,1000,1,1,1458889322,1447579407,0
UMTS,427,1,4104,2938867,0,51.41944885,25.42167664,1000,1,1,1458889323,1443013939,0
UMTS,427,1,4104,2940307,0,51.54167175,25.37086487,1000,1,1,1458889323,1448093877,0
UMTS,427,1,4104,2944426,0,51.49909973,25.40245056,1000,1,1,1458889324,1441162782,0
UMTS,427,1,4104,2942889,0,51.53617859,25.37223816,1000,1,1,1458889323,1450924771,0
UMTS,427,1,4104,2942977,0,51.51008606,25.36125183,1000,2,1,1458889323,1472282817,0
UMTS,427,1,4104,2943097,0,51.54029846,25.37223816,1000,1,1,1458889323,1437630364,0
UMTS,427,1,4104,2943395,0,51.52381897,25.37773132,1000,1,1,1458889323,1448610080,0
UMTS,427,1,4104,2941276,0,51.457901,25.37498474,1000,1,1,1458889323,1442723589,0
UMTS,427,1,4104,2944310,0,51.539612,25.367432,1000,2,1,1458889323,1492124397,0
UMTS,427,1,4104,2943839,0,51.34803772,25.81169128,1000,1,1,1458889323,1456571446,0
UMTS,427,1,4104,2943327,0,51.42356873,25.75813293,1000,1,1,1458889323,1434862075,0
UMTS,427,1,4104,2942725,0,51.52793884,25.37910461,1000,1,1,1458889323,1452154742,0
UMTS,427,1,4104,2944399,0,51.41120911,25.46836853,1000,1,1,1458889323,1448110270,0
UMTS,427,1,3103,2196557,0,51.518555,25.263748,1000,6,1,1458889314,1474535490,0
UMTS,427,1,3103,2197687,0,51.54304504,25.26374817,1000,1,1,1458889315,1429926842,0
UMTS,427,1,3103,2197162,0,51.51420593,25.28160095,1000,1,1,1458889315,1451352119,0
UMTS,427,1,3103,2197675,0,51.52931213,25.27061462,1000,1,1,1458889315,1453363351,0
UMTS,427,1,3103,2197889,0,51.52793884,25.25138855,1000,1,1,1458889315,1455433164,0
UMTS,427,1,3103,2197769,0,51.51283264,25.27885437,1000,1,1,1458889315,1432098808,0
UMTS,427,1,3103,2197671,0,51.52656555,25.27198792,1000,3,1,1458889315,1490663180,0
UMTS,427,1,3103,2197379,0,51.47712708,25.26374817,1000,1,1,1458889315,1457853263,0
UMTS,427,1,3103,2197164,0,51.50871277,25.28022766,1000,2,1,1458889315,1490801602,0
UMTS,427,1,3103,2198045,0,51.5032196,25.28297424,1000,2,1,1458889315,1473495508,0
