radio,mcc,net,area,cell,unit,lon,lat,range,samples,changeable,created,updated,averageSignal
GSM,427,2,1143,25603,0,51.515579,25.232712,1000,5,1,1458630592,1478182223,0
GSM,427,2,1143,22131,0,51.523476,25.239716,1000,4,1,1458630592,1488501320,0
GSM,427,2,1143,11493,0,51.51145935,25.25001526,1000,2,1,1458630592,1478182217,0
GSM,427,2,1143,24103,0,51.49189,25.22049,1073,4,1,1458630592,1487692939,0
GSM,427,2,1143,14111,0,51.504593,25.205612,1000,6,1,1458630592,1488501320,0
GSM,427,2,1143,24102,0,51.512661,25.214653,1000,8,1,1458630592,1487692939,0
GSM,427,2,1151,13491,0,51.38237,25.19508362,1000,1,1,1458630592,1455771338,0
GSM,427,2,1151,13211,0,51.30958557,25.22941589,1000,1,1,1458630592,1449058102,0
GSM,427,2,1143,24101,0,51.47850037,25.21842957,1000,1,1,1458630592,1455715223,0
GSM,427,2,1143,11492,0,51.517868,25.239487,1000,3,1,1458630592,1478182217,0
GSM,427,2,1143,21492,0,51.515579,25.242462,1000,2,1,1458630592,1478182217,0
GSM,427,2,1160,10351,0,51.436958,25.401421,2799,4,1,1458630593,1478182211,0
GSM,427,2,1160,16082,0,51.44828796,25.42442322,1000,1,1,1458630593,1449198763,0
GSM,427,2,1160,18601,0,51.442795,25.426483,1000,2,1,1458630593,1478182211,0
GSM,427,2,1160,17211,0,51.539612,25.400391,1000,2,1,1458630593,1482961392,0
GSM,427,2,1160,19121,0,51.422883,25.468026,3224,4,1,1458630593,1478182211,0
GSM,427,2,1160,15461,0,51.48674,25.451202,1000,2,1,1458630593,1482961392,0
GSM,427,2,1160,12922,0,51.412857,25.480728,2146,5,1,1458630593,1484444878,0
GSM,427,2,1151,19843,0,51.37001038,25.21156311,1000,1,1,1458630592,1441779462,0
GSM,427,2,1151,23212,0,51.34666443,25.17997742,1000,1,1,1458630592,1455771338,0
GSM,427,2,1151,19642,0,51.346664,25.155945,1000,2,1,1458630592,1469539086,0
GSM,427,2,1160,16083,0,51.435585,25.428543,1312,4,1,1458630593,1479043651,0
GSM,427,2,1160,12923,0,51.389335,25.486418,2025,14,1,1458630593,1484444878,0
GSM,427,2,1160,13082,0,51.5032196,25.43815613,1000,1,1,1458630593,1449081407,0
GSM,427,2,1151,17473,0,51.35353088,25.22117615,1000,1,1,1458630592,1452605881,0
GSM,427,2,1160,20343,0,51.36863708,25.40245056,1000,1,1,1458630593,1449058177,0
GSM,427,2,1151,18901,0,51.39472961,25.18409729,1000,1,1,1458630592,1455715212,0
GSM,427,2,1151,29842,0,51.41807556,25.21842957,1000,1,1,1458630593,1455715201,0
GSM,427,2,1151,23211,0,51.30821228,25.2280426,1000,1,1,1458630592,1449058067,0
GSM,427,2,1160,10621,0,51.497726,25.390091,1000,3,1,1458630593,1483188099,0
GSM,427,2,1160,14553,0,51.406746,25.444679,1093,4,1,1458630593,1478182211,0
GSM,427,2,1151,26702,0,51.387863,25.20195,1000,2,1,1458630592,1481035099,0
GSM,427,2,1151,23592,0,51.37687683,25.19096375,1000,1,1,1458630592,1455771338,0
GSM,427,2,1151,26213,0,51.30821228,25.22941589,1000,1,1,1458630592,1449058067,0
GSM,427,2,1151,18903,0,51.354561,25.170364,1000,4,1,1458630592,1484055117,0
GSM,427,2,1171,13241,0,51.58493,25.131226,1617,2,1,1458630593,1468482662,0
GSM,427,2,1171,12583,0,51.59111023,25.20057678,1000,1,1,1458630593,1440373525,0
GSM,427,2,1160,22922,0,51.415133,25.471312,3616,7,1,1458630593,1484444878,0
GSM,427,2,1171,12543,0,51.59385681,25.1978302,1000,1,1,1458630593,1440373525,0
GSM,427,2,1171,12371,0,51.560898,25.158005,1000,2,1,1458630593,1468482662,0
GSM,427,2,1171,12373,0,51.5348053,25.17036438,1000,1,1,1458630593,1451578103,0
GSM,427,2,1171,12551,0,51.60758972,25.16349792,1000,1,1,1458630593,1454066627,0
GSM,427,2,1160,20623,0,51.493607,25.402794,1000,4,1,1458630593,1484169255,0
GSM,427,2,1171,12542,0,51.59934998,25.16624451,1000,1,1,1458630593,1454066627,0
GSM,427,2,1160,20622,0,51.49360657,25.40382385,1000,1,1,1458630593,1457444724,0
GSM,427,2,1171,12571,0,51.60484314,25.15113831,1000,1,1,1458630593,1453976402,0
GSM,427,2,1171,15831,0,51.60346985,25.15388489,1000,1,1,1458630593,1454066627,0
GSM,427,2,1171,12572,0,51.60346985,25.15113831,1000,1,1,1458630593,1453976402,0
GSM,427,2,1171,12391,0,51.59934998,25.15663147,1000,1,1,1458630593,1451644806,0
GSM,427,2,1171,16261,0,51.54853821,25.02204895,1000,1,1,1458630593,1452061563,0
GSM,427,2,1171,15371,0,51.41120911,25.09757996,1000,2,1,1458630593,1460791483,0
GSM,427,2,1171,13643,0,51.42906189,25.07972717,1000,3,1,1458630593,1462080072,0
GSM,427,2,1171,26952,0,51.60072327,25.16899109,1000,1,1,1458630594,1452646379,0
GSM,427,2,1171,23642,0,51.43180847,25.0756073,1000,3,1,1458630594,1462080072,0
GSM,427,2,1171,27133,0,51.385803,25.128479,1000,2,1,1458630594,1462909033,0
GSM,427,2,1171,23403,0,51.442795,25.067368,1000,2,1,1458630594,1462080072,0
GSM,427,2,1171,22563,0,51.59797668,25.17448425,1000,1,1,1458630594,1454385935,0
GSM,427,2,1171,22562,0,51.59797668,25.17173767,1000,1,1,1458630594,1454385935,0
GSM,427,2,1171,19021,0,51.53617859,25.16624451,1000,1,1,1458630594,1448862083,0
GSM,427,2,1171,18983,0,51.60346985,25.15113831,1000,1,1,1458630594,1453976402,0
GSM,427,2,1171,24191,0,51.58699036,25.21018982,1000,1,1,1458630594,1440373525,0
GSM,427,2,1171,17423,0,51.58287048,25.20469666,1000,1,1,1458630594,1449807479,0
GSM,427,2,1171,19042,0,51.59248352,25.21018982,1000,1,1,1458630594,1440373525,0
GSM,427,2,1171,19191,0,51.48674011,25.16899109,1000,1,1,1458630594,1449667641,0
GSM,427,2,1171,26253,0,51.54853821,25.02204895,1000,1,1,1458630594,1452061563,0
GSM,427,2,1171,25853,0,51.59111023,25.1978302,1000,1,1,1458630594,1449807467,0
GSM,427,2,1171,19031,0,51.587955,25.1684,1000,2,1,1458630594,1494402957,0
GSM,427,2,1171,23651,0,51.49635315,25.21018982,1000,1,1,1458630594,1458052623,0
GSM,427,2,1171,19193,0,51.48262024,25.1676178,1000,1,1,1458630594,1450171106,0
GSM,427,2,1171,19203,0,51.43592834,25.16212463,1000,1,1,1458630594,1447853697,0
GSM,427,2,1171,27063,0,51.51420593,25.12229919,1000,1,1,1458630594,1454470042,0
GSM,427,2,9302,23391,0,51.3658905,25.20195007,1000,1,1,1458630595,1447028680,0
GSM,427,2,1171,29203,0,51.43318176,25.15388489,1000,1,1,1458630595,1444041297,0
GSM,427,2,9201,45313,0,51.3658905,25.20195007,1000,1,1,1458630595,1447027419,0
GSM,427,2,1171,28992,0,51.580124,25.104446,1000,2,1,1458630594,1468482662,0
GSM,427,2,1171,28942,0,51.59797668,25.17311096,1000,1,1,1458630594,1454032154,0
GSM,427,2,1171,13243,0,51.567764,25.078354,1000,2,1,1458630593,1468482662,0
GSM,427,2,1160,25461,0,51.48536682,25.45051575,1000,1,1,1458630593,1457444724,0
GSM,427,2,1171,15843,0,51.59934998,25.15800476,1000,1,1,1458630593,1451644806,0
GSM,427,2,1171,12372,0,51.5348053,25.16487122,1000,1,1,1458630593,1451280161,0
GSM,427,2,1171,15541,0,51.56639099,25.07011414,1000,1,1,1458630593,1453700115,0
GSM,427,2,1171,13361,0,51.60758972,25.02342224,1000,1,1,1458630593,1453180859,0
GSM,427,2,1171,12561,0,51.59797668,25.17173767,1000,2,1,1458630593,1460969490,0
GSM,427,2,1171,13403,0,51.444626,25.063705,1000,3,1,1458630593,1469539086,0
GSM,427,2,1160,23082,0,51.502533,25.438156,1000,2,1,1458630593,1482961392,0
GSM,427,2,1171,17063,0,51.51420593,25.12367249,1000,1,1,1458630594,1454470042,0
GSM,427,2,1171,16263,0,51.477814,25.049515,1000,2,1,1458630594,1460791478,0
GSM,427,2,1171,13501,0,51.60484314,25.00831604,1000,1,1,1458630593,1453878854,0
GSM,427,2,1160,23043,0,51.48124695,25.46562195,1000,1,1,1458630593,1457444702,0
GSM,427,2,1171,15373,0,51.39198303,25.11405945,1000,2,1,1458630593,1466660624,0
GSM,427,2,1171,15852,0,51.59660339,25.17723083,1000,1,1,1458630593,1451280161,0
GSM,427,2,1171,15832,0,51.568451,25.076981,1000,2,1,1458630593,1488423208,0
GSM,427,2,1160,25463,0,51.47438049,25.46974182,1000,1,1,1458630593,1457444724,0
GSM,427,2,1171,12363,0,51.60209656,25.1978302,1000,1,1,1458630593,1440373525,0
GSM,427,2,1160,26083,0,51.44416809,25.44090271,1000,1,1,1458630593,1452579059,0
GSM,427,2,1160,20662,0,51.439705,25.380478,1829,4,1,1458630593,1478182212,0
GSM,427,2,1171,15841,0,51.59934998,25.15937805,1000,1,1,1458630593,1451644806,0
GSM,427,2,1171,15842,0,51.60072327,25.15663147,1000,1,1,1458630593,1453847798,0
GSM,427,2,1171,14981,0,51.60072327,25.15663147,1000,2,1,1458630593,1460969490,0
GSM,427,2,1171,17131,0,51.42219543,25.13328552,1000,1,1,1458630594,1443741709,0
GSM,427,2,1171,16461,0,51.5952301,25.04264832,1000,1,1,1458630594,1454322337,0
GSM,427,2,1171,14983,0,51.59934998,25.15800476,1000,1,1,1458630593,1451644806,0
GSM,427,2,1171,15853,0,51.5348053,25.19645691,1000,1,1,1458630593,1451578103,0
GSM,427,2,1171,12562,0,51.59797668,25.17036438,1000,1,1,1458630593,1454032154,0
GSM,427,2,1160,25311,0,51.431808,25.424881,1658,3,1,1458630593,1478182211,0
GSM,427,2,1171,17303,0,51.60346985,25.02754211,1000,1,1,1458630594,1454322337,0
GSM,427,2,1171,26953,0,51.59797668,25.17173767,1000,1,1,1458630594,1453987176,0
GSM,427,2,1171,26463,0,51.569138,25.065994,1000,2,1,1458630594,1460791483,0
GSM,427,2,1171,22372,0,51.52519226,25.14564514,1000,1,1,1458630594,1454470042,0
GSM,427,2,1171,24981,0,51.59935,25.157318,1000,2,1,1458630594,1460969490,0
GSM,427,2,1171,24982,0,51.59934998,25.1525116,1000,2,1,1458630594,1460969490,0
GSM,427,2,1171,25843,0,51.59934998,25.15937805,1000,1,1,1458630594,1451644806,0
GSM,427,2,1171,22553,0,51.60621643,25.16075134,1000,1,1,1458630594,1454066627,0
GSM,427,2,1171,25851,0,51.5952301,25.18135071,1000,1,1,1458630594,1451280161,0
GSM,427,2,1171,18141,0,51.585617,25.214996,1000,2,1,1458630594,1460969490,0
GSM,427,2,1171,17673,0,51.46888733,25.11268616,1000,1,1,1458630594,1455019889,0
GSM,427,2,1171,27301,0,51.6103363,25.02891541,1000,1,1,1458630594,1454322337,0
GSM,427,2,1171,18941,0,51.59797668,25.17585754,1000,1,1,1458630594,1453180859,0
GSM,427,2,1171,24261,0,51.5952301,25.00007629,1000,1,1,1458630594,1453878854,0
GSM,427,2,1171,25371,0,51.41120911,25.09757996,1000,4,1,1458630594,1465367682,0
GSM,427,2,1171,25832,0,51.59934998,25.14839172,1000,1,1,1458630594,1452394268,0
GSM,427,2,1171,22373,0,51.5348053,25.17173767,1000,1,1,1458630594,1451578103,0
GSM,427,2,1171,26252,0,51.59111023,25.01106262,1000,1,1,1458630594,1453878854,0
GSM,427,2,1171,18943,0,51.59660339,25.17997742,1000,1,1,1458630594,1449807467,0
GSM,427,2,1171,25842,0,51.59934998,25.15800476,1000,1,1,1458630594,1451644806,0
GSM,427,2,1171,25542,0,51.59385681,25.03990173,1000,1,1,1458630594,1454322337,0
GSM,427,2,1171,22383,0,51.5952301,25.21018982,1000,1,1,1458630594,1440373525,0
GSM,427,2,1171,27062,0,51.59385681,25.16212463,1000,1,1,1458630594,1450855334,0
GSM,427,2,1171,29023,0,51.53617859,25.17585754,1000,1,1,1458630595,1451578103,0
GSM,427,2,1171,27303,0,51.60621643,25.02342224,1000,1,1,1458630594,1454322337,0
GSM,427,2,1171,29022,0,51.547581,25.165308,1000,50,1,1458630595,1505239115,0
GSM,427,2,1151,26703,0,51.37001038,25.21156311,1000,1,1,1458630593,1441779462,0
GSM,427,2,1171,15811,0,51.60484314,25.00282288,1000,1,1,1458630593,1452646379,0
GSM,427,2,1160,26102,0,51.376377,25.431789,2250,11,1,1458630593,1484444878,0
GSM,427,2,1160,24672,0,51.38511658,25.43128967,1000,1,1,1458630593,1454106504,0
GSM,427,2,1171,16952,0,51.59797668,25.17173767,1000,1,1,1458630594,1454385935,0
GSM,427,2,1160,25321,0,51.47712708,25.45600891,1000,1,1,1458630593,1457444724,0
GSM,427,2,1171,16953,0,51.59797668,25.17173767,1000,1,1,1458630594,1454385935,0
GSM,427,2,1171,16463,0,51.56776428,25.06599426,1000,1,1,1458630594,1454322337,0
GSM,427,2,1171,12591,0,51.59797668,25.17173767,1000,1,1,1458630593,1439542632,0
GSM,427,2,1171,16251,0,51.59934998,25.0302887,1000,1,1,1458630593,1454322337,0
GSM,427,2,1171,16972,0,51.59385681,25.15663147,1000,1,1,1458630594,1451788644,0
GSM,427,2,1160,25241,0,51.430436,25.446742,4577,4,1,1458630593,1484444878,0
GSM,427,2,1171,16252,0,51.60621643,25.01106262,1000,1,1,1458630593,1452646379,0
GSM,427,2,1171,16941,0,51.57188416,25.01792908,1000,1,1,1458630594,1452061563,0
GSM,427,2,1160,23083,0,51.48674011,25.44914246,1000,1,1,1458630593,1457444724,0
GSM,427,2,1171,13331,0,51.58699036,25.04402161,1000,1,1,1458630593,1454322337,0
GSM,427,2,1171,22361,0,51.60758972,25.21018982,1000,1,1,1458630594,1440373525,0
GSM,427,2,1171,25373,0,51.395828,25.111588,1000,5,1,1458630594,1467017810,0
GSM,427,2,1171,26462,0,51.59934998,25.03990173,1000,1,1,1458630594,1454322337,0
GSM,427,2,1171,22572,0,51.60346985,25.15113831,1000,1,1,1458630594,1453844771,0
GSM,427,2,1171,27132,0,51.40983582,25.09757996,1000,1,1,1458630594,1455771343,0
GSM,427,2,1171,23501,0,51.60209656,25.00419617,1000,1,1,1458630594,1453878854,0
GSM,427,2,1171,23643,0,51.426659,25.082474,1000,4,1,1458630594,1465367682,0
GSM,427,2,1171,18143,0,51.57737732,25.2129364,1000,1,1,1458630594,1440373525,0
GSM,427,2,1171,25852,0,51.5952301,25.18135071,1000,1,1,1458630594,1451280161,0
GSM,427,2,1171,26943,0,51.54853821,25.02204895,1000,1,1,1458630594,1452061563,0
GSM,427,2,1171,25353,0,51.58973694,25.17036438,1000,1,1,1458630594,1440373525,0
GSM,427,2,1171,18981,0,51.60621643,25.15113831,1000,1,1,1458630594,1453976402,0
GSM,427,2,1171,23402,0,51.473923,25.053177,1000,3,1,1458630594,1465367682,0
GSM,427,2,1171,26972,0,51.580811,25.104446,1000,2,1,1458630594,1468482662,0
GSM,427,2,1171,17672,0,51.47335,25.1017,2308,4,1,1458630594,1468425338,0
GSM,427,2,1171,17693,0,51.38237,25.12367249,1000,1,1,1458630594,1445936995,0
GSM,427,2,1171,22371,0,51.5499115,25.15663147,1000,1,1,1458630594,1456918441,0
GSM,427,2,1171,26941,0,51.59385681,25.0151825,1000,1,1,1458630594,1448444174,0
GSM,427,2,9302,23392,0,51.3658905,25.20195007,1000,1,1,1458630595,1447028680,0
GSM,427,2,9302,21413,0,51.3658905,25.20195007,1000,1,1,1458630595,1447027419,0
GSM,427,2,9302,49142,0,51.3658905,25.20195007,1000,1,1,1458630595,1447028680,0
GSM,427,2,1171,29032,0,51.58287048,25.10307312,1000,1,1,1458630595,1450855334,0
GSM,427,2,1171,27943,0,51.600037,25.213623,1000,2,1,1458630594,1460969490,0
GSM,427,2,1171,25833,0,51.59934998,25.15113831,1000,1,1,1458630594,1452394275,0
GSM,427,2,1171,22552,0,51.60347,25.129166,1000,2,1,1458630594,1460969490,0
GSM,427,2,1171,22573,0,51.60346985,25.15113831,1000,2,1,1458630594,1460969490,0
GSM,427,2,1171,17942,0,51.59797668,25.18135071,1000,1,1,1458630594,1451280161,0
GSM,427,2,1171,26461,0,51.58561707,25.04951477,1000,1,1,1458630594,1454322337,0
GSM,427,2,1171,17301,0,51.6103363,25.01792908,1000,1,1,1458630594,1454322337,0
GSM,427,2,1171,19192,0,51.48399353,25.1676178,1000,1,1,1458630594,1450171106,0
GSM,427,2,1171,23401,0,51.432495,25.080414,1244,4,1,1458630594,1466660624,0
GSM,427,2,1171,23641,0,51.43730164,25.07148743,1000,2,1,1458630594,1465367682,0
GSM,427,2,1171,27302,0,51.60346985,25.00556946,1000,1,1,1458630594,1454322337,0
GSM,427,2,1171,22551,0,51.60896301,25.16624451,1000,1,1,1458630594,1455078721,0
GSM,427,2,1171,25841,0,51.598663,25.161438,1000,2,1,1458630594,1470354457,0
GSM,427,2,1171,17302,0,51.60758972,25.01243591,1000,1,1,1458630594,1454322337,0
GSM,427,2,1171,22561,0,51.59797668,25.17173767,1000,1,1,1458630594,1454385935,0
GSM,427,2,1171,23892,0,51.51420593,25.12229919,1000,1,1,1458630594,1456195831,0
GSM,427,2,1171,17943,0,51.59111023,25.21018982,1000,1,1,1458630594,1440373525,0
GSM,427,2,9302,49143,0,51.3658905,25.20195007,1000,1,1,1458630595,1447027419,0
GSM,427,2,1171,29193,0,51.47987366,25.16899109,1000,1,1,1458630595,1450171106,0
GSM,427,2,1171,29192,0,51.48262024,25.16624451,1000,1,1,1458630595,1450171106,0
GSM,427,2,1171,28941,0,51.59797668,25.17723083,1000,1,1,1458630594,1453180859,0
GSM,427,2,1171,19011,0,51.58699036,25.16899109,1000,1,1,1458630594,1440373525,0
GSM,427,2,1171,25543,0,51.562958,25.071487,1000,2,1,1458630594,1460791483,0
GSM,427,2,1171,25541,0,51.56776428,25.07011414,1000,1,1,1458630594,1453700115,0
GSM,427,2,1171,22381,0,51.60758972,25.21018982,1000,1,1,1458630594,1440373525,0
GSM,427,2,1171,18942,0,51.59797668,25.17311096,1000,2,1,1458630594,1460969490,0
GSM,427,2,1171,18142,0,51.58836365,25.21018982,1000,1,1,1458630594,1440373525,0
GSM,427,2,1171,17941,0,51.60758972,25.21018982,1000,1,1,1458630594,1440373525,0
GSM,427,2,1171,19201,0,51.48124695,25.16624451,1000,1,1,1458630594,1447853697,0
GSM,427,2,1171,23602,0,51.40022278,25.10719299,1000,1,1,1458630594,1455771343,0
GSM,427,2,1171,22542,0,51.60758972,25.16349792,1000,1,1,1458630594,1454066627,0
GSM,427,2,1171,26921,0,51.576108,24.974577,3632,6,1,1458630594,1493896346,0
GSM,427,2,1171,23343,0,51.59385681,25.03578186,1000,1,1,1458630594,1450855334,0
GSM,427,2,1171,18992,0,51.580124,25.104446,1000,2,1,1458630594,1468482662,0
GSM,427,2,1171,19023,0,51.53343201,25.17036438,1000,1,1,1458630594,1451578103,0
GSM,427,2,1171,29011,0,51.60072327,25.04814148,1000,1,1,1458630595,1452646379,0
GSM,427,2,1171,29021,0,51.60758972,25.21018982,1000,1,1,1458630595,1440373525,0
GSM,427,2,1171,29033,0,51.58973694,25.20057678,1000,1,1,1458630595,1440373525,0
GSM,427,2,1171,27423,0,51.58699036,25.20332336,1000,1,1,1458630594,1449807479,0
GSM,427,2,1171,29202,0,51.433871,25.092776,3058,2,1,1458630595,1460791483,0
GSM,427,2,1171,27672,0,51.458588,25.08728,1000,2,1,1458630594,1460791483,0
GSM,427,2,9302,23651,0,51.3658905,25.20195007,1000,1,1,1458630595,1447027419,0
GSM,427,2,1171,27942,0,51.59797668,25.18135071,1000,1,1,1458630594,1451280161,0
GSM,427,2,1171,29191,0,51.49909973,25.18409729,1000,1,1,1458630595,1447332344,0
UMTS,427,2,120,1219764,0,51.538467,25.32692,1000,3,1,1458631540,1469265187,0
UMTS,427,2,120,1210280,0,51.533775,25.328636,1000,8,1,1458631540,1478246834,0
UMTS,427,2,120,1219772,0,51.51283264,25.32829285,1000,7,1,1458631540,1461987564,0
UMTS,427,2,120,1219842,0,51.539612,25.372925,1000,2,1,1458631540,1464939315,0
UMTS,427,2,120,1218039,0,51.48124695,25.34065247,1000,1,1,1458631540,1428034542,0
UMTS,427,2,120,1216060,0,51.51008606,25.35987854,1000,1,1,1458631540,1448718593,0
UMTS,427,2,120,1219812,0,51.5032196,25.34889221,1000,1,1,1458631540,1446304189,0
UMTS,427,2,120,1219742,0,51.53068542,25.32554626,1000,2,1,1458631540,1463216606,0
UMTS,427,2,120,1219802,0,51.51145935,25.35713196,1000,1,1,1458631540,1443667274,0
UMTS,427,2,120,1218270,0,51.497418,25.354275,1000,2,1,1458631540,1494174312,0
UMTS,427,2,120,1216050,0,51.527252,25.359192,1000,2,1,1458631540,1459289242,0
UMTS,427,2,120,1219872,0,51.50047302,25.3502655,1000,1,1,1458631540,1444201500,0
UMTS,427,2,120,1219944,0,51.47163391,25.37223816,1000,1,1,1458631540,1446304189,0
UMTS,427,2,120,1220072,0,51.520157,25.333786,1000,3,1,1458631540,1474022747,0
UMTS,427,2,120,1220231,0,51.545792,25.374985,1000,6,1,1458631540,1475069353,0
UMTS,427,2,120,1220620,0,51.50871277,25.29808044,1000,1,1,1458631541,1446509321,0
UMTS,427,2,120,1220149,0,51.53068542,25.34889221,1000,1,1,1458631540,1447404083,0
UMTS,427,2,120,1220292,0,51.5348053,25.32279968,1000,1,1,1458631540,1436163982,0
UMTS,427,2,120,1220781,0,51.51420593,25.29396057,1000,1,1,1458631541,1448719969,0
UMTS,427,2,120,1220131,0,51.45103455,25.38459778,1000,1,1,1458631540,1446304189,0
UMTS,427,2,120,1220362,0,51.526871,25.372238,1000,9,1,1458631541,1480688550,0
UMTS,427,2,120,1220224,0,51.53892517,25.37223816,1000,3,1,1458631540,1487791052,0
UMTS,427,2,120,1220360,0,51.522446,25.365372,1000,7,1,1458631541,1474442743,0
UMTS,427,2,120,1220120,0,51.4730072,25.34889221,1000,1,1,1458631540,1457350274,0
UMTS,427,2,120,1220152,0,51.527939,25.349579,1000,2,1,1458631540,1468410821,0
UMTS,427,2,120,1219954,0,51.455495,25.354709,2392,15,1,1458631540,1492540200,0
UMTS,427,2,120,1220153,0,51.521416,25.345802,1000,4,1,1458631540,1474022747,0
UMTS,427,2,120,1220400,0,51.47026062,25.3351593,1000,1,1,1458631541,1452605832,0
UMTS,427,2,121,963959,0,51.52381897,25.29121399,1000,1,1,1458631541,1427681440,0
UMTS,427,2,120,1228273,0,51.49772644,25.35163879,1000,1,1,1458631541,1446304189,0
UMTS,427,2,120,1227679,0,51.46614075,25.34065247,1000,1,1,1458631541,1426651217,0
UMTS,427,2,120,1228272,0,51.49497986,25.35713196,1000,1,1,1458631541,1458217997,0
UMTS,427,2,121,1163853,0,51.542358,25.278168,1000,2,1,1458631541,1488444734,0
UMTS,427,2,120,1227824,0,51.50596619,25.34889221,1000,1,1,1458631541,1444443473,0
UMTS,427,2,121,1156345,0,51.52931213,25.27061462,1000,1,1,1458631541,1451997311,0
UMTS,427,2,120,1223701,0,51.518669,25.339966,1000,4,1,1458631541,1472620289,0
UMTS,427,2,120,1227700,0,51.50596619,25.3351593,1000,1,1,1458631541,1448719946,0
UMTS,427,2,120,1223704,0,51.520798,25.340378,1000,5,1,1458631541,1474626151,0
UMTS,427,2,121,1158185,0,51.57188416,25.27748108,1000,1,1,1458631541,1435828487,0
UMTS,427,2,120,1232854,0,51.53068542,25.34889221,1000,1,1,1458631541,1447990700,0
UMTS,427,2,120,1227683,0,51.46476746,25.3351593,1000,1,1,1458631541,1458001516,0
UMTS,427,2,121,1219740,0,51.528763,25.319229,1000,5,1,1458631541,1480725153,0
UMTS,427,2,121,1211679,0,51.539154,25.290527,1000,6,1,1458631541,1476593981,0
UMTS,427,2,121,1215639,0,51.53617859,25.28297424,1000,1,1,1458631541,1427792760,0
UMTS,427,2,121,1211030,0,51.51656,25.307301,1000,7,1,1458631541,1488016090,0
UMTS,427,2,121,1211820,0,51.538554,25.282963,1000,3,1,1458631541,1506274083,0
UMTS,427,2,121,1220263,0,51.51832581,25.31455994,1000,2,1,1458631542,1480725153,0
UMTS,427,2,121,1219739,0,51.531372,25.319366,1000,4,1,1458631541,1474626233,0
UMTS,427,2,121,1212061,0,51.55815125,25.28297424,1000,1,1,1458631541,1451956288,0
UMTS,427,2,121,1210700,0,51.51832581,25.29945374,1000,4,1,1458631541,1490656877,0
UMTS,427,2,121,1215640,0,51.53617859,25.28297424,1000,1,1,1458631541,1445039274,0
UMTS,427,2,121,1211541,0,51.518891,25.285721,1000,17,1,1458631541,1469265194,0
UMTS,427,2,120,1218289,0,51.518326,25.379105,1000,2,1,1458631540,1487512315,0
UMTS,427,2,120,1219669,0,51.54853821,25.37223816,1000,2,1,1458631540,1468492237,0
UMTS,427,2,120,1219874,0,51.49223328,25.35163879,1000,1,1,1458631540,1446223186,0
UMTS,427,2,120,1210300,0,51.46202087,25.34751892,1000,1,1,1458631540,1450348402,0
UMTS,427,2,120,1216069,0,51.457901,25.39558411,1000,1,1,1458631540,1446304183,0
UMTS,427,2,120,1216059,0,51.51283264,25.36262512,1000,1,1,1458631540,1448718593,0
UMTS,427,2,120,1219829,0,51.51145935,25.34614563,1000,1,1,1458631540,1447336992,0
UMTS,427,2,120,1212469,0,51.45515442,25.56175232,1000,1,1,1458631540,1446079809,0
UMTS,427,2,120,1219673,0,51.54853821,25.36949158,1000,1,1,1458631540,1443568570,0
UMTS,427,2,120,1219832,0,51.51557922,25.34614563,1000,1,1,1458631540,1430636840,0
UMTS,427,2,120,1219852,0,51.5196991,25.39558411,1000,1,1,1458631540,1452671093,0
UMTS,427,2,120,1219871,0,51.4881134,25.3502655,1000,1,1,1458631540,1455352684,0
UMTS,427,2,120,1219001,0,51.48536682,25.37086487,1000,1,1,1458631540,1444201500,0
UMTS,427,2,120,1218999,0,51.49497986,25.37635803,1000,1,1,1458631540,1455352684,0
UMTS,427,2,120,1219819,0,51.521072,25.354843,1000,6,1,1458631540,1474626151,0
UMTS,427,2,120,1220134,0,51.45378113,25.38597107,1000,1,1,1458631540,1446304189,0
UMTS,427,2,120,1220402,0,51.4730072,25.33927917,1000,1,1,1458631541,1450348402,0
UMTS,427,2,120,1220119,0,51.47712708,25.3502655,1000,1,1,1458631540,1455352684,0
UMTS,427,2,120,1220352,0,51.48674011,25.35850525,1000,1,1,1458631541,1458217997,0
UMTS,427,2,120,1220351,0,51.47987366,25.35850525,1000,1,1,1458631541,1455352684,0
UMTS,427,2,120,1220700,0,51.51832581,25.3049469,1000,1,1,1458631541,1437295294,0
UMTS,427,2,120,1220391,0,51.46751404,25.38322449,1000,1,1,1458631541,1446304189,0
UMTS,427,2,120,1220121,0,51.47026062,25.34889221,1000,1,1,1458631540,1455352684,0
UMTS,427,2,120,1220379,0,51.522171,25.363998,1000,5,1,1458631541,1474442743,0
UMTS,427,2,120,1220369,0,51.5045929,25.35575867,1000,1,1,1458631541,1445497517,0
UMTS,427,2,120,1220401,0,51.46476746,25.34339905,1000,1,1,1458631541,1450348402,0
UMTS,427,2,120,1220393,0,51.47163391,25.37361145,1000,1,1,1458631541,1446304189,0
UMTS,427,2,120,1220122,0,51.476097,25.348892,1000,4,1,1458631540,1488619450,0
UMTS,427,2,120,1220271,0,51.49909973,25.39283752,1000,1,1,1458631540,1445904798,0
UMTS,427,2,120,1220382,0,51.521072,25.363083,1000,3,1,1458631541,1474626151,0
UMTS,427,2,120,1220132,0,51.45927429,25.38871765,1000,1,1,1458631540,1446304189,0
UMTS,427,2,120,1220405,0,51.47438049,25.33790588,1000,1,1,1458631541,1450348402,0
UMTS,427,2,120,1220273,0,51.49635315,25.39283752,1000,1,1,1458631540,1445904798,0
