GPS_lat,GPS_long,Time,vx,vy,ax,ay
25.328286666666667,51.42507166666666,1561278478996,0.5876042305249181,0.6997854788064122,0.6028247568766703,0.8099603885629147
25.328255,51.42505833333333,1561278480021,0.586167173989921,0.6982318802523773,0.602544723295916,0.8100757505833663
25.32819833333333,51.425045,1561278481009,0.5860189980152755,0.6888605331105061,0.6027547609078133,0.8087915582295199
25.328133333333337,51.42502666666666,1561278481964,0.5842846346347272,0.6850682004460696,0.6024752580895242,0.8096801019685365
25.328065,51.42500833333334,1561278483007,0.5847773028747273,0.6859701407237931,0.6028591619012647,0.8104593361014116
25.327995,51.424985,1561278483948,0.5825815469701484,0.6828277283668311,0.6023884702505738,0.8097818757804729
25.32791333333333,51.42495666666667,1561278485020,0.5820845213607169,0.6821928417941631,0.6027021407955285,0.8102245562778261
25.327825,51.42492166666666,1561278485978,0.5790111452772655,0.6765176095366477,0.602241734588049,0.8093653951497797
25.327728333333333,51.424886666666666,1561278486970,0.5793920250578698,0.6746617110245667,0.6028443312101387,0.8100185204868613
25.32763166666667,51.42485666666666,1561278487973,0.5810260295251344,0.6750402049260928,0.603053217171668,0.8103807978636511
25.327530000000003,51.42482499999999,1561278489002,0.5807632422323575,0.6741817545483025,0.602737078329435,0.8101855586770617
25.327425,51.42478666666666,1561278489988,0.5782984193878207,0.6714584440334763,0.6023605567076359,0.8098749273523042
25.327313333333336,51.424745,1561278490998,0.5775755548151289,0.6700169392332275,0.6026598551199145,0.8100900071147876
25.32719833333333,51.42470333333334,1561278491961,0.5769631239206261,0.6668799741630504,0.6026732331189985,0.8097950806468149
25.327083333333334,51.424655,1561278492971,0.5755678239129588,0.6688480874787831,0.602548165885592,0.8106339901710836
25.32696333333333,51.42460166666667,1561278493991,0.5742194948307044,0.6675073457581293,0.602558163212575,0.8101081803546302
25.326835,51.42454333333333,1561278494997,0.5724863760935027,0.6639937508658164,0.6024909107528775,0.8097571893010389
25.326705,51.424483333333335,1561278496013,0.572161004949536,0.6638574586272021,0.6027261965757065,0.8102983739561233
25.326573333333332,51.42442166666667,1561278497014,0.5713853854964819,0.6625887170156383,0.602649934422615,0.8101157504339264
25.326443333333337,51.42435833333334,1561278498029,0.5711443872437082,0.6638128123088409,0.6027400886607549,0.8105143247376041
25.326311666666665,51.42429166666667,1561278498970,0.5685743701912184,0.6596183818810541,0.6023217485329024,0.8096017256491265
25.32618,51.42422833333333,1561278500009,0.571582796920622,0.6642924905762757,0.6032656628320974,0.8110449004035587
25.326041666666665,51.42416166666667,1561278501030,0.5702628718770911,0.6611887312907536,0.602563047394192,0.8098301399024651
25.325901666666663,51.42409333333333,1561278502013,0.5689793824620599,0.6587332986134554,0.6025608817537933,0.8099174811800032
25.325758333333336,51.42401666666667,1561278503083,0.5683296725678714,0.6617312003929661,0.6026780571486777,0.8107714660687083
25.32561333333333,51.42393833333334,1561278504031,0.5649901741555979,0.6550031124164081,0.6021889646610179,0.8091763632920772
25.325468333333333,51.42385666666667,1561278504996,0.5643822661489363,0.6559574089283986,0.6026742405006636,0.8104793419306503
25.325321666666664,51.42377499999999,1561278506011,0.5656503255920283,0.6579973429837408,0.6029895032758749,0.8106438454725429
25.325173333333336,51.423693333333325,1561278507027,0.5656744137334265,0.6574667386496467,0.6027838977926627,0.8102358354651196
25.325024999999997,51.42361833333333,1561278508021,0.5671733273216585,0.6563223240017917,0.6030328923772762,0.8101344669939575
25.324873333333336,51.423525000000005,1561278509049,0.5625078078476483,0.6569219337279348,0.602018562334715,0.8104139790087093
25.324724999999997,51.42344166666667,1561278509994,0.5633010130394948,0.6535818940525926,0.6029207312200405,0.8097504545780906
25.324574999999996,51.42336333333333,1561278511042,0.5673884278513356,0.658482335368546,0.6034342093252104,0.8110734756404774
25.32443,51.42328166666666,1561278511991,0.5639482664561023,0.6550601939384106,0.6021717928797446,0.809738914364212
25.324288333333335,51.423198333333325,1561278512992,0.5648015926137973,0.6590506342824052,0.6029229293658853,0.8109623638099831
25.324141666666662,51.42311333333334,1561278514004,0.5645758940339216,0.6578456350871269,0.6027425067836438,0.8101281200324982
25.32401,51.42302166666666,1561278515042,0.5632622516791891,0.6642492526367887,0.6025676146491897,0.8113140877420575
25.323865,51.422936666666665,1561278516058,0.5646764766237468,0.6586286877350114,0.6030134312136853,0.8094285600687529
25.32373,51.422846666666665,1561278517036,0.5621326553396199,0.6602860691013883,0.6023435756285265,0.810593066783437
25.32359333333333,51.42276,1561278518032,0.5636564967252266,0.6605769357011066,0.6030365830224473,0.8103670483328825
25.32344666666667,51.422675,1561278519097,0.5658472957965298,0.6603999781991703,0.6031250125775294,0.8102932156711532
25.323298333333337,51.42259666666667,1561278520096,0.5662732758948396,0.6565868442696774,0.6028514533762445,0.8097049299770769
25.323151666666664,51.422505,1561278521027,0.5601750406462224,0.6533799477909619,0.601681075075418,0.8097649347940229
25.323006666666668,51.42241333333333,1561278522054,0.5629745420086931,0.6591700632359031,0.6032372111271528,0.8112284751620582
25.322861666666668,51.42232166666666,1561278523000,0.5606499164223946,0.6548885873437921,0.6023676863054551,0.8095906948797477
25.322715,51.422230000000006,1561278524055,0.5636950929756347,0.6599376701889851,0.6032641397826137,0.8110911794959799
25.322566666666663,51.422140000000006,1561278524986,0.5607195648704952,0.6527459304604182,0.6022437579170736,0.8090752310745807
25.322431666666663,51.422050000000006,1561278525982,0.562638520717762,0.6611695764011595,0.603103132658316,0.8116828203847737
25.322286666666667,51.421958333333336,1561278527053,0.5640899206833376,0.6612243583158199,0.6030072624923231,0.8103282324161876
25.322148333333335,51.421868333333336,1561278528030,0.562104005168084,0.6590276989111022,0.6024389252341531,0.8099576894150832
25.322015000000004,51.421775,1561278528976,0.5601140263031579,0.6592563367671294,0.6024270304036162,0.8103589356750664
25.321863333333333,51.421686666666666,1561278530006,0.5640379906478779,0.6570233930238703,0.6034190220905237,0.8099706555414837
25.32170833333333,51.42160333333333,1561278530956,0.5634421859862877,0.6513891333692977,0.6026747091619199,0.8093643062337693
25.32155,51.421515,1561278532077,0.5661555778804266,0.6591505801221006,0.6031859793370904,0.8114356660730548
25.321403333333333,51.42142333333333,1561278532965,0.5587248156595005,0.6506782342972447,0.6013761293289841,0.8087825729811086
25.32128,51.421328333333335,1561278533961,0.5611115567076502,0.6653180612952128,0.6031819223200579,0.8126885131450996
25.321138333333337,51.421241666666674,1561278535035,0.5655787084069264,0.6624574938987878,0.6034776843927914,0.8098908007867486
25.32101,51.421155,1561278536077,0.5648249221602222,0.6655546625705827,0.6026585640896093,0.8107989488971279
25.32088,51.42107833333333,1561278537067,0.5665685250616654,0.6626673410761673,0.6030753775988716,0.8098500300441724
25.320735,51.421016666666674,1561278537964,0.5692128072481214,0.6519231922509992,0.6032744559392857,0.8083898866955007
25.32058833333333,51.420964999999995,1561278538976,0.574594709280981,0.6578456350883702,0.6036720694185693,0.8112630111267662
25.320443333333333,51.42091833333334,1561278540147,0.5780020476097043,0.665319073491417,0.6032680560370816,0.8113483960369993
25.320295,51.42088333333333,1561278541134,0.5793376590561636,0.6559474931602259,0.6030069305078151,0.8087899715954733
25.32013833333333,51.42083833333333,1561278542149,0.5766384488890001,0.6545080613891765,0.6023337993716242,0.81009146914542
25.31997833333333,51.42080166666666,1561278543068,0.5779879152129571,0.6475130452996997,0.603026256888145,0.8090934712998823
25.319821666666662,51.420768333333335,1561278543993,0.5791627474852805,0.6491892645830128,0.6029929874820382,0.8106119949879582
25.319656666666667,51.420743333333334,1561278544998,0.5825574243938336,0.6510274596043165,0.6033465699241501,0.8106147215937208
25.319491666666668,51.42072833333334,1561278546064,0.5858437899409076,0.6543547643109058,0.6032970993174751,0.810822953502066
25.319326666666665,51.420715,1561278547048,0.5860023115318815,0.6497865385836975,0.6028069460668766,0.8095719007747015
25.319165,51.4207,1561278548077,0.5856898899673765,0.6535309043020955,0.6027289864691516,0.8109063495107001
25.31897666666667,51.42069333333334,1561278549031,0.5879982878099149,0.6392567797384874,0.6031858441367779,0.8079089628858037
25.318791666666662,51.42069166666667,1561278550064,0.5896331158606496,0.6457465755154636,0.6030454139393999,0.8113323425072871
25.318608333333337,51.42068833333333,1561278551087,0.5891327643225333,0.6457035659037526,0.6026978698733971,0.8103132153971275
