,radio,mcc,net,area,cell,unit,lon,lat,range,samples,changeable,created,updated,averageSignal
2189,GSM,427,1,9402,20981,0,51.490718,25.361015,2101,29,1,1389268802,1491131371,0
2190,GSM,427,1,9601,40843,0,51.488457,25.438585,3732,48,1,1389268802,1423081481,0
2191,GSM,427,1,9601,40501,0,51.474442,25.451695,3703,134,1,1389268802,1491131381,0
2192,GSM,427,1,9402,40892,0,51.497417,25.388321,1543,204,1,1389268802,1491131371,0
2193,GSM,427,1,9402,40891,0,51.501451,25.391276,1804,73,1,1389268802,1491131371,0
2194,GSM,427,1,9402,20943,0,51.492996,25.380554,2807,18,1,1389268802,1491131371,0
2195,GSM,427,1,65466,40892,0,51.50047302,25.37773132,1000,1,1,1389268802,1388600460,0
2196,GSM,427,1,9402,20462,0,51.490361,25.328792,2333,44,1,1389268802,1472996952,0
2197,GSM,427,1,9501,20881,0,51.532333,25.274551,1145,15,1,1389268802,1485203467,0
2198,GSM,427,1,9101,40743,0,51.589018,25.248577,1559,21,1,1389268802,1479975773,0
2199,GSM,427,1,9102,22313,0,51.594988,25.216491,2687,17,1,1389268802,1472834709,0
2200,GSM,427,1,9101,29431,0,51.583152,25.231916,3053,39,1,1389268802,1448177537,0
2201,GSM,427,1,9102,24391,0,51.610582,25.167471,1229,28,1,1389268802,1473298775,0
2202,GSM,427,1,9102,23681,0,51.601535,25.162062,1000,22,1,1389268802,1477005340,0
2203,GSM,427,1,9102,23911,0,51.58973694,25.12367249,1000,1,1,1389268802,1388603143,0
2204,GSM,427,1,9102,29902,0,51.491896,25.11572,8942,130,1,1389268802,1472264142,0
2205,GSM,427,1,9102,29441,0,51.554987,25.01572,2691,23,1,1389268802,1459741213,0
2206,GSM,427,1,9102,41761,0,51.556846,24.943428,3854,20,1,1389268802,1476324166,0
2207,GSM,427,1,9203,41102,0,51.437096,25.17009,1000,40,1,1389268802,1483750342,0
2208,GSM,427,1,9203,29913,0,51.438675,25.170502,1000,10,1,1389268802,1421078561,0
2209,GSM,427,1,9203,29911,0,51.445436,25.17121,1080,13,1,1389268802,1421079780,0
2210,GSM,427,1,9203,40053,0,51.456422,25.173322,1046,26,1,1389268802,1453233278,0
2211,GSM,427,1,9203,29081,0,51.437645,25.162468,1000,8,1,1389268802,1440119856,0
2212,GSM,427,1,9203,29912,0,51.442932,25.167618,1000,10,1,1389268802,1407385450,0
2213,GSM,427,1,9302,24341,0,51.35145,25.089932,9021,35,1,1389268802,1463448150,0
2214,GSM,427,1,9102,29982,0,51.416523,25.10588,3019,23,1,1389268921,1446056331,0
2215,GSM,427,1,9301,41493,0,51.36113,25.340012,2978,15,1,1389268973,1449915297,0
2216,GSM,427,1,9301,29803,0,51.452477,25.344641,8819,41,1,1389268973,1475813251,0
2217,GSM,427,1,9301,29703,0,51.382549,25.379881,1247,23,1,1389268973,1389811262,0
2218,GSM,427,1,9102,29443,0,51.52561,25.003115,8865,33,1,1389269045,1471426769,0
2219,GSM,427,1,9102,29983,0,51.418177,25.130641,3743,27,1,1389269045,1445262289,0
2220,GSM,427,1,9102,29641,0,51.468887,25.046768,1000,2,1,1389269051,1391349038,0
2221,GSM,427,1,9203,29012,0,51.437988,25.160065,1000,6,1,1389269051,1474073961,0
2222,GSM,427,1,9102,29653,0,51.504007,25.058747,10295,7,1,1389269051,1459981409,0
2223,GSM,427,1,9301,29281,0,51.451974,25.329269,1000,38,1,1389269063,1473472890,0
2224,GSM,427,1,9402,20982,0,51.478348,25.358078,1000,45,1,1389269068,1472460121,0
2225,GSM,427,1,9401,22841,0,51.544899,25.28088,1000,40,1,1389269084,1486870610,0
2226,GSM,427,1,9102,22022,0,51.612282,25.169106,1700,12,1,1389269170,1473298775,0
2227,GSM,427,1,9102,22193,0,51.601496,25.209246,2849,16,1,1389269170,1469979057,0
2228,GSM,427,1,9401,25431,0,51.539921,25.282086,1000,51,1,1389269170,1479975779,0
2229,GSM,427,1,9401,40773,0,51.536331,25.285721,1000,9,1,1389269170,1490281939,0
2230,GSM,427,1,9501,20232,0,51.531307,25.274942,1174,53,1,1389269170,1490271526,0
2231,GSM,427,1,9401,22441,0,51.51413,25.291468,2696,54,1,1389269170,1491131360,0
2232,GSM,427,1,9601,22582,0,51.445283,25.564392,13314,90,1,1389269170,1458298580,0
2233,GSM,427,1,9402,25793,0,51.496859,25.355542,2164,19,1,1389269170,1490927296,0
2234,GSM,427,1,9301,21331,0,51.49807,25.346146,1286,4,1,1389269170,1404870607,0
2235,GSM,427,1,9501,20911,0,51.514481,25.285666,1000,25,1,1389269170,1490790860,0
2236,GSM,427,1,9401,22842,0,51.544604,25.27852,2246,37,1,1389269170,1492178798,0
2237,GSM,427,1,9202,23331,0,51.421335,25.220462,4952,273,1,1389269170,1471831068,0
2238,GSM,427,1,9202,21113,0,51.435856,25.256448,1000,19,1,1389269170,1490672298,0
2239,GSM,427,1,9302,24852,0,51.430013,25.280333,1037,39,1,1389269170,1490256149,0
2240,GSM,427,1,9202,40643,0,51.432295,25.273418,1066,48,1,1389269170,1492342728,0
2241,GSM,427,1,9301,41492,0,51.373443,25.327606,1455,2,1,1389269170,1421079786,0
2242,GSM,427,1,9301,29802,0,51.456216,25.343369,9220,44,1,1389269170,1487997471,0
2243,GSM,427,1,9301,41483,0,51.36383,25.334473,1719,12,1,1389269170,1445046011,0
2244,GSM,427,1,9301,29702,0,51.372298,25.360337,3202,9,1,1389269170,1389207813,0
2245,GSM,427,1,9301,29801,0,51.455254,25.34416,9098,56,1,1389269170,1487997546,0
2246,GSM,427,1,9601,20973,0,51.385046,25.382979,4311,39,1,1389269170,1437965447,0
2247,GSM,427,1,9301,29701,0,51.385117,25.381851,1000,6,1,1389269170,1389124837,0
2248,GSM,427,1,9601,25173,0,51.403688,25.390027,3111,21,1,1389269170,1474268300,0
2249,GSM,427,1,9601,22932,0,51.407809,25.402726,4786,80,1,1389269170,1451108885,0
2250,GSM,427,1,9302,29183,0,51.371591,25.314823,1000,146,1,1389269170,1472612578,0
2251,GSM,427,1,9301,41002,0,51.421969,25.302185,1284,91,1,1389269170,1491044787,0
2252,GSM,427,1,9202,40642,0,51.432724,25.266037,1193,15,1,1389269170,1490672323,0
2253,GSM,427,1,9202,40063,0,51.419645,25.247269,1000,14,1,1389269170,1440157962,0
2254,GSM,427,1,9302,24862,0,51.446915,25.280816,2209,7,1,1389269296,1490672323,0
2255,GSM,427,1,9202,21473,0,51.439705,25.279198,1671,4,1,1389269296,1490672303,0
2256,GSM,427,1,9302,22082,0,51.431754,25.286298,1399,50,1,1389269296,1490256149,0
2257,GSM,427,1,9301,23472,0,51.449392,25.343178,1000,56,1,1389269296,1475813251,0
2258,GSM,427,1,9301,25391,0,51.453174,25.342952,1528,43,1,1389269296,1463630684,0
2259,GSM,427,1,9601,40842,0,51.503048,25.412064,3349,40,1,1389269296,1422921544,0
2260,GSM,427,1,9601,40502,0,51.464385,25.425743,4960,25,1,1389269296,1492099786,0
2261,GSM,427,1,9601,40822,0,51.414405,25.535492,12299,147,1,1389269296,1491131376,0
2262,GSM,427,1,9401,26233,0,51.509599,25.315269,1471,31,1,1389269296,1491131360,0
2263,GSM,427,1,9501,41851,0,51.52675,25.274567,1224,82,1,1389269296,1479975779,0
2264,GSM,427,1,9501,40443,0,51.546674,25.279051,1000,28,1,1389269296,1492178798,0
2265,GSM,427,1,9401,24911,0,51.543137,25.279404,1000,15,1,1389269296,1491317371,0
2266,GSM,427,1,9401,29072,0,51.56751,25.281423,1799,54,1,1389269296,1480275960,0
2267,GSM,427,1,9401,29832,0,51.569663,25.280921,8182,41,1,1389269296,1492540200,0
2268,GSM,427,1,9501,40441,0,51.552184,25.280078,1464,55,1,1389269296,1486870610,0
2269,GSM,427,1,9102,40592,0,51.572564,25.020381,2563,93,1,1389269429,1461782788,0
2270,GSM,427,1,9102,25832,0,51.557347,25.111235,13357,17,1,1389269429,1467281387,0
2271,GSM,427,1,9102,41472,0,51.587676,25.119553,2514,5,1,1389269429,1467281387,0
2272,GSM,427,1,9101,40872,0,51.578833,25.267539,5394,50,1,1389269429,1483054094,0
2273,GSM,427,1,9401,29071,0,51.56772,25.282,1000,31,1,1389269429,1480275960,0
2274,GSM,427,1,9501,23942,0,51.523011,25.274331,1000,17,1,1389269429,1452219743,0
2275,GSM,427,1,9401,20832,0,51.507143,25.301416,1314,7,1,1389269429,1491131360,0
2276,GSM,427,1,9402,29142,0,51.517206,25.380803,2092,38,1,1389269429,1490927291,0
2277,GSM,427,1,9401,20802,0,51.510361,25.302406,1370,20,1,1389269429,1491131360,0
2278,GSM,427,1,9501,21681,0,51.51594,25.289257,2987,80,1,1389269429,1491131355,0
2279,GSM,427,1,9401,29062,0,51.517495,25.290288,1274,43,1,1389269429,1480762337,0
2280,GSM,427,1,9501,24483,0,51.563644,25.280743,1267,8,1,1389269429,1438799105,0
2281,GSM,427,1,9302,20603,0,51.436525,25.28799,1000,23,1,1389269429,1471565169,0
2282,GSM,427,1,9301,20862,0,51.392898,25.31456,1069,3,1,1389269429,1446829791,0
2283,GSM,427,1,9301,41481,0,51.379624,25.33516,1029,2,1,1389269552,1426031198,0
2284,GSM,427,1,9301,40462,0,51.4258,25.304089,1298,8,1,1389269552,1469587502,0
2285,GSM,427,1,9302,41721,0,51.419366,25.300993,1000,33,1,1389269552,1471830228,0
2286,GSM,427,1,9301,41003,0,51.41029,25.309521,1879,130,1,1389269552,1491044787,0
2287,GSM,427,1,9202,20543,0,51.421646,25.244522,1000,5,1,1389269552,1472112957,0
2288,GSM,427,1,9102,23381,0,51.598526,25.201401,1452,5,1,1389269673,1469979057,0
2289,GSM,427,1,9501,24482,0,51.56282,25.26622,1898,10,1,1389269673,1471862660,0
2290,GSM,427,1,9501,40551,0,51.527405,25.272522,1184,18,1,1389269673,1480002010,0
2291,GSM,427,1,9402,21701,0,51.501258,25.304097,1116,63,1,1389269673,1473466046,0
2292,GSM,427,1,9401,24741,0,51.517861,25.325243,1412,68,1,1389269673,1491131360,0
2293,GSM,427,1,9402,20942,0,51.497242,25.365291,1421,17,1,1389269673,1491131371,0
2294,GSM,427,1,9401,20903,0,51.516621,25.280654,1000,29,1,1389269800,1491131355,0
2295,GSM,427,1,9202,20183,0,51.437988,25.248642,1000,2,1,1389269800,1394343497,0
2296,GSM,427,1,9301,22223,0,51.406404,25.330354,3701,4,1,1389269800,1488293429,0
2297,GSM,427,1,9302,40513,0,51.330086,25.324566,2702,14,1,1389269800,1449915297,0
2298,GSM,427,1,9301,41482,0,51.376877,25.31868,1000,7,1,1389269800,1477277333,0
2299,GSM,427,1,65522,40062,0,51.42082214,25.24589539,1000,1,1,1389269800,1389209111,0
2300,GSM,427,2,81,26218,0,51.370697,25.187016,6463,8,1,1389275038,1391648488,0
2301,GSM,427,2,31,13493,0,51.361311,25.184385,5544,48,1,1389275266,1423182190,0
2302,GSM,427,2,81,16218,0,51.367607,25.200234,1252,4,1,1389275266,1390467429,0
2303,GSM,427,2,81,13217,0,51.346841,25.179412,7591,46,1,1389275266,1392462392,0
2304,GSM,427,2,31,26297,0,51.337453,25.168019,5866,72,1,1389275313,1437133837,0
2305,GSM,427,2,31,16297,0,51.341413,25.166872,8573,57,1,1389275521,1437133837,0
2306,GSM,427,2,31,13297,0,51.333795,25.170718,1654,35,1,1389275521,1437133837,0
2307,GSM,427,2,31,15539,0,51.328125,25.170593,1730,6,1,1389275521,1437133837,0
2308,GSM,427,2,31,23038,0,51.376169,25.152512,6118,35,1,1389275718,1392548225,0
2309,GSM,427,2,31,25379,0,51.384808,25.12202,7797,44,1,1389275884,1392551981,0
2310,GSM,427,2,31,15379,0,51.392673,25.11481,8924,44,1,1389275895,1392551985,0
2311,GSM,427,2,31,17139,0,51.362457,25.142441,1000,6,1,1389275895,1392293738,0
2312,GSM,427,2,31,15537,0,51.361455,25.143322,5601,26,1,1389275895,1446104445,0
2313,GSM,427,2,31,27139,0,51.365392,25.139778,4522,11,1,1389275895,1391859890,0
2314,GSM,427,2,31,15377,0,51.412201,25.096718,3458,43,1,1389276018,1392551985,0
2315,GSM,427,2,71,13409,0,51.44261,25.069546,7780,65,1,1389276018,1392552528,0
2316,GSM,427,2,31,25377,0,51.404311,25.104242,10583,40,1,1389276018,1392548524,0
2317,GSM,427,2,31,27138,0,51.41379,25.09527,7448,41,1,1389276175,1392552261,0
2318,GSM,427,2,31,15378,0,51.423085,25.086513,3871,34,1,1389276392,1392552264,0
2319,GSM,427,2,71,23409,0,51.437645,25.073932,15340,45,1,1389276392,1392552264,0
2320,GSM,427,2,71,23408,0,51.446059,25.065996,3652,16,1,1389276392,1392552264,0
2321,GSM,427,2,71,23407,0,51.472795,25.042923,5090,45,1,1389276461,1392552525,0
2322,GSM,427,2,71,15819,0,51.510746,25.006453,6456,67,1,1389276639,1392556984,0
2323,GSM,427,2,71,24683,0,51.513924,25.025486,5311,34,1,1389276639,1392573665,0
2324,GSM,427,2,71,16267,0,51.512428,25.007402,6502,54,1,1389276892,1392553282,0
2325,GSM,427,2,71,14683,0,51.519503,25.023131,5930,42,1,1389276892,1392573669,0
2326,GSM,427,2,71,13339,0,51.517685,25.011934,3748,30,1,1389276892,1392556984,0
2327,GSM,427,2,71,13349,0,51.535994,24.982954,5065,81,1,1389276892,1429934727,0
2328,GSM,427,2,71,24682,0,51.520692,24.999085,2712,18,1,1389276892,1392556984,0
2329,GSM,427,2,71,23349,0,51.542344,24.978895,5838,92,1,1389277046,1435751681,0
2330,GSM,427,2,71,15818,0,51.534717,24.980695,3343,62,1,1389277262,1429934727,0
2331,GSM,427,2,71,25818,0,51.532877,24.981084,5004,47,1,1389277262,1392556914,0
2332,GSM,427,2,71,25819,0,51.511396,25.006513,16355,19,1,1389277262,1392467090,0
2333,GSM,427,2,71,13379,0,51.549831,24.986587,10754,153,1,1389277262,1435751681,0
2334,GSM,427,2,71,14682,0,51.530213,24.99037,5276,58,1,1389277262,1392556984,0
2335,GSM,427,2,71,23368,0,51.552462,24.979404,2062,56,1,1389277269,1435751681,0
2336,GSM,427,2,71,15817,0,51.548378,24.982575,2652,43,1,1389277389,1392574503,0
2337,GSM,427,2,71,13368,0,51.555748,24.983069,4806,52,1,1389277389,1435751681,0
2338,GSM,427,2,71,13367,0,51.567742,24.989954,2428,124,1,1389277389,1392480142,0
2339,GSM,427,2,71,13369,0,51.531621,24.992552,4618,25,1,1389277389,1432876623,0
2340,GSM,427,2,71,23378,0,51.568866,24.976598,3870,197,1,1389280487,1392574426,0
2341,GSM,427,2,71,14263,0,51.566031,24.98823,4280,225,1,1389280512,1392553757,0
2342,GSM,427,2,71,24263,0,51.563841,24.987439,1762,84,1,1389280512,1392557237,0
2343,GSM,427,2,71,13377,0,51.570784,24.986772,11875,292,1,1389280512,1435751681,0
2344,GSM,427,2,71,23338,0,51.555954,24.990463,1000,5,1,1389280512,1390813660,0
2345,GSM,427,2,71,13378,0,51.577116,24.976323,2718,283,1,1389280639,1392574213,0
2346,GSM,427,2,71,24262,0,51.574125,24.977011,3027,328,1,1389280639,1392574426,0
2347,GSM,427,2,71,23347,0,51.567352,24.977998,3564,130,1,1389280639,1392574422,0
2348,GSM,427,2,71,13509,0,51.577205,24.976446,8657,159,1,1389280639,1392574026,0
2349,GSM,427,2,71,14262,0,51.575628,24.978015,2930,416,1,1389282258,1392574426,0
2350,GSM,427,2,71,23377,0,51.566828,24.981883,3090,157,1,1389282258,1392574213,0
2351,GSM,427,2,71,14261,0,51.574309,24.982992,3265,243,1,1389282258,1392553760,0
2352,GSM,427,2,71,24261,0,51.58133,24.981028,7862,402,1,1389282258,1392459596,0
2353,GSM,427,2,71,13407,0,51.477465,25.038194,7256,45,1,1389285736,1392552528,0
2354,GSM,427,2,71,16269,0,51.471571,25.044086,5528,43,1,1389285736,1392552528,0
2355,GSM,427,2,31,25378,0,51.421639,25.088096,3438,32,1,1389285983,1392552264,0
2356,GSM,427,2,31,17138,0,51.409479,25.099431,4072,23,1,1389285983,1392551985,0
2357,GSM,427,2,81,23217,0,51.336338,25.169706,4560,25,1,1389286722,1392462392,0
2358,GSM,427,2,31,21958,0,51.366486,25.181261,8715,30,1,1389286882,1432618330,0
2359,GSM,427,2,31,21957,0,51.382828,25.196915,2514,24,1,1389287031,1430189137,0
2360,GSM,427,2,31,23037,0,51.395275,25.186931,4428,63,1,1389287072,1427299817,0
2361,GSM,427,2,31,11958,0,51.377804,25.190259,6794,37,1,1389287093,1392548748,0
2362,GSM,427,2,31,13491,0,51.38564,25.1994,3756,21,1,1389287093,1427299827,0
2363,GSM,427,2,31,11957,0,51.383445,25.195084,2313,23,1,1389287093,1430189137,0
2364,GSM,427,2,31,21959,0,51.378594,25.183754,8276,8,1,1389287093,1392466539,0
2365,GSM,427,2,31,13037,0,51.388681,25.186257,6468,42,1,1389287216,1392465665,0
2366,GSM,427,2,31,13492,0,51.38816,25.184213,6369,60,1,1389287216,1427299817,0
2367,GSM,427,2,31,21872,0,51.437988,25.181351,1390,4,1,1389287514,1390043918,0
2368,GSM,427,2,31,12003,0,51.439656,25.182135,1000,7,1,1389287715,1389790972,0
2369,GSM,427,2,31,22003,0,51.439877,25.182037,1000,8,1,1389287715,1389790969,0
2370,GSM,427,2,31,11872,0,51.442283,25.150624,12035,8,1,1389287715,1391855957,0
2371,GSM,427,2,31,14737,0,51.427123,25.182239,1652,17,1,1389287715,1392550705,0
2372,GSM,427,2,31,25943,0,51.433457,25.173386,1346,5,1,1389288521,1390962406,0
2373,GSM,427,2,31,12002,0,51.439819,25.177918,1067,6,1,1389288716,1390043918,0
2374,GSM,427,2,31,15941,0,51.437302,25.174942,1000,3,1,1389288716,1390043918,0
2375,GSM,427,2,31,24468,0,51.436386,25.181809,1071,3,1,1389289215,1391696981,0
2376,GSM,427,2,31,14468,0,51.435928,25.183823,1112,5,1,1389289333,1391858941,0
2377,GSM,427,2,31,12001,0,51.443893,25.184372,1332,5,1,1389289333,1389790972,0
2378,GSM,427,2,31,21853,0,51.414021,25.182398,3542,21,1,1389289440,1392550866,0
2379,GSM,427,2,31,26661,0,51.419348,25.183182,3950,27,1,1389289585,1392550870,0
2380,GSM,427,2,31,26663,0,51.374128,25.154801,3633,3,1,1389289585,1389615039,0
2381,GSM,427,2,31,24417,0,51.415329,25.175858,1686,2,1,1389289585,1391696977,0
2382,GSM,427,2,31,26662,0,51.39884949,25.17860413,1000,1,1,1389289585,1389269626,0
2383,GSM,427,2,31,23297,0,51.355902,25.16762,5030,11,1,1389290076,1437133837,0
2384,GSM,427,2,31,13038,0,51.377731,25.160753,10588,45,1,1389290323,1392549112,0
2385,GSM,427,2,71,13408,0,51.455538,25.058213,3378,18,1,1389290942,1392552264,0
2386,GSM,427,2,71,16268,0,51.48125,25.033938,6603,32,1,1389291434,1392469553,0
2388,GSM,427,2,71,13347,0,51.575389,24.980524,3720,143,1,1389291802,1392574426,0
2389,GSM,427,2,71,23369,0,51.533434,24.994859,4017,5,1,1389292670,1392297045,0
2390,GSM,427,2,71,15551,0,51.525728,24.990693,4462,18,1,1389292793,1392553282,0
2391,GSM,427,2,71,24933,0,51.560984,24.974756,1000,16,1,1389293038,1392541033,0
2392,GSM,427,2,71,13387,0,51.579026,24.971891,2392,40,1,1389293409,1392574426,0
2393,GSM,427,2,71,15549,0,51.549604,25.062336,8448,27,1,1389295504,1392573414,0
2394,GSM,427,2,31,25649,0,51.384136,25.204108,1966,7,1,1389296983,1391648309,0
2395,GSM,427,2,31,23689,0,51.3951,25.186686,3035,26,1,1389297227,1392292980,0
2396,GSM,427,2,31,14738,0,51.434143,25.171326,1570,10,1,1389297728,1392549533,0
2397,GSM,427,2,31,22001,0,51.442795,25.180664,1000,2,1,1389299337,1389790972,0
2398,GSM,427,2,31,14457,0,51.440735,25.182724,1000,2,1,1389299575,1389280122,0
2399,GSM,427,2,31,24437,0,51.42494202,25.20469666,1000,1,1,1389299703,1389279885,0
2400,GSM,427,2,31,14439,0,51.393012,25.197145,3320,4,1,1389299943,1390216104,0
2401,GSM,427,2,31,15912,0,51.42494202,25.20469666,1000,1,1,1389299943,1389279888,0
2402,GSM,427,2,31,24439,0,51.42494202,25.20469666,1000,1,1,1389299943,1389279888,0
2403,GSM,427,2,31,14437,0,51.42494202,25.20469666,1000,1,1,1389299943,1389279888,0
2404,GSM,427,2,31,26643,0,51.42494202,25.20469666,1000,1,1,1389299943,1389279888,0
2405,GSM,427,2,31,25912,0,51.42494202,25.20469666,1000,1,1,1389299943,1389279888,0
2406,GSM,427,2,31,24098,0,51.45378113,25.19233704,1000,1,1,1389300086,1389280269,0
2407,GSM,427,2,65311,14099,0,51.45378113,25.19233704,1000,1,1,1389300315,1389280273,0
2408,GSM,427,2,31,24099,0,51.45378113,25.19233704,1000,1,1,1389300315,1389280273,0
2409,GSM,427,2,31,14098,0,51.45378113,25.19233704,1000,1,1,1389300315,1389280273,0
2410,GSM,427,2,31,14097,0,51.45378113,25.19233704,1000,1,1,1389300315,1389280273,0
2411,GSM,427,2,31,24438,0,51.45378113,25.19233704,1000,1,1,1389300315,1389280273,0
2412,GSM,427,2,81,25739,0,51.43180847,25.22666931,1000,1,1,1389300447,1389280633,0
2413,GSM,427,2,81,14598,0,51.43180847,25.22666931,1000,1,1,1389300686,1389280637,0
2414,GSM,427,2,81,24598,0,51.43180847,25.22666931,1000,1,1,1389300686,1389280637,0
2415,GSM,427,2,31,14449,0,51.397475,25.221727,3497,5,1,1389300686,1390964970,0
2416,GSM,427,2,65351,14262,0,51.56776428,24.97810364,1000,3,1,1389302908,1392146071,0
2417,GSM,427,2,31,13039,0,51.372014,25.18767,5354,50,1,1389305866,1427299816,0
2418,GSM,427,2,31,26653,0,51.388737,25.193961,3851,11,1,1389306075,1392293115,0
2419,GSM,427,2,31,16653,0,51.378469,25.192339,5690,25,1,1389306238,1392293115,0
2420,GSM,427,2,31,15933,0,51.387864,25.192337,1885,2,1,1389306361,1390964970,0
2421,GSM,427,2,31,15648,0,51.383252,25.188514,6004,14,1,1389306361,1392551009,0
2422,GSM,427,2,31,24758,0,51.43730164,25.16487122,1000,2,1,1389306554,1391907382,0
2423,GSM,427,2,31,14739,0,51.42494202,25.182724,1000,5,1,1389306610,1392463071,0
2424,GSM,427,2,31,16661,0,51.414414,25.184098,3471,9,1,1389306610,1392550870,0
2425,GSM,427,2,31,12012,0,51.42494202,25.182724,1000,1,1,1389306610,1389286559,0
2426,GSM,427,2,31,11853,0,51.411866,25.183501,3294,23,1,1389306610,1392550870,0
2427,GSM,427,2,31,21852,0,51.42494202,25.182724,1000,21,1,1389306610,1392550705,0
2428,GSM,427,2,31,24759,0,51.434372,25.169357,1763,15,1,1389306732,1392549533,0
2429,GSM,427,2,31,24757,0,51.43730164,25.16487122,1000,1,1,1389306732,1389286744,0
2430,GSM,427,2,31,14759,0,51.434305,25.169491,1747,11,1,1389306732,1392463414,0
2431,GSM,427,2,31,26541,0,51.44828796,25.17036438,1000,2,1,1389307687,1391907657,0
2432,GSM,427,2,31,16543,0,51.44828796,25.17036438,1000,2,1,1389307850,1391907660,0
2433,GSM,427,2,31,16541,0,51.44828796,25.17036438,1000,2,1,1389307850,1391907660,0
2434,GSM,427,2,31,26543,0,51.44828796,25.17036438,1000,2,1,1389307850,1391907660,0
2435,GSM,427,2,31,14379,0,51.44828796,25.17036438,1000,1,1,1389307850,1389287874,0
2436,GSM,427,2,31,26542,0,51.44828796,25.17036438,1000,2,1,1389307850,1391907660,0
2437,GSM,427,2,31,16542,0,51.44828796,25.17036438,1000,2,1,1389307850,1391907660,0
2438,GSM,427,2,31,15942,0,51.43364,25.170517,1615,9,1,1389307967,1392463414,0
2439,GSM,427,2,31,14418,0,51.43455505,25.16899109,1000,11,1,1389307967,1392549533,0
2440,GSM,427,2,31,14417,0,51.432633,25.171738,1446,5,1,1389307967,1392465361,0
2441,GSM,427,2,31,24739,0,51.425629,25.181743,1679,14,1,1389307973,1392550701,0
2442,GSM,427,2,31,11852,0,51.42494202,25.182724,1000,17,1,1389308094,1392463071,0
2443,GSM,427,2,31,24737,0,51.42601,25.181198,1607,9,1,1389308094,1392465361,0
2444,GSM,427,2,71,13338,0,51.566991,24.984421,3951,55,1,1389312173,1392574026,0
2445,GSM,427,2,71,25548,0,51.555061,25.037613,2649,24,1,1389312328,1392297493,0
2446,GSM,427,2,71,16253,0,51.553416,25.01542,5335,29,1,1389312543,1392573669,0
2447,GSM,427,2,71,13337,0,51.556244,25.017014,3614,36,1,1389312543,1392573669,0
2448,GSM,427,2,71,26253,0,51.541674,25.020862,8064,15,1,1389312543,1392557508,0
2449,GSM,427,2,71,24681,0,51.555748,25.020161,3266,24,1,1389312543,1392573669,0
2450,GSM,427,2,71,25547,0,51.572912,25.087395,4516,36,1,1389312563,1392573410,0
2451,GSM,427,2,71,15547,0,51.574247,25.089989,5539,36,1,1389312789,1392573414,0
2452,GSM,427,2,71,13248,0,51.577197,25.051507,9943,60,1,1389312789,1425802175,0
2453,GSM,427,2,71,12598,0,51.581601,25.106084,5137,26,1,1389312789,1392318504,0
2454,GSM,427,2,71,15548,0,51.566078,25.032006,8234,48,1,1389312789,1392573414,0
2455,GSM,427,2,71,13247,0,51.58493,25.11343,4535,24,1,1389312800,1392572701,0
2456,GSM,427,2,71,13249,0,51.573576,25.108572,21662,26,1,1389313035,1392557962,0
2457,GSM,427,2,71,12553,0,51.606491,25.164047,1796,15,1,1389313283,1437184838,0
2458,GSM,427,2,71,12551,0,51.606805,25.16474,1879,21,1,1389313283,1392572286,0
2459,GSM,427,2,71,22548,0,51.60484314,25.17723083,1000,30,1,1389313294,1392572197,0
2460,GSM,427,2,71,22388,0,51.598611,25.188745,1426,13,1,1389313417,1392311559,0
2461,GSM,427,2,71,12548,0,51.605301,25.175308,1183,30,1,1389313530,1392572201,0
2462,GSM,427,2,71,22549,0,51.604559,25.177752,1809,29,1,1389313530,1392572201,0
2463,GSM,427,2,71,12547,0,51.60484314,25.17723083,1000,19,1,1389313530,1392572201,0
2464,GSM,427,2,71,22561,0,51.597518,25.175401,3823,6,1,1389313530,1438048508,0
2465,GSM,427,2,71,12369,0,51.597119,25.191994,2682,16,1,1389313652,1425787150,0
2466,GSM,427,2,41,12358,0,51.591761,25.208817,1936,19,1,1389313652,1425787148,0
2467,GSM,427,2,71,22369,0,51.596947,25.192108,1000,12,1,1389313652,1392558517,0
2468,GSM,427,2,71,12388,0,51.596832,25.192108,1000,6,1,1389313652,1392311563,0
2469,GSM,427,2,41,26732,0,51.579094,25.228386,1287,4,1,1389313785,1422110017,0
2470,GSM,427,2,41,26731,0,51.578293,25.232162,1000,3,1,1389313887,1422110011,0
2471,GSM,427,2,41,16079,0,51.580124,25.228729,1272,4,1,1389314036,1422110011,0
2472,GSM,427,2,41,16731,0,51.58821,25.245438,3463,9,1,1389314036,1390139942,0
2473,GSM,427,2,41,26079,0,51.578064,25.231476,1000,2,1,1389314036,1422110011,0
2474,GSM,427,2,41,12468,0,51.585617,25.233536,1552,5,1,1389314036,1422110011,0
2475,GSM,427,2,41,12248,0,51.54853821,25.26924133,1000,1,1,1389314299,1389294485,0
2476,GSM,427,2,20,25971,0,51.542635,25.269791,7214,10,1,1389314452,1392559478,0
2477,GSM,427,2,41,12249,0,51.54853821,25.26924133,1000,1,1,1389314519,1389294489,0
2478,GSM,427,2,41,12247,0,51.54853821,25.26924133,1000,1,1,1389314519,1389294489,0
2479,GSM,427,2,41,22247,0,51.54853821,25.26924133,1000,1,1,1389314519,1389294489,0
2480,GSM,427,2,41,16283,0,51.54853821,25.26924133,1000,1,1,1389314519,1389294489,0
2481,GSM,427,2,41,22248,0,51.54853821,25.26924133,1000,1,1,1389314519,1389294489,0
