,radio,mcc,net,area,cell,unit,lon,lat,range,samples,changeable,created,updated,averageSignal
122,GSM,427,1,9302,20041,0,51.391892,25.190818,3741,950,1,1351510966,1490672293,0
123,GSM,427,1,9302,21411,0,51.386997,25.199929,2754,842,1,1351510966,1490672298,0
124,GSM,427,1,9302,22482,0,51.358019,25.159263,11653,1136,1,1351510966,1475646787,0
125,GSM,427,1,9302,22483,0,51.336484,25.17569,4970,594,1,1351510966,1477183906,0
126,GSM,427,1,9302,21643,0,51.386879,25.159908,7612,3255,1,1351510966,1477177344,0
127,GSM,427,1,9302,22612,0,51.373284,25.150766,5056,683,1,1351510966,1475537548,0
128,GSM,427,1,9302,22761,0,51.37596,25.127752,11667,163,1,1351510966,1475101224,0
129,GSM,427,1,9302,21642,0,51.377031,25.132952,8820,428,1,1351510966,1469060040,0
130,GSM,427,1,9102,24293,0,51.37864,25.127829,4818,980,1,1351510967,1421130884,0
131,GSM,427,1,9102,24291,0,51.394564,25.112976,7463,855,1,1351510967,1421079787,0
132,GSM,427,1,9102,24292,0,51.412773,25.095366,11675,1065,1,1351510967,1421130673,0
133,GSM,427,1,9102,24333,0,51.419808,25.091889,8349,367,1,1351510968,1453850222,0
134,GSM,427,1,9102,22673,0,51.430214,25.080214,7641,1569,1,1351510968,1457561933,0
135,GSM,427,1,9102,24332,0,51.43145,25.081564,10170,1030,1,1351510969,1472262702,0
136,GSM,427,1,9302,23651,0,51.32908,25.174271,6627,1392,1,1351510969,1476398240,0
137,GSM,427,1,9302,23652,0,51.32048,25.170844,3272,914,1,1351510970,1475321076,0
138,GSM,427,1,9302,23653,0,51.313034,25.168087,5371,1464,1,1351510970,1493718963,0
139,GSM,427,1,9102,22671,0,51.466285,25.048645,18928,1243,1,1351510970,1476399024,0
140,GSM,427,1,9102,25753,0,51.480185,25.038048,11558,854,1,1351510970,1485519229,0
141,GSM,427,1,9102,22672,0,51.481729,25.03076,7309,532,1,1351510970,1438938800,0
142,GSM,427,1,9102,25752,0,51.497808,25.016112,6154,781,1,1351510971,1485519229,0
143,GSM,427,1,9302,22861,0,51.302929,25.160585,27254,513,1,1351510973,1477181268,0
144,GSM,427,1,9302,12763,0,51.351659,25.161117,7457,220,1,1351510973,1485451164,0
145,GSM,427,1,9101,23971,0,51.509023,25.231276,1495,16333,1,1351510973,1480903608,0
146,GSM,427,1,9101,25492,0,51.515579,25.236113,1982,4590,1,1351510973,1486703150,0
147,GSM,427,1,9101,21952,0,51.509778,25.232155,1681,4472,1,1351510973,1486703191,0
148,GSM,427,1,9101,21882,0,51.510217,25.23081,2276,325,1,1351510973,1469422341,0
149,GSM,427,1,9101,22622,0,51.509577,25.23239,1674,1112,1,1351510973,1487424404,0
150,GSM,427,1,9101,29412,0,51.50944,25.230395,9682,19384,1,1351510974,1492540200,0
151,GSM,427,1,9101,29413,0,51.514244,25.23275,1305,6479,1,1351510974,1480057409,0
152,GSM,427,1,9101,20842,0,51.509418,25.230189,3527,3515,1,1351510974,1480751881,0
153,GSM,427,1,9101,24832,0,51.509271,25.232934,1632,1366,1,1351510974,1472806249,0
154,GSM,427,1,9101,21723,0,51.514297,25.23211,4316,388,1,1351510974,1487424404,0
155,GSM,427,1,9101,20342,0,51.504502,25.232163,1000,182,1,1351510975,1475983000,0
156,GSM,427,1,21845,21845,0,51.475702,25.243505,94523,518,1,1351510975,1479650614,0
157,GSM,427,1,9203,25481,0,51.480696,25.184522,4934,55,1,1351510975,1470435139,0
158,GSM,427,1,9101,40421,0,51.481036,25.19881,1994,143,1,1351510975,1486720581,0
159,GSM,427,1,9101,40423,0,51.469861,25.19857,1577,206,1,1351510975,1476486937,0
160,GSM,427,1,9201,21423,0,51.453748,25.196724,1412,916,1,1351510976,1478779311,0
161,GSM,427,1,9201,29131,0,51.448819,25.193111,1000,282,1,1351510976,1478779311,0
162,GSM,427,1,9201,24661,0,51.442953,25.190167,1087,174,1,1351510976,1489674801,0
163,GSM,427,1,9201,29472,0,51.44434,25.192165,1101,16,1,1351510976,1358925526,0
164,GSM,427,1,9201,29473,0,51.441281,25.198323,1000,39,1,1351510976,1364776292,0
165,GSM,427,1,9201,21392,0,51.43052,25.19802,5761,145,1,1351510976,1492059768,0
166,GSM,427,1,9201,24662,0,51.437695,25.185791,1328,304,1,1351510976,1489678409,0
167,GSM,427,1,9201,24492,0,51.420134,25.184937,4013,36,1,1351510977,1480339884,0
168,GSM,427,1,9201,21373,0,51.425148,25.184811,2746,100,1,1351510977,1491369567,0
169,GSM,427,1,9201,22053,0,51.435718,25.199522,3916,13,1,1351510977,1431565855,0
170,GSM,427,1,9101,29483,0,51.485038,25.205651,1120,167,1,1351510978,1421079787,0
171,GSM,427,1,9101,25491,0,51.521333,25.23796,1548,406,1,1351510978,1486703150,0
172,GSM,427,1,9101,23972,0,51.500904,25.228112,2079,1235,1,1351510978,1491498356,0
173,GSM,427,1,9101,40411,0,51.502426,25.237677,1685,192,1,1351510979,1476006102,0
174,GSM,427,1,9101,24462,0,51.503272,25.230953,1397,185,1,1351510985,1491498356,0
175,GSM,427,1,9101,20031,0,51.490678,25.249698,3015,264,1,1351510987,1476923810,0
176,GSM,427,1,9101,25133,0,51.511417,25.226458,2809,65,1,1351510987,1486703068,0
177,GSM,427,1,9101,23363,0,51.499672,25.214195,2136,24,1,1351510987,1421079777,0
178,GSM,427,1,9101,21073,0,51.536174,25.243495,6280,4,1,1351510988,1436971121,0
179,GSM,427,1,9201,21421,0,51.457724,25.193104,1426,272,1,1351510989,1478779311,0
180,GSM,427,1,9201,21422,0,51.456446,25.188176,1000,67,1,1351510990,1478779311,0
181,GSM,427,1,9201,29132,0,51.44603,25.188846,1305,59,1,1351510990,1489674801,0
182,GSM,427,1,9201,25731,0,51.446402,25.206932,7006,59,1,1351510990,1478779311,0
183,GSM,427,1,9201,25903,0,51.442694,25.212512,1000,68,1,1351510990,1432154242,0
184,GSM,427,1,9201,29502,0,51.439053,25.215717,1000,40,1,1351510991,1362022667,0
