,Unnamed: 0,GPS_lat,GPS_long,Network_lat,Network_long,Time,Anchor_Number,Type,Registered,CID,LAC,MCC,MNC,dBm,level,spoofed
1836,1862,25.368041666666667,51.54978666666666,0.0,0.0,1561285949498,2,GSM,False,40281,9402,427,1,-55,4,0.0
1837,1863,25.368041666666667,51.54978666666666,0.0,0.0,1561285949498,3,GSM,False,40721,9402,427,1,-55,4,0.0
1838,1864,25.368041666666667,51.54978666666666,0.0,0.0,1561285949498,4,GSM,False,40283,9402,427,1,-57,4,0.0
1839,1865,25.368041666666667,51.54978666666666,0.0,0.0,1561285949498,5,GSM,False,41631,9402,427,1,-59,4,0.0
1840,1866,25.368041666666667,51.54978666666666,0.0,0.0,1561285949498,6,GSM,False,29171,9402,427,1,-61,4,0.0
1841,1867,25.368041666666667,51.54978666666666,0.0,0.0,1561285949498,7,GSM,True,17382,120,427,2,-23,4,0.0
1842,1868,25.368041666666667,51.54978666666666,0.0,0.0,1561285949498,8,GSM,False,17381,120,427,2,-43,4,0.0
1843,1869,25.368041666666667,51.54978666666666,0.0,0.0,1561285949498,9,GSM,False,10451,120,427,2,-45,4,0.0
1844,1870,25.368041666666667,51.54978666666666,0.0,0.0,1561285949498,10,GSM,False,17383,120,427,2,-45,4,0.0
1845,1871,25.368041666666667,51.54978666666666,0.0,0.0,1561285949498,11,GSM,False,16573,120,427,2,-45,4,0.0
1846,1872,25.368041666666667,51.54978666666666,0.0,0.0,1561285949498,12,GSM,False,10022,120,427,2,-51,4,0.0
1847,1873,25.368041666666667,51.54978666666666,0.0,0.0,1561285949498,13,GSM,False,10683,120,427,2,-55,4,0.0
1848,1876,25.368033333333333,51.54950166666666,0.0,0.0,1561285951981,0,GSM,True,40282,9402,427,1,-41,4,0.0
1849,1877,25.368033333333333,51.54950166666666,0.0,0.0,1561285951981,1,GSM,False,20002,9402,427,1,-39,4,0.0
1850,1878,25.368033333333333,51.54950166666666,0.0,0.0,1561285951981,2,GSM,False,41631,9402,427,1,-57,4,0.0
1851,1879,25.368033333333333,51.54950166666666,0.0,0.0,1561285951981,3,GSM,False,40721,9402,427,1,-59,4,0.0
1852,1880,25.368033333333333,51.54950166666666,0.0,0.0,1561285951981,4,GSM,False,40283,9402,427,1,-59,4,0.0
1853,1881,25.368033333333333,51.54950166666666,0.0,0.0,1561285951981,5,GSM,False,29172,9402,427,1,-61,4,0.0
1854,1882,25.368033333333333,51.54950166666666,0.0,0.0,1561285951981,6,GSM,False,40281,9402,427,1,-61,4,0.0
1855,1883,25.368033333333333,51.54950166666666,0.0,0.0,1561285951981,7,GSM,True,17382,120,427,2,-27,4,0.0
1856,1884,25.368033333333333,51.54950166666666,0.0,0.0,1561285951981,8,GSM,False,10451,120,427,2,-41,4,0.0
1857,1885,25.368033333333333,51.54950166666666,0.0,0.0,1561285951981,9,GSM,False,17381,120,427,2,-43,4,0.0
1858,1886,25.368033333333333,51.54950166666666,0.0,0.0,1561285951981,10,GSM,False,16573,120,427,2,-43,4,0.0
1859,1887,25.368033333333333,51.54950166666666,0.0,0.0,1561285951981,11,GSM,False,17383,120,427,2,-43,4,0.0
1860,1888,25.368033333333333,51.54950166666666,0.0,0.0,1561285951981,12,GSM,False,16572,120,427,2,-55,4,0.0
1861,1889,25.368033333333333,51.54950166666666,0.0,0.0,1561285951981,13,GSM,False,10683,120,427,2,-57,4,0.0
1862,1890,25.368013333333337,51.549505,0.0,0.0,1561285952463,0,GSM,True,40282,9402,427,1,-41,4,0.0
1863,1891,25.368013333333337,51.549505,0.0,0.0,1561285952463,1,GSM,False,20002,9402,427,1,-39,4,0.0
1864,1892,25.368013333333337,51.549505,0.0,0.0,1561285952463,2,GSM,False,41631,9402,427,1,-57,4,0.0
1865,1893,25.368013333333337,51.549505,0.0,0.0,1561285952463,3,GSM,False,40721,9402,427,1,-59,4,0.0
1866,1894,25.368013333333337,51.549505,0.0,0.0,1561285952463,4,GSM,False,40283,9402,427,1,-59,4,0.0
1867,1895,25.368013333333337,51.549505,0.0,0.0,1561285952463,5,GSM,False,29172,9402,427,1,-61,4,0.0
1868,1896,25.368013333333337,51.549505,0.0,0.0,1561285952463,6,GSM,False,40281,9402,427,1,-61,4,0.0
1869,1897,25.368013333333337,51.549505,0.0,0.0,1561285952463,7,GSM,True,17382,120,427,2,-31,4,0.0
1870,1898,25.368013333333337,51.549505,0.0,0.0,1561285952463,8,GSM,False,17383,120,427,2,-39,4,0.0
1871,1899,25.368013333333337,51.549505,0.0,0.0,1561285952463,9,GSM,False,10451,120,427,2,-43,4,0.0
1872,1900,25.368013333333337,51.549505,0.0,0.0,1561285952463,10,GSM,False,17381,120,427,2,-43,4,0.0
1873,1901,25.368013333333337,51.549505,0.0,0.0,1561285952463,11,GSM,False,10022,120,427,2,-45,4,0.0
1874,1902,25.368013333333337,51.549505,0.0,0.0,1561285952463,12,GSM,False,16573,120,427,2,-47,4,0.0
1875,1903,25.368013333333337,51.549505,0.0,0.0,1561285952463,13,GSM,False,10683,120,427,2,-55,4,0.0
1876,1904,25.367998333333336,51.549525,0.0,0.0,1561285954089,0,GSM,True,40282,9402,427,1,-41,4,0.0
1877,1905,25.367998333333336,51.549525,0.0,0.0,1561285954089,1,GSM,False,20002,9402,427,1,-39,4,0.0
1878,1906,25.367998333333336,51.549525,0.0,0.0,1561285954089,2,GSM,False,41631,9402,427,1,-57,4,0.0
1879,1907,25.367998333333336,51.549525,0.0,0.0,1561285954089,3,GSM,False,40721,9402,427,1,-59,4,0.0
1880,1908,25.367998333333336,51.549525,0.0,0.0,1561285954089,4,GSM,False,40283,9402,427,1,-59,4,0.0
1881,1909,25.367998333333336,51.549525,0.0,0.0,1561285954089,5,GSM,False,29172,9402,427,1,-61,4,0.0
1882,1910,25.367998333333336,51.549525,0.0,0.0,1561285954089,6,GSM,False,40281,9402,427,1,-61,4,0.0
1883,1911,25.367998333333336,51.549525,0.0,0.0,1561285954089,7,GSM,True,17382,120,427,2,-31,4,0.0
1884,1912,25.367998333333336,51.549525,0.0,0.0,1561285954089,8,GSM,False,17383,120,427,2,-39,4,0.0
1885,1913,25.367998333333336,51.549525,0.0,0.0,1561285954089,9,GSM,False,10451,120,427,2,-43,4,0.0
1886,1914,25.367998333333336,51.549525,0.0,0.0,1561285954089,10,GSM,False,17381,120,427,2,-43,4,0.0
1887,1915,25.367998333333336,51.549525,0.0,0.0,1561285954089,11,GSM,False,10022,120,427,2,-45,4,0.0
1888,1916,25.367998333333336,51.549525,0.0,0.0,1561285954089,12,GSM,False,16573,120,427,2,-47,4,0.0
1889,1917,25.367998333333336,51.549525,0.0,0.0,1561285954089,13,GSM,False,10683,120,427,2,-55,4,0.0
1890,1918,25.367951666666663,51.54938666666667,0.0,0.0,1561285954924,0,GSM,True,40282,9402,427,1,-39,4,0.0
1891,1919,25.367951666666663,51.54938666666667,0.0,0.0,1561285954924,1,GSM,False,20002,9402,427,1,-43,4,0.0
1892,1920,25.367951666666663,51.54938666666667,0.0,0.0,1561285954924,2,GSM,False,40283,9402,427,1,-51,4,0.0
1893,1921,25.367951666666663,51.54938666666667,0.0,0.0,1561285954924,3,GSM,False,40721,9402,427,1,-57,4,0.0
1894,1922,25.367951666666663,51.54938666666667,0.0,0.0,1561285954924,4,GSM,False,41631,9402,427,1,-59,4,0.0
1895,1923,25.367951666666663,51.54938666666667,0.0,0.0,1561285954924,5,GSM,False,29172,9402,427,1,-61,4,0.0
1896,1924,25.367951666666663,51.54938666666667,0.0,0.0,1561285954924,6,GSM,False,40281,9402,427,1,-65,4,0.0
1897,1925,25.367951666666663,51.54938666666667,0.0,0.0,1561285954924,7,GSM,True,17382,120,427,2,-31,4,0.0
1898,1926,25.367951666666663,51.54938666666667,0.0,0.0,1561285954924,8,GSM,False,17383,120,427,2,-39,4,0.0
1899,1927,25.367951666666663,51.54938666666667,0.0,0.0,1561285954924,9,GSM,False,10451,120,427,2,-43,4,0.0
1900,1928,25.367951666666663,51.54938666666667,0.0,0.0,1561285954924,10,GSM,False,17381,120,427,2,-43,4,0.0
1901,1929,25.367951666666663,51.54938666666667,0.0,0.0,1561285954924,11,GSM,False,10022,120,427,2,-45,4,0.0
1902,1930,25.367951666666663,51.54938666666667,0.0,0.0,1561285954924,12,GSM,False,16573,120,427,2,-47,4,0.0
1903,1931,25.367951666666663,51.54938666666667,0.0,0.0,1561285954924,13,GSM,False,10683,120,427,2,-55,4,0.0
1904,1932,25.36796333333333,51.54950333333333,0.0,0.0,1561285956243,0,GSM,True,40282,9402,427,1,-39,4,0.0
1905,1933,25.36796333333333,51.54950333333333,0.0,0.0,1561285956243,1,GSM,False,20002,9402,427,1,-43,4,0.0
1906,1934,25.36796333333333,51.54950333333333,0.0,0.0,1561285956243,2,GSM,False,40283,9402,427,1,-51,4,0.0
1907,1935,25.36796333333333,51.54950333333333,0.0,0.0,1561285956243,3,GSM,False,40721,9402,427,1,-57,4,0.0
1908,1936,25.36796333333333,51.54950333333333,0.0,0.0,1561285956243,4,GSM,False,41631,9402,427,1,-59,4,0.0
1909,1937,25.36796333333333,51.54950333333333,0.0,0.0,1561285956243,5,GSM,False,29172,9402,427,1,-61,4,0.0
1910,1938,25.36796333333333,51.54950333333333,0.0,0.0,1561285956243,6,GSM,False,40281,9402,427,1,-65,4,0.0
1911,1939,25.36796333333333,51.54950333333333,0.0,0.0,1561285956243,7,GSM,True,17382,120,427,2,-31,4,0.0
1912,1940,25.36796333333333,51.54950333333333,0.0,0.0,1561285956243,8,GSM,False,17383,120,427,2,-39,4,0.0
1913,1941,25.36796333333333,51.54950333333333,0.0,0.0,1561285956243,9,GSM,False,10451,120,427,2,-43,4,0.0
1914,1942,25.36796333333333,51.54950333333333,0.0,0.0,1561285956243,10,GSM,False,17381,120,427,2,-43,4,0.0
1915,1943,25.36796333333333,51.54950333333333,0.0,0.0,1561285956243,11,GSM,False,10022,120,427,2,-45,4,0.0
1916,1944,25.36796333333333,51.54950333333333,0.0,0.0,1561285956243,12,GSM,False,16573,120,427,2,-47,4,0.0
1917,1945,25.36796333333333,51.54950333333333,0.0,0.0,1561285956243,13,GSM,False,10683,120,427,2,-55,4,0.0
1918,1946,25.36806166666667,51.54962666666667,0.0,0.0,1561285958396,0,GSM,True,40282,9402,427,1,-39,4,0.0
1919,1947,25.36806166666667,51.54962666666667,0.0,0.0,1561285958396,1,GSM,False,20002,9402,427,1,-43,4,0.0
1920,1948,25.36806166666667,51.54962666666667,0.0,0.0,1561285958396,2,GSM,False,40283,9402,427,1,-51,4,0.0
1921,1949,25.36806166666667,51.54962666666667,0.0,0.0,1561285958396,3,GSM,False,40721,9402,427,1,-57,4,0.0
1922,1950,25.36806166666667,51.54962666666667,0.0,0.0,1561285958396,4,GSM,False,41631,9402,427,1,-59,4,0.0
1923,1951,25.36806166666667,51.54962666666667,0.0,0.0,1561285958396,5,GSM,False,29172,9402,427,1,-61,4,0.0
1924,1952,25.36806166666667,51.54962666666667,0.0,0.0,1561285958396,6,GSM,False,40281,9402,427,1,-65,4,0.0
1925,1953,25.36806166666667,51.54962666666667,0.0,0.0,1561285958396,7,GSM,True,17382,120,427,2,-31,4,0.0
1926,1954,25.36806166666667,51.54962666666667,0.0,0.0,1561285958396,8,GSM,False,17383,120,427,2,-39,4,0.0
1927,1955,25.36806166666667,51.54962666666667,0.0,0.0,1561285958396,9,GSM,False,10451,120,427,2,-43,4,0.0
1928,1956,25.36806166666667,51.54962666666667,0.0,0.0,1561285958396,10,GSM,False,17381,120,427,2,-43,4,0.0
1929,1957,25.36806166666667,51.54962666666667,0.0,0.0,1561285958396,11,GSM,False,10022,120,427,2,-45,4,0.0
1930,1958,25.36806166666667,51.54962666666667,0.0,0.0,1561285958396,12,GSM,False,16573,120,427,2,-47,4,0.0
1931,1959,25.36806166666667,51.54962666666667,0.0,0.0,1561285958396,13,GSM,False,10683,120,427,2,-55,4,0.0
1932,1960,25.3679,51.54964833333334,0.0,0.0,1561285961343,0,GSM,True,40282,9402,427,1,-45,4,0.0
1933,1961,25.3679,51.54964833333334,0.0,0.0,1561285961343,1,GSM,False,40283,9402,427,1,-41,4,0.0
1934,1962,25.3679,51.54964833333334,0.0,0.0,1561285961343,2,GSM,False,20002,9402,427,1,-45,4,0.0
1935,1963,25.3679,51.54964833333334,0.0,0.0,1561285961343,3,GSM,False,40721,9402,427,1,-57,4,0.0
1936,1964,25.3679,51.54964833333334,0.0,0.0,1561285961343,4,GSM,False,41631,9402,427,1,-61,4,0.0
1937,1965,25.3679,51.54964833333334,0.0,0.0,1561285961343,5,GSM,False,29172,9402,427,1,-61,4,0.0
1938,1966,25.3679,51.54964833333334,0.0,0.0,1561285961343,6,GSM,False,29171,9402,427,1,-63,4,0.0
1939,1967,25.3679,51.54964833333334,0.0,0.0,1561285961343,7,GSM,True,17382,120,427,2,-33,4,0.0
1940,1968,25.3679,51.54964833333334,0.0,0.0,1561285961343,8,GSM,False,17383,120,427,2,-37,4,0.0
1941,1969,25.3679,51.54964833333334,0.0,0.0,1561285961343,9,GSM,False,10022,120,427,2,-43,4,0.0
1942,1970,25.3679,51.54964833333334,0.0,0.0,1561285961343,10,GSM,False,10451,120,427,2,-45,4,0.0
1943,1971,25.3679,51.54964833333334,0.0,0.0,1561285961343,11,GSM,False,17381,120,427,2,-45,4,0.0
1944,1972,25.3679,51.54964833333334,0.0,0.0,1561285961343,12,GSM,False,16573,120,427,2,-47,4,0.0
1945,1973,25.3679,51.54964833333334,0.0,0.0,1561285961343,13,GSM,False,10683,120,427,2,-57,4,0.0
1946,1974,25.36781,51.54966833333333,0.0,0.0,1561285962775,0,GSM,True,40282,9402,427,1,-45,4,0.0
1947,1975,25.36781,51.54966833333333,0.0,0.0,1561285962775,1,GSM,False,40283,9402,427,1,-41,4,0.0
1948,1976,25.36781,51.54966833333333,0.0,0.0,1561285962775,2,GSM,False,20002,9402,427,1,-45,4,0.0
1949,1977,25.36781,51.54966833333333,0.0,0.0,1561285962775,3,GSM,False,40721,9402,427,1,-57,4,0.0
1950,1978,25.36781,51.54966833333333,0.0,0.0,1561285962775,4,GSM,False,41631,9402,427,1,-61,4,0.0
1951,1979,25.36781,51.54966833333333,0.0,0.0,1561285962775,5,GSM,False,29172,9402,427,1,-61,4,0.0
1952,1980,25.36781,51.54966833333333,0.0,0.0,1561285962775,6,GSM,False,29171,9402,427,1,-63,4,0.0
1953,1981,25.36781,51.54966833333333,0.0,0.0,1561285962775,7,GSM,True,17382,120,427,2,-33,4,0.0
1954,1982,25.36781,51.54966833333333,0.0,0.0,1561285962775,8,GSM,False,17383,120,427,2,-37,4,0.0
1955,1983,25.36781,51.54966833333333,0.0,0.0,1561285962775,9,GSM,False,10022,120,427,2,-43,4,0.0
1956,1984,25.36781,51.54966833333333,0.0,0.0,1561285962775,10,GSM,False,10451,120,427,2,-45,4,0.0
1957,1985,25.36781,51.54966833333333,0.0,0.0,1561285962775,11,GSM,False,17381,120,427,2,-45,4,0.0
1958,1986,25.36781,51.54966833333333,0.0,0.0,1561285962775,12,GSM,False,16573,120,427,2,-47,4,0.0
1959,1987,25.36781,51.54966833333333,0.0,0.0,1561285962775,13,GSM,False,10683,120,427,2,-57,4,0.0
1960,1988,25.367845000000003,51.54965000000001,0.0,0.0,1561285964421,0,GSM,True,40282,9402,427,1,-45,4,0.0
1961,1989,25.367845000000003,51.54965000000001,0.0,0.0,1561285964421,1,GSM,False,40283,9402,427,1,-41,4,0.0
1962,1990,25.367845000000003,51.54965000000001,0.0,0.0,1561285964421,2,GSM,False,20002,9402,427,1,-45,4,0.0
1963,1991,25.367845000000003,51.54965000000001,0.0,0.0,1561285964421,3,GSM,False,40721,9402,427,1,-57,4,0.0
1964,1992,25.367845000000003,51.54965000000001,0.0,0.0,1561285964421,4,GSM,False,41631,9402,427,1,-61,4,0.0
1965,1993,25.367845000000003,51.54965000000001,0.0,0.0,1561285964421,5,GSM,False,29172,9402,427,1,-61,4,0.0
1966,1994,25.367845000000003,51.54965000000001,0.0,0.0,1561285964421,6,GSM,False,29171,9402,427,1,-63,4,0.0
1967,1995,25.367845000000003,51.54965000000001,0.0,0.0,1561285964421,7,GSM,True,17382,120,427,2,-25,4,0.0
1968,1996,25.367845000000003,51.54965000000001,0.0,0.0,1561285964421,8,GSM,False,10022,120,427,2,-35,4,0.0
1969,1997,25.367845000000003,51.54965000000001,0.0,0.0,1561285964421,9,GSM,False,17383,120,427,2,-37,4,0.0
1970,1998,25.367845000000003,51.54965000000001,0.0,0.0,1561285964421,10,GSM,False,16573,120,427,2,-41,4,0.0
1971,1999,25.367845000000003,51.54965000000001,0.0,0.0,1561285964421,11,GSM,False,10451,120,427,2,-45,4,0.0
1972,2000,25.367845000000003,51.54965000000001,0.0,0.0,1561285964421,12,GSM,False,17381,120,427,2,-49,4,0.0
1973,2001,25.367845000000003,51.54965000000001,0.0,0.0,1561285964421,13,GSM,False,10683,120,427,2,-49,4,0.0
1974,2002,25.3679,51.54964,0.0,0.0,1561285964839,0,GSM,True,40282,9402,427,1,-45,4,0.0
1975,2003,25.3679,51.54964,0.0,0.0,1561285964839,1,GSM,False,40283,9402,427,1,-41,4,0.0
1976,2004,25.3679,51.54964,0.0,0.0,1561285964839,2,GSM,False,20002,9402,427,1,-45,4,0.0
1977,2005,25.3679,51.54964,0.0,0.0,1561285964839,3,GSM,False,40721,9402,427,1,-57,4,0.0
1978,2006,25.3679,51.54964,0.0,0.0,1561285964839,4,GSM,False,41631,9402,427,1,-61,4,0.0
1979,2007,25.3679,51.54964,0.0,0.0,1561285964839,5,GSM,False,29172,9402,427,1,-61,4,0.0
1980,2008,25.3679,51.54964,0.0,0.0,1561285964839,6,GSM,False,29171,9402,427,1,-63,4,0.0
1981,2009,25.3679,51.54964,0.0,0.0,1561285964839,7,GSM,True,17382,120,427,2,-25,4,0.0
1982,2010,25.3679,51.54964,0.0,0.0,1561285964839,8,GSM,False,10022,120,427,2,-35,4,0.0
1983,2011,25.3679,51.54964,0.0,0.0,1561285964839,9,GSM,False,17383,120,427,2,-37,4,0.0
1984,2012,25.3679,51.54964,0.0,0.0,1561285964839,10,GSM,False,16573,120,427,2,-41,4,0.0
1985,2013,25.3679,51.54964,0.0,0.0,1561285964839,11,GSM,False,10451,120,427,2,-45,4,0.0
1986,2014,25.3679,51.54964,0.0,0.0,1561285964839,12,GSM,False,17381,120,427,2,-49,4,0.0
1987,2015,25.3679,51.54964,0.0,0.0,1561285964839,13,GSM,False,10683,120,427,2,-49,4,0.0
1988,2016,25.367931666666664,51.54962999999999,0.0,0.0,1561285966077,0,GSM,True,40282,9402,427,1,-45,4,0.0
1989,2017,25.367931666666664,51.54962999999999,0.0,0.0,1561285966077,1,GSM,False,40283,9402,427,1,-41,4,0.0
1990,2018,25.367931666666664,51.54962999999999,0.0,0.0,1561285966077,2,GSM,False,20002,9402,427,1,-45,4,0.0
1991,2019,25.367931666666664,51.54962999999999,0.0,0.0,1561285966077,3,GSM,False,40721,9402,427,1,-57,4,0.0
1992,2020,25.367931666666664,51.54962999999999,0.0,0.0,1561285966077,4,GSM,False,41631,9402,427,1,-61,4,0.0
1993,2021,25.367931666666664,51.54962999999999,0.0,0.0,1561285966077,5,GSM,False,29172,9402,427,1,-61,4,0.0
1994,2022,25.367931666666664,51.54962999999999,0.0,0.0,1561285966077,6,GSM,False,29171,9402,427,1,-63,4,0.0
1995,2023,25.367931666666664,51.54962999999999,0.0,0.0,1561285966077,7,GSM,True,17382,120,427,2,-25,4,0.0
1996,2024,25.367931666666664,51.54962999999999,0.0,0.0,1561285966077,8,GSM,False,10022,120,427,2,-35,4,0.0
1997,2025,25.367931666666664,51.54962999999999,0.0,0.0,1561285966077,9,GSM,False,17383,120,427,2,-37,4,0.0
1998,2026,25.367931666666664,51.54962999999999,0.0,0.0,1561285966077,10,GSM,False,16573,120,427,2,-41,4,0.0
1999,2027,25.367931666666664,51.54962999999999,0.0,0.0,1561285966077,11,GSM,False,10451,120,427,2,-45,4,0.0
2000,2028,25.367931666666664,51.54962999999999,0.0,0.0,1561285966077,12,GSM,False,17381,120,427,2,-49,4,0.0
2001,2029,25.367931666666664,51.54962999999999,0.0,0.0,1561285966077,13,GSM,False,10683,120,427,2,-49,4,0.0
2002,2030,25.367835,51.54972666666666,0.0,0.0,1561285968127,0,GSM,True,40282,9402,427,1,-45,4,0.0
2003,2031,25.367835,51.54972666666666,0.0,0.0,1561285968127,1,GSM,False,40283,9402,427,1,-41,4,0.0
2004,2032,25.367835,51.54972666666666,0.0,0.0,1561285968127,2,GSM,False,20002,9402,427,1,-45,4,0.0
2005,2033,25.367835,51.54972666666666,0.0,0.0,1561285968127,3,GSM,False,40721,9402,427,1,-57,4,0.0
2006,2034,25.367835,51.54972666666666,0.0,0.0,1561285968127,4,GSM,False,41631,9402,427,1,-61,4,0.0
2007,2035,25.367835,51.54972666666666,0.0,0.0,1561285968127,5,GSM,False,29172,9402,427,1,-61,4,0.0
2008,2036,25.367835,51.54972666666666,0.0,0.0,1561285968127,6,GSM,False,29171,9402,427,1,-63,4,0.0
2009,2037,25.367835,51.54972666666666,0.0,0.0,1561285968127,7,GSM,True,17382,120,427,2,-33,4,0.0
2010,2038,25.367835,51.54972666666666,0.0,0.0,1561285968127,8,GSM,False,10022,120,427,2,-31,4,0.0
2011,2039,25.367835,51.54972666666666,0.0,0.0,1561285968127,9,GSM,False,17383,120,427,2,-33,4,0.0
2012,2040,25.367835,51.54972666666666,0.0,0.0,1561285968127,10,GSM,False,10451,120,427,2,-45,4,0.0
2013,2041,25.367835,51.54972666666666,0.0,0.0,1561285968127,11,GSM,False,17381,120,427,2,-45,4,0.0
2014,2042,25.367835,51.54972666666666,0.0,0.0,1561285968127,12,GSM,False,10683,120,427,2,-47,4,0.0
2015,2043,25.367835,51.54972666666666,0.0,0.0,1561285968127,13,GSM,False,16573,120,427,2,-47,4,0.0
2016,2044,25.367833333333337,51.54972666666666,0.0,0.0,1561285969320,0,GSM,True,40282,9402,427,1,-45,4,0.0
2017,2045,25.367833333333337,51.54972666666666,0.0,0.0,1561285969320,1,GSM,False,40283,9402,427,1,-41,4,0.0
2018,2046,25.367833333333337,51.54972666666666,0.0,0.0,1561285969320,2,GSM,False,20002,9402,427,1,-45,4,0.0
2019,2047,25.367833333333337,51.54972666666666,0.0,0.0,1561285969320,3,GSM,False,40721,9402,427,1,-57,4,0.0
2020,2048,25.367833333333337,51.54972666666666,0.0,0.0,1561285969320,4,GSM,False,41631,9402,427,1,-61,4,0.0
2021,2049,25.367833333333337,51.54972666666666,0.0,0.0,1561285969320,5,GSM,False,29172,9402,427,1,-61,4,0.0
2022,2050,25.367833333333337,51.54972666666666,0.0,0.0,1561285969320,6,GSM,False,29171,9402,427,1,-63,4,0.0
2023,2051,25.367833333333337,51.54972666666666,0.0,0.0,1561285969320,7,GSM,True,17382,120,427,2,-33,4,0.0
2024,2052,25.367833333333337,51.54972666666666,0.0,0.0,1561285969320,8,GSM,False,10022,120,427,2,-31,4,0.0
2025,2053,25.367833333333337,51.54972666666666,0.0,0.0,1561285969320,9,GSM,False,17383,120,427,2,-33,4,0.0
2026,2054,25.367833333333337,51.54972666666666,0.0,0.0,1561285969320,10,GSM,False,10451,120,427,2,-45,4,0.0
2027,2055,25.367833333333337,51.54972666666666,0.0,0.0,1561285969320,11,GSM,False,17381,120,427,2,-45,4,0.0
2028,2056,25.367833333333337,51.54972666666666,0.0,0.0,1561285969320,12,GSM,False,10683,120,427,2,-47,4,0.0
2029,2057,25.367833333333337,51.54972666666666,0.0,0.0,1561285969320,13,GSM,False,16573,120,427,2,-47,4,0.0
2030,2059,25.36783833333333,51.54972333333333,0.0,0.0,1561285970813,0,GSM,True,40283,9402,427,1,397,4,0.0
2031,2060,25.36783833333333,51.54972333333333,0.0,0.0,1561285970813,1,GSM,False,20002,9402,427,1,-37,4,0.0
2032,2061,25.36783833333333,51.54972333333333,0.0,0.0,1561285970813,2,GSM,False,20003,9402,427,1,-57,4,0.0
2033,2062,25.36783833333333,51.54972333333333,0.0,0.0,1561285970813,3,GSM,False,40721,9402,427,1,-59,4,0.0
2034,2063,25.36783833333333,51.54972333333333,0.0,0.0,1561285970813,4,GSM,False,29171,9402,427,1,-59,4,0.0
2035,2064,25.36783833333333,51.54972333333333,0.0,0.0,1561285970813,5,GSM,False,41631,9402,427,1,-61,4,0.0
2036,2065,25.36783833333333,51.54972333333333,0.0,0.0,1561285970813,6,GSM,False,29172,9402,427,1,-61,4,0.0
2037,2066,25.36783833333333,51.54972333333333,0.0,0.0,1561285970813,7,GSM,True,17382,120,427,2,-33,4,0.0
2038,2067,25.36783833333333,51.54972333333333,0.0,0.0,1561285970813,8,GSM,False,10022,120,427,2,-31,4,0.0
2039,2068,25.36783833333333,51.54972333333333,0.0,0.0,1561285970813,9,GSM,False,17383,120,427,2,-33,4,0.0
2040,2069,25.36783833333333,51.54972333333333,0.0,0.0,1561285970813,10,GSM,False,10451,120,427,2,-45,4,0.0
2041,2070,25.36783833333333,51.54972333333333,0.0,0.0,1561285970813,11,GSM,False,17381,120,427,2,-45,4,0.0
2042,2071,25.36783833333333,51.54972333333333,0.0,0.0,1561285970813,12,GSM,False,10683,120,427,2,-47,4,0.0
2043,2072,25.36783833333333,51.54972333333333,0.0,0.0,1561285970813,13,GSM,False,16573,120,427,2,-47,4,0.0
2044,2074,25.367991666666665,51.54968166666666,0.0,0.0,1561285973341,0,GSM,True,40283,9402,427,1,-39,4,0.0
2045,2075,25.367991666666665,51.54968166666666,0.0,0.0,1561285973341,1,GSM,False,20002,9402,427,1,-33,4,0.0
2046,2076,25.367991666666665,51.54968166666666,0.0,0.0,1561285973341,2,GSM,False,20003,9402,427,1,-51,4,0.0
2047,2077,25.367991666666665,51.54968166666666,0.0,0.0,1561285973341,3,GSM,False,41631,9402,427,1,-53,4,0.0
2048,2078,25.367991666666665,51.54968166666666,0.0,0.0,1561285973341,4,GSM,False,40721,9402,427,1,-59,4,0.0
2049,2079,25.367991666666665,51.54968166666666,0.0,0.0,1561285973341,5,GSM,False,40281,9402,427,1,-63,4,0.0
2050,2080,25.367991666666665,51.54968166666666,0.0,0.0,1561285973341,6,GSM,False,29171,9402,427,1,-65,4,0.0
2051,2081,25.367991666666665,51.54968166666666,0.0,0.0,1561285973341,7,GSM,True,17382,120,427,2,-35,4,0.0
2052,2082,25.367991666666665,51.54968166666666,0.0,0.0,1561285973341,8,GSM,False,10022,120,427,2,-29,4,0.0
2053,2083,25.367991666666665,51.54968166666666,0.0,0.0,1561285973341,9,GSM,False,17383,120,427,2,-37,4,0.0
2054,2084,25.367991666666665,51.54968166666666,0.0,0.0,1561285973341,10,GSM,False,10451,120,427,2,-43,4,0.0
2055,2085,25.367991666666665,51.54968166666666,0.0,0.0,1561285973341,11,GSM,False,17381,120,427,2,-43,4,0.0
2056,2086,25.367991666666665,51.54968166666666,0.0,0.0,1561285973341,12,GSM,False,10683,120,427,2,-45,4,0.0
2057,2087,25.367991666666665,51.54968166666666,0.0,0.0,1561285973341,13,GSM,False,16573,120,427,2,-47,4,0.0
2058,2088,25.367961666666663,51.549641666666666,0.0,0.0,1561285974770,0,GSM,True,40283,9402,427,1,-39,4,0.0
2059,2089,25.367961666666663,51.549641666666666,0.0,0.0,1561285974770,1,GSM,False,20002,9402,427,1,-33,4,0.0
2060,2090,25.367961666666663,51.549641666666666,0.0,0.0,1561285974770,2,GSM,False,20003,9402,427,1,-51,4,0.0
2061,2091,25.367961666666663,51.549641666666666,0.0,0.0,1561285974770,3,GSM,False,41631,9402,427,1,-53,4,0.0
2062,2092,25.367961666666663,51.549641666666666,0.0,0.0,1561285974770,4,GSM,False,40721,9402,427,1,-59,4,0.0
