,Unnamed: 0,GPS_lat,GPS_long,Network_lat,Network_long,Time,Anchor_Number,Type,Registered,CID,LAC,MCC,MNC,dBm,level,spoofed
2596,2635,25.370335,51.55059500000001,0.0,0.0,1561286047294,1,GSM,False,40283,9402,427,1,-53,4,0.0
2597,2636,25.370335,51.55059500000001,0.0,0.0,1561286047294,2,GSM,False,20003,9402,427,1,-53,4,0.0
2598,2637,25.370335,51.55059500000001,0.0,0.0,1561286047294,3,GSM,False,40721,9402,427,1,-61,4,0.0
2599,2638,25.370335,51.55059500000001,0.0,0.0,1561286047294,4,GSM,False,41631,9402,427,1,-67,4,0.0
2600,2639,25.370335,51.55059500000001,0.0,0.0,1561286047294,5,GSM,False,20001,9402,427,1,-69,4,0.0
2601,2640,25.370335,51.55059500000001,0.0,0.0,1561286047294,6,GSM,False,29171,9402,427,1,-73,4,0.0
2602,2641,25.370335,51.55059500000001,0.0,0.0,1561286047294,7,GSM,True,16823,120,427,2,397,4,0.0
2603,2642,25.370335,51.55059500000001,0.0,0.0,1561286047294,8,GSM,False,62441,120,427,2,-45,4,0.0
2604,2643,25.370335,51.55059500000001,0.0,0.0,1561286047294,9,GSM,False,17381,120,427,2,-55,4,0.0
2605,2644,25.37045333333333,51.550695,0.0,0.0,1561286049001,0,GSM,True,20002,9402,427,1,-23,4,0.0
2606,2645,25.37045333333333,51.550695,0.0,0.0,1561286049001,1,GSM,False,20003,9402,427,1,-47,4,0.0
2607,2646,25.37045333333333,51.550695,0.0,0.0,1561286049001,2,GSM,False,20001,9402,427,1,-55,4,0.0
2608,2647,25.37045333333333,51.550695,0.0,0.0,1561286049001,3,GSM,False,40283,9402,427,1,-55,4,0.0
2609,2648,25.37045333333333,51.550695,0.0,0.0,1561286049001,4,GSM,False,40721,9402,427,1,-61,4,0.0
2610,2649,25.37045333333333,51.550695,0.0,0.0,1561286049001,5,GSM,False,41631,9402,427,1,-71,4,0.0
2611,2650,25.37045333333333,51.550695,0.0,0.0,1561286049001,6,GSM,False,29171,9402,427,1,-75,4,0.0
2612,2651,25.37045333333333,51.550695,0.0,0.0,1561286049001,7,GSM,True,16823,120,427,2,-19,4,0.0
2613,2652,25.37045333333333,51.550695,0.0,0.0,1561286049001,8,GSM,False,62441,120,427,2,-63,4,0.0
2614,2653,25.37045333333333,51.550695,0.0,0.0,1561286049001,9,GSM,False,17381,120,427,2,-65,4,0.0
2615,2654,25.37057666666666,51.550795,0.0,0.0,1561286051019,0,GSM,True,20002,9402,427,1,-23,4,0.0
2616,2655,25.37057666666666,51.550795,0.0,0.0,1561286051019,1,GSM,False,20003,9402,427,1,-47,4,0.0
2617,2656,25.37057666666666,51.550795,0.0,0.0,1561286051019,2,GSM,False,20001,9402,427,1,-55,4,0.0
2618,2657,25.37057666666666,51.550795,0.0,0.0,1561286051019,3,GSM,False,40283,9402,427,1,-55,4,0.0
2619,2658,25.37057666666666,51.550795,0.0,0.0,1561286051019,4,GSM,False,40721,9402,427,1,-61,4,0.0
2620,2659,25.37057666666666,51.550795,0.0,0.0,1561286051019,5,GSM,False,41631,9402,427,1,-71,4,0.0
2621,2660,25.37057666666666,51.550795,0.0,0.0,1561286051019,6,GSM,False,29171,9402,427,1,-75,4,0.0
2622,2661,25.37057666666666,51.550795,0.0,0.0,1561286051019,7,GSM,True,16823,120,427,2,-19,4,0.0
2623,2662,25.37057666666666,51.550795,0.0,0.0,1561286051019,8,GSM,False,62441,120,427,2,-63,4,0.0
2624,2663,25.37057666666666,51.550795,0.0,0.0,1561286051019,9,GSM,False,17381,120,427,2,-65,4,0.0
2625,2664,25.37063,51.55083666666666,0.0,0.0,1561286051815,0,GSM,True,20002,9402,427,1,-23,4,0.0
2626,2665,25.37063,51.55083666666666,0.0,0.0,1561286051815,1,GSM,False,20003,9402,427,1,-47,4,0.0
2627,2666,25.37063,51.55083666666666,0.0,0.0,1561286051815,2,GSM,False,20001,9402,427,1,-55,4,0.0
2628,2667,25.37063,51.55083666666666,0.0,0.0,1561286051815,3,GSM,False,40283,9402,427,1,-55,4,0.0
2629,2668,25.37063,51.55083666666666,0.0,0.0,1561286051815,4,GSM,False,40721,9402,427,1,-61,4,0.0
2630,2669,25.37063,51.55083666666666,0.0,0.0,1561286051815,5,GSM,False,41631,9402,427,1,-71,4,0.0
2631,2670,25.37063,51.55083666666666,0.0,0.0,1561286051815,6,GSM,False,29171,9402,427,1,-75,4,0.0
2632,2671,25.37063,51.55083666666666,0.0,0.0,1561286051815,7,GSM,True,16823,120,427,2,-19,4,0.0
2633,2672,25.37063,51.55083666666666,0.0,0.0,1561286051815,8,GSM,False,62441,120,427,2,-63,4,0.0
2634,2673,25.37063,51.55083666666666,0.0,0.0,1561286051815,9,GSM,False,17381,120,427,2,-65,4,0.0
2635,2674,25.370746666666665,51.55086333333334,0.0,0.0,1561286054480,0,GSM,True,20002,9402,427,1,-9,4,0.0
2636,2675,25.370746666666665,51.55086333333334,0.0,0.0,1561286054480,1,GSM,False,20003,9402,427,1,-41,4,0.0
2637,2676,25.370746666666665,51.55086333333334,0.0,0.0,1561286054480,2,GSM,False,40283,9402,427,1,-55,4,0.0
2638,2677,25.370746666666665,51.55086333333334,0.0,0.0,1561286054480,3,GSM,False,25642,9402,427,1,-59,4,0.0
2639,2678,25.370746666666665,51.55086333333334,0.0,0.0,1561286054480,4,GSM,False,20001,9402,427,1,-61,4,0.0
2640,2679,25.370746666666665,51.55086333333334,0.0,0.0,1561286054480,5,GSM,False,40721,9402,427,1,-69,4,0.0
2641,2680,25.370746666666665,51.55086333333334,0.0,0.0,1561286054480,6,GSM,False,29171,9402,427,1,-69,4,0.0
2642,2681,25.370746666666665,51.55086333333334,0.0,0.0,1561286054480,7,GSM,True,16823,120,427,2,-17,4,0.0
2643,2682,25.370746666666665,51.55086333333334,0.0,0.0,1561286054480,8,GSM,False,17383,120,427,2,-49,4,0.0
2644,2683,25.370746666666665,51.55086333333334,0.0,0.0,1561286054480,9,GSM,False,10023,120,427,2,-51,4,0.0
2645,2684,25.370746666666665,51.55086333333334,0.0,0.0,1561286054480,10,GSM,False,16822,120,427,2,-61,4,0.0
2646,2685,25.370746666666665,51.55086333333334,0.0,0.0,1561286054480,11,GSM,False,17381,120,427,2,-63,4,0.0
2647,2686,25.370746666666665,51.55086333333334,0.0,0.0,1561286054480,12,GSM,False,62441,120,427,2,-67,4,0.0
2648,2687,25.370986666666667,51.55107666666666,0.0,0.0,1561286058362,0,GSM,True,20002,9402,427,1,-9,4,0.0
2649,2688,25.370986666666667,51.55107666666666,0.0,0.0,1561286058362,1,GSM,False,20003,9402,427,1,-41,4,0.0
2650,2689,25.370986666666667,51.55107666666666,0.0,0.0,1561286058362,2,GSM,False,40283,9402,427,1,-55,4,0.0
2651,2690,25.370986666666667,51.55107666666666,0.0,0.0,1561286058362,3,GSM,False,25642,9402,427,1,-59,4,0.0
2652,2691,25.370986666666667,51.55107666666666,0.0,0.0,1561286058362,4,GSM,False,20001,9402,427,1,-61,4,0.0
2653,2692,25.370986666666667,51.55107666666666,0.0,0.0,1561286058362,5,GSM,False,40721,9402,427,1,-69,4,0.0
2654,2693,25.370986666666667,51.55107666666666,0.0,0.0,1561286058362,6,GSM,False,29171,9402,427,1,-69,4,0.0
2655,2694,25.370986666666667,51.55107666666666,0.0,0.0,1561286058362,7,GSM,True,16823,120,427,2,-17,4,0.0
2656,2695,25.370986666666667,51.55107666666666,0.0,0.0,1561286058362,8,GSM,False,10023,120,427,2,-47,4,0.0
2657,2696,25.370986666666667,51.55107666666666,0.0,0.0,1561286058362,9,GSM,False,17383,120,427,2,-51,4,0.0
2658,2697,25.370986666666667,51.55107666666666,0.0,0.0,1561286058362,10,GSM,False,62441,120,427,2,-61,4,0.0
2659,2698,25.370986666666667,51.55107666666666,0.0,0.0,1561286058362,11,GSM,False,16822,120,427,2,-63,4,0.0
2660,2699,25.370986666666667,51.55107666666666,0.0,0.0,1561286058362,12,GSM,False,17381,120,427,2,-63,4,0.0
2661,2701,25.37135166666667,51.55108,0.0,0.0,1561286063305,0,GSM,True,20002,9402,427,1,3,4,0.0
2662,2702,25.37135166666667,51.55108,0.0,0.0,1561286063305,1,GSM,False,25642,9402,427,1,-27,4,0.0
2663,2703,25.37135166666667,51.55108,0.0,0.0,1561286063305,2,GSM,False,20003,9402,427,1,-31,4,0.0
2664,2704,25.37135166666667,51.55108,0.0,0.0,1561286063305,3,GSM,False,20001,9402,427,1,-47,4,0.0
2665,2705,25.37135166666667,51.55108,0.0,0.0,1561286063305,4,GSM,False,41631,9402,427,1,-59,4,0.0
2666,2706,25.37135166666667,51.55108,0.0,0.0,1561286063305,5,GSM,False,40283,9402,427,1,-59,4,0.0
2667,2707,25.37135166666667,51.55108,0.0,0.0,1561286063305,6,GSM,False,40721,9402,427,1,-65,4,0.0
2668,2708,25.37135166666667,51.55108,0.0,0.0,1561286063305,7,GSM,True,16823,120,427,2,-3,4,0.0
2669,2709,25.37135166666667,51.55108,0.0,0.0,1561286063305,8,GSM,False,10023,120,427,2,-31,4,0.0
2670,2710,25.37135166666667,51.55108,0.0,0.0,1561286063305,9,GSM,False,17383,120,427,2,-49,4,0.0
2671,2711,25.37135166666667,51.55108,0.0,0.0,1561286063305,10,GSM,False,16822,120,427,2,-53,4,0.0
2672,2712,25.37135166666667,51.55108,0.0,0.0,1561286063305,11,GSM,False,17381,120,427,2,-59,4,0.0
2673,2713,25.37135166666667,51.55108,0.0,0.0,1561286063305,12,GSM,False,62441,120,427,2,-61,4,0.0
2674,2714,25.371436666666668,51.551068333333326,0.0,0.0,1561286064080,0,GSM,True,20002,9402,427,1,3,4,0.0
2675,2715,25.371436666666668,51.551068333333326,0.0,0.0,1561286064080,1,GSM,False,25642,9402,427,1,-27,4,0.0
2676,2716,25.371436666666668,51.551068333333326,0.0,0.0,1561286064080,2,GSM,False,20003,9402,427,1,-31,4,0.0
2677,2717,25.371436666666668,51.551068333333326,0.0,0.0,1561286064080,3,GSM,False,20001,9402,427,1,-47,4,0.0
2678,2718,25.371436666666668,51.551068333333326,0.0,0.0,1561286064080,4,GSM,False,41631,9402,427,1,-59,4,0.0
2679,2719,25.371436666666668,51.551068333333326,0.0,0.0,1561286064080,5,GSM,False,40283,9402,427,1,-59,4,0.0
2680,2720,25.371436666666668,51.551068333333326,0.0,0.0,1561286064080,6,GSM,False,40721,9402,427,1,-65,4,0.0
2681,2721,25.371436666666668,51.551068333333326,0.0,0.0,1561286064080,7,GSM,True,16823,120,427,2,-3,4,0.0
2682,2722,25.371436666666668,51.551068333333326,0.0,0.0,1561286064080,8,GSM,False,10023,120,427,2,-31,4,0.0
2683,2723,25.371436666666668,51.551068333333326,0.0,0.0,1561286064080,9,GSM,False,17383,120,427,2,-49,4,0.0
2684,2724,25.371436666666668,51.551068333333326,0.0,0.0,1561286064080,10,GSM,False,16822,120,427,2,-53,4,0.0
2685,2725,25.371436666666668,51.551068333333326,0.0,0.0,1561286064080,11,GSM,False,17381,120,427,2,-59,4,0.0
2686,2726,25.371436666666668,51.551068333333326,0.0,0.0,1561286064080,12,GSM,False,62441,120,427,2,-61,4,0.0
2687,2727,25.371496666666665,51.55100666666667,0.0,0.0,1561286065655,0,GSM,True,20002,9402,427,1,3,4,0.0
2688,2728,25.371496666666665,51.55100666666667,0.0,0.0,1561286065655,1,GSM,False,25642,9402,427,1,-27,4,0.0
2689,2729,25.371496666666665,51.55100666666667,0.0,0.0,1561286065655,2,GSM,False,20003,9402,427,1,-31,4,0.0
2690,2730,25.371496666666665,51.55100666666667,0.0,0.0,1561286065655,3,GSM,False,20001,9402,427,1,-47,4,0.0
2691,2731,25.371496666666665,51.55100666666667,0.0,0.0,1561286065655,4,GSM,False,41631,9402,427,1,-59,4,0.0
2692,2732,25.371496666666665,51.55100666666667,0.0,0.0,1561286065655,5,GSM,False,40283,9402,427,1,-59,4,0.0
2693,2733,25.371496666666665,51.55100666666667,0.0,0.0,1561286065655,6,GSM,False,40721,9402,427,1,-65,4,0.0
2694,2734,25.371496666666665,51.55100666666667,0.0,0.0,1561286065655,7,GSM,True,16823,120,427,2,-3,4,0.0
2695,2735,25.371496666666665,51.55100666666667,0.0,0.0,1561286065655,8,GSM,False,10023,120,427,2,-31,4,0.0
2696,2736,25.371496666666665,51.55100666666667,0.0,0.0,1561286065655,9,GSM,False,17383,120,427,2,-49,4,0.0
2697,2737,25.371496666666665,51.55100666666667,0.0,0.0,1561286065655,10,GSM,False,16822,120,427,2,-53,4,0.0
2698,2738,25.371496666666665,51.55100666666667,0.0,0.0,1561286065655,11,GSM,False,17381,120,427,2,-59,4,0.0
2699,2739,25.371496666666665,51.55100666666667,0.0,0.0,1561286065655,12,GSM,False,62441,120,427,2,-61,4,0.0
2700,2740,25.371795,51.550695,0.0,0.0,1561286068305,0,GSM,True,20002,9402,427,1,5,4,0.0
2701,2741,25.371795,51.550695,0.0,0.0,1561286068305,1,GSM,False,25642,9402,427,1,-33,4,0.0
2702,2742,25.371795,51.550695,0.0,0.0,1561286068305,2,GSM,False,20003,9402,427,1,-35,4,0.0
2703,2743,25.371795,51.550695,0.0,0.0,1561286068305,3,GSM,False,20001,9402,427,1,-41,4,0.0
2704,2744,25.371795,51.550695,0.0,0.0,1561286068305,4,GSM,False,41631,9402,427,1,-53,4,0.0
2705,2745,25.371795,51.550695,0.0,0.0,1561286068305,5,GSM,False,40721,9402,427,1,-63,4,0.0
2706,2746,25.371795,51.550695,0.0,0.0,1561286068305,6,GSM,False,40283,9402,427,1,-63,4,0.0
2707,2747,25.371795,51.550695,0.0,0.0,1561286068305,7,GSM,True,16823,120,427,2,-3,4,0.0
2708,2748,25.371795,51.550695,0.0,0.0,1561286068305,8,GSM,False,10023,120,427,2,-31,4,0.0
2709,2749,25.371795,51.550695,0.0,0.0,1561286068305,9,GSM,False,17383,120,427,2,-49,4,0.0
2710,2750,25.371795,51.550695,0.0,0.0,1561286068305,10,GSM,False,16822,120,427,2,-53,4,0.0
2711,2751,25.371795,51.550695,0.0,0.0,1561286068305,11,GSM,False,17381,120,427,2,-59,4,0.0
2712,2752,25.371795,51.550695,0.0,0.0,1561286068305,12,GSM,False,62441,120,427,2,-61,4,0.0
2713,2753,25.37174333333333,51.55058999999999,0.0,0.0,1561286069798,0,GSM,True,20002,9402,427,1,5,4,0.0
2714,2754,25.37174333333333,51.55058999999999,0.0,0.0,1561286069798,1,GSM,False,25642,9402,427,1,-33,4,0.0
2715,2755,25.37174333333333,51.55058999999999,0.0,0.0,1561286069798,2,GSM,False,20003,9402,427,1,-35,4,0.0
2716,2756,25.37174333333333,51.55058999999999,0.0,0.0,1561286069798,3,GSM,False,20001,9402,427,1,-41,4,0.0
2717,2757,25.37174333333333,51.55058999999999,0.0,0.0,1561286069798,4,GSM,False,41631,9402,427,1,-53,4,0.0
2718,2758,25.37174333333333,51.55058999999999,0.0,0.0,1561286069798,5,GSM,False,40721,9402,427,1,-63,4,0.0
2719,2759,25.37174333333333,51.55058999999999,0.0,0.0,1561286069798,6,GSM,False,40283,9402,427,1,-63,4,0.0
2720,2760,25.37174333333333,51.55058999999999,0.0,0.0,1561286069798,7,GSM,True,16823,120,427,2,-3,4,0.0
2721,2761,25.37174333333333,51.55058999999999,0.0,0.0,1561286069798,8,GSM,False,10023,120,427,2,-31,4,0.0
2722,2762,25.37174333333333,51.55058999999999,0.0,0.0,1561286069798,9,GSM,False,17383,120,427,2,-49,4,0.0
2723,2763,25.37174333333333,51.55058999999999,0.0,0.0,1561286069798,10,GSM,False,16822,120,427,2,-53,4,0.0
2724,2764,25.37174333333333,51.55058999999999,0.0,0.0,1561286069798,11,GSM,False,17381,120,427,2,-59,4,0.0
2725,2765,25.37174333333333,51.55058999999999,0.0,0.0,1561286069798,12,GSM,False,62441,120,427,2,-61,4,0.0
2726,2766,25.37187333333333,51.55031,0.0,0.0,1561286072166,0,GSM,True,20002,9402,427,1,5,4,0.0
2727,2767,25.37187333333333,51.55031,0.0,0.0,1561286072166,1,GSM,False,25642,9402,427,1,-33,4,0.0
2728,2768,25.37187333333333,51.55031,0.0,0.0,1561286072166,2,GSM,False,20003,9402,427,1,-35,4,0.0
2729,2769,25.37187333333333,51.55031,0.0,0.0,1561286072166,3,GSM,False,20001,9402,427,1,-41,4,0.0
2730,2770,25.37187333333333,51.55031,0.0,0.0,1561286072166,4,GSM,False,41631,9402,427,1,-53,4,0.0
2731,2771,25.37187333333333,51.55031,0.0,0.0,1561286072166,5,GSM,False,40721,9402,427,1,-63,4,0.0
2732,2772,25.37187333333333,51.55031,0.0,0.0,1561286072166,6,GSM,False,40283,9402,427,1,-63,4,0.0
2733,2773,25.37187333333333,51.55031,0.0,0.0,1561286072166,7,GSM,True,16823,120,427,2,-7,4,0.0
2734,2774,25.37187333333333,51.55031,0.0,0.0,1561286072166,8,GSM,False,10023,120,427,2,-15,4,0.0
2735,2775,25.37187333333333,51.55031,0.0,0.0,1561286072166,9,GSM,False,17383,120,427,2,-47,4,0.0
2736,2776,25.37187333333333,51.55031,0.0,0.0,1561286072166,10,GSM,False,16822,120,427,2,-49,4,0.0
2737,2777,25.37187333333333,51.55031,0.0,0.0,1561286072166,11,GSM,False,17381,120,427,2,-59,4,0.0
2738,2778,25.37187333333333,51.55031,0.0,0.0,1561286072166,12,GSM,False,62441,120,427,2,-69,4,0.0
2739,2779,25.371928333333337,51.55016833333334,0.0,0.0,1561286073596,0,GSM,True,20002,9402,427,1,-9,4,0.0
2740,2780,25.371928333333337,51.55016833333334,0.0,0.0,1561286073596,1,GSM,False,20003,9402,427,1,-25,4,0.0
2741,2781,25.371928333333337,51.55016833333334,0.0,0.0,1561286073596,2,GSM,False,20001,9402,427,1,-51,4,0.0
2742,2782,25.371928333333337,51.55016833333334,0.0,0.0,1561286073596,3,GSM,False,41631,9402,427,1,-57,4,0.0
2743,2783,25.371928333333337,51.55016833333334,0.0,0.0,1561286073596,4,GSM,False,40283,9402,427,1,-57,4,0.0
2744,2784,25.371928333333337,51.55016833333334,0.0,0.0,1561286073596,5,GSM,False,25642,9402,427,1,-59,4,0.0
2745,2785,25.371928333333337,51.55016833333334,0.0,0.0,1561286073596,6,GSM,False,40282,9402,427,1,-63,4,0.0
2746,2786,25.371928333333337,51.55016833333334,0.0,0.0,1561286073596,7,GSM,True,16823,120,427,2,-11,4,0.0
2747,2787,25.371928333333337,51.55016833333334,0.0,0.0,1561286073596,8,GSM,False,10023,120,427,2,-13,4,0.0
2748,2788,25.371928333333337,51.55016833333334,0.0,0.0,1561286073596,9,GSM,False,17383,120,427,2,-45,4,0.0
2749,2789,25.371928333333337,51.55016833333334,0.0,0.0,1561286073596,10,GSM,False,16821,120,427,2,-51,4,0.0
2750,2790,25.371928333333337,51.55016833333334,0.0,0.0,1561286073596,11,GSM,False,16822,120,427,2,-55,4,0.0
2751,2791,25.371928333333337,51.55016833333334,0.0,0.0,1561286073596,12,GSM,False,17381,120,427,2,-63,4,0.0
2752,2792,25.371928333333337,51.55016833333334,0.0,0.0,1561286073596,13,GSM,False,62441,120,427,2,-73,4,0.0
2753,2793,25.372296666666664,51.54973833333334,0.0,0.0,1561286075931,0,GSM,True,20002,9402,427,1,-9,4,0.0
2754,2794,25.372296666666664,51.54973833333334,0.0,0.0,1561286075931,1,GSM,False,20003,9402,427,1,-25,4,0.0
2755,2795,25.372296666666664,51.54973833333334,0.0,0.0,1561286075931,2,GSM,False,20001,9402,427,1,-51,4,0.0
2756,2796,25.372296666666664,51.54973833333334,0.0,0.0,1561286075931,3,GSM,False,41631,9402,427,1,-57,4,0.0
2757,2797,25.372296666666664,51.54973833333334,0.0,0.0,1561286075931,4,GSM,False,40283,9402,427,1,-57,4,0.0
2758,2798,25.372296666666664,51.54973833333334,0.0,0.0,1561286075931,5,GSM,False,25642,9402,427,1,-59,4,0.0
2759,2799,25.372296666666664,51.54973833333334,0.0,0.0,1561286075931,6,GSM,False,40282,9402,427,1,-63,4,0.0
2760,2800,25.372296666666664,51.54973833333334,0.0,0.0,1561286075931,7,GSM,True,16823,120,427,2,-7,4,0.0
2761,2801,25.372296666666664,51.54973833333334,0.0,0.0,1561286075931,8,GSM,False,10023,120,427,2,-15,4,0.0
2762,2802,25.372296666666664,51.54973833333334,0.0,0.0,1561286075931,9,GSM,False,17383,120,427,2,-45,4,0.0
2763,2803,25.372296666666664,51.54973833333334,0.0,0.0,1561286075931,10,GSM,False,16821,120,427,2,-49,4,0.0
2764,2804,25.372296666666664,51.54973833333334,0.0,0.0,1561286075931,11,GSM,False,16822,120,427,2,-57,4,0.0
2765,2805,25.372296666666664,51.54973833333334,0.0,0.0,1561286075931,12,GSM,False,17381,120,427,2,-63,4,0.0
2766,2806,25.372296666666664,51.54973833333334,0.0,0.0,1561286075931,13,GSM,False,62441,120,427,2,-73,4,0.0
2767,2807,25.372298333333333,51.54965166666666,0.0,0.0,1561286077048,0,GSM,True,20002,9402,427,1,-9,4,0.0
2768,2808,25.372298333333333,51.54965166666666,0.0,0.0,1561286077048,1,GSM,False,20003,9402,427,1,-25,4,0.0
2769,2809,25.372298333333333,51.54965166666666,0.0,0.0,1561286077048,2,GSM,False,20001,9402,427,1,-51,4,0.0
2770,2810,25.372298333333333,51.54965166666666,0.0,0.0,1561286077048,3,GSM,False,41631,9402,427,1,-57,4,0.0
2771,2811,25.372298333333333,51.54965166666666,0.0,0.0,1561286077048,4,GSM,False,40283,9402,427,1,-57,4,0.0
2772,2812,25.372298333333333,51.54965166666666,0.0,0.0,1561286077048,5,GSM,False,25642,9402,427,1,-59,4,0.0
2773,2813,25.372298333333333,51.54965166666666,0.0,0.0,1561286077048,6,GSM,False,40282,9402,427,1,-63,4,0.0
2774,2814,25.372298333333333,51.54965166666666,0.0,0.0,1561286077048,7,GSM,True,16823,120,427,2,-7,4,0.0
2775,2815,25.372298333333333,51.54965166666666,0.0,0.0,1561286077048,8,GSM,False,10023,120,427,2,-15,4,0.0
2776,2816,25.372298333333333,51.54965166666666,0.0,0.0,1561286077048,9,GSM,False,17383,120,427,2,-45,4,0.0
2777,2817,25.372298333333333,51.54965166666666,0.0,0.0,1561286077048,10,GSM,False,16821,120,427,2,-49,4,0.0
2778,2818,25.372298333333333,51.54965166666666,0.0,0.0,1561286077048,11,GSM,False,16822,120,427,2,-57,4,0.0
2779,2819,25.372298333333333,51.54965166666666,0.0,0.0,1561286077048,12,GSM,False,17381,120,427,2,-63,4,0.0
2780,2820,25.372298333333333,51.54965166666666,0.0,0.0,1561286077048,13,GSM,False,62441,120,427,2,-73,4,0.0
2781,2822,25.37248333333333,51.54935833333334,0.0,0.0,1561286078794,0,GSM,True,20002,9402,427,1,-33,4,0.0
2782,2823,25.37248333333333,51.54935833333334,0.0,0.0,1561286078794,1,GSM,False,20003,9402,427,1,-7,4,0.0
2783,2824,25.37248333333333,51.54935833333334,0.0,0.0,1561286078794,2,GSM,False,40283,9402,427,1,-41,4,0.0
2784,2825,25.37248333333333,51.54935833333334,0.0,0.0,1561286078794,3,GSM,False,40282,9402,427,1,-55,4,0.0
2785,2826,25.37248333333333,51.54935833333334,0.0,0.0,1561286078794,4,GSM,False,41631,9402,427,1,-59,4,0.0
2786,2827,25.37248333333333,51.54935833333334,0.0,0.0,1561286078794,5,GSM,False,20001,9402,427,1,-63,4,0.0
2787,2828,25.37248333333333,51.54935833333334,0.0,0.0,1561286078794,6,GSM,False,29171,9402,427,1,-67,4,0.0
2788,2829,25.37248333333333,51.54935833333334,0.0,0.0,1561286078794,7,GSM,True,16823,120,427,2,-17,4,0.0
2789,2830,25.37248333333333,51.54935833333334,0.0,0.0,1561286078794,8,GSM,False,10023,120,427,2,-11,4,0.0
2790,2831,25.37248333333333,51.54935833333334,0.0,0.0,1561286078794,9,GSM,False,17383,120,427,2,-45,4,0.0
2791,2832,25.37248333333333,51.54935833333334,0.0,0.0,1561286078794,10,GSM,False,16821,120,427,2,-53,4,0.0
2792,2833,25.37248333333333,51.54935833333334,0.0,0.0,1561286078794,11,GSM,False,16822,120,427,2,-59,4,0.0
2793,2834,25.37248333333333,51.54935833333334,0.0,0.0,1561286078794,12,GSM,False,17381,120,427,2,-63,4,0.0
2794,2835,25.37248333333333,51.54935833333334,0.0,0.0,1561286078794,13,GSM,False,62441,120,427,2,-75,4,0.0
2795,2836,25.372576666666667,51.54920666666667,0.0,0.0,1561286080459,0,GSM,True,20002,9402,427,1,-33,4,0.0
2796,2837,25.372576666666667,51.54920666666667,0.0,0.0,1561286080459,1,GSM,False,20003,9402,427,1,-7,4,0.0
2797,2838,25.372576666666667,51.54920666666667,0.0,0.0,1561286080459,2,GSM,False,40283,9402,427,1,-41,4,0.0
2798,2839,25.372576666666667,51.54920666666667,0.0,0.0,1561286080459,3,GSM,False,40282,9402,427,1,-55,4,0.0
2799,2840,25.372576666666667,51.54920666666667,0.0,0.0,1561286080459,4,GSM,False,41631,9402,427,1,-59,4,0.0
2800,2841,25.372576666666667,51.54920666666667,0.0,0.0,1561286080459,5,GSM,False,20001,9402,427,1,-63,4,0.0
2801,2842,25.372576666666667,51.54920666666667,0.0,0.0,1561286080459,6,GSM,False,29171,9402,427,1,-67,4,0.0
2802,2843,25.372576666666667,51.54920666666667,0.0,0.0,1561286080459,7,GSM,True,16823,120,427,2,-17,4,0.0
2803,2844,25.372576666666667,51.54920666666667,0.0,0.0,1561286080459,8,GSM,False,10023,120,427,2,-11,4,0.0
2804,2845,25.372576666666667,51.54920666666667,0.0,0.0,1561286080459,9,GSM,False,17383,120,427,2,-45,4,0.0
2805,2846,25.372576666666667,51.54920666666667,0.0,0.0,1561286080459,10,GSM,False,16821,120,427,2,-53,4,0.0
2806,2847,25.372576666666667,51.54920666666667,0.0,0.0,1561286080459,11,GSM,False,16822,120,427,2,-59,4,0.0
2807,2848,25.372576666666667,51.54920666666667,0.0,0.0,1561286080459,12,GSM,False,17381,120,427,2,-63,4,0.0
2808,2849,25.372576666666667,51.54920666666667,0.0,0.0,1561286080459,13,GSM,False,62441,120,427,2,-75,4,0.0
2809,2850,25.37268166666667,51.54908166666667,0.0,0.0,1561286080810,0,GSM,True,20002,9402,427,1,-33,4,0.0
2810,2851,25.37268166666667,51.54908166666667,0.0,0.0,1561286080810,1,GSM,False,20003,9402,427,1,-7,4,0.0
2811,2852,25.37268166666667,51.54908166666667,0.0,0.0,1561286080810,2,GSM,False,40283,9402,427,1,-41,4,0.0
2812,2853,25.37268166666667,51.54908166666667,0.0,0.0,1561286080810,3,GSM,False,40282,9402,427,1,-55,4,0.0
2813,2854,25.37268166666667,51.54908166666667,0.0,0.0,1561286080810,4,GSM,False,41631,9402,427,1,-59,4,0.0
2814,2855,25.37268166666667,51.54908166666667,0.0,0.0,1561286080810,5,GSM,False,20001,9402,427,1,-63,4,0.0
2815,2856,25.37268166666667,51.54908166666667,0.0,0.0,1561286080810,6,GSM,False,29171,9402,427,1,-67,4,0.0
2816,2857,25.37268166666667,51.54908166666667,0.0,0.0,1561286080810,7,GSM,True,16823,120,427,2,-17,4,0.0
2817,2858,25.37268166666667,51.54908166666667,0.0,0.0,1561286080810,8,GSM,False,10023,120,427,2,-11,4,0.0
2818,2859,25.37268166666667,51.54908166666667,0.0,0.0,1561286080810,9,GSM,False,17383,120,427,2,-45,4,0.0
2819,2860,25.37268166666667,51.54908166666667,0.0,0.0,1561286080810,10,GSM,False,16821,120,427,2,-53,4,0.0
2820,2861,25.37268166666667,51.54908166666667,0.0,0.0,1561286080810,11,GSM,False,16822,120,427,2,-59,4,0.0
2821,2862,25.37268166666667,51.54908166666667,0.0,0.0,1561286080810,12,GSM,False,17381,120,427,2,-63,4,0.0
2822,2863,25.37268166666667,51.54908166666667,0.0,0.0,1561286080810,13,GSM,False,62441,120,427,2,-75,4,0.0
